GENOTYPE,d.T3.x,g.T3.x,a.T3.x,d.T.x,g.T.x,a.T.x,Total.Tocotrienols.x,Total.Tocopherols.x,Total.Tocochromanols.x,d.T3.y,g.T3.y,a.T3.y,d.T.y,g.T.y,a.T.y,Total.Tocotrienols.y,Total.Tocopherols.y,Total.Tocochromanols.y
PI257516,0.778454175,20.92321509,7.822331174,5.429207904,89.77499033,2.125306949,29.48985312,97.63009399,127.9908426,0.778454175,22.715249817,7.822331174,5.759106931,91.094157384,3.912268904,29.48985312,97.63009399,127.9908426
PI257517,0.583207952,14.44417374,5.056720903,1.329046234,22.09505222,2.383679638,20.45196346,25.50379648,45.17957916,0.583207952,16.236208467,5.056720903,1.658945261,23.414219274,4.170641593,20.45196346,25.50379648,45.17957916
PI267166,0.803087637,16.92431481,6.619618669,2.086245538,44.0985288,0.520673773,24.42219265,46.49292219,71.46800117,0.803087637,18.716349537,6.619618669,2.416144565,45.417695854,2.307635728,24.42219265,46.49292219,71.46800117
PI267167,0.173124567,8.893809022,4.664861448,0.641433245,47.79929493,0.588252936,13.76287658,49.05183357,63.64954783,0.173124567,10.685843749,4.664861448,0.971332272,49.118461984,2.375214891,13.76287658,49.05183357,63.64954783
PI267168,0.495184468,11.7224955,5.933824356,0.532784987,38.14766617,3.441629861,18.49197807,42.32135095,61.45322853,0.495184468,13.514530227,5.933824356,0.862684014,39.466833224,5.228591816,18.49197807,42.32135095,61.45322853
PI267169,3.12490364,23.64288656,7.711346716,1.910742359,64.93748559,8.681030722,34.57966616,75.56513273,110.3225954,3.12490364,25.434921287,7.711346716,2.240641386,66.256652644,10.467992677,34.57966616,75.56513273,110.3225954
PI267170,0.276704636,8.875378397,8.785558203,0.99914747,50.03746067,4.878579319,18.44897231,55.83509541,74.07519961,0.276704636,10.667413124,8.785558203,1.329046497,51.356627724,6.665541274,18.44897231,55.83509541,74.07519961
PI267171,3.626778703,48.47231013,12.42625588,2.578104093,62.1495207,6.281300328,64.6086652,71.04463806,136.2816397,3.626778703,50.264344857,12.42625588,2.90800312,63.468687754,8.068262283,64.6086652,71.04463806,136.2816397
PI270297,1.439395905,12.82071475,6.089763318,4.480534476,60.95990077,12.24529858,20.68117636,77.68986735,98.1943581,1.439395905,14.612749477,6.089763318,4.810433503,62.279067824,14.032260535,20.68117636,77.68986735,98.1943581
PI303924,0.541513855,5.143405191,4.684875264,3.267804342,62.73183345,1.875517439,10.37676753,67.9682504,78.91274544,0.541513855,6.935439918,4.684875264,3.597703369,64.051000504,3.662479394,10.37676753,67.9682504,78.91274544
PI303925,0.187607778,1.819515545,8.860757242,1.556532492,38.09960662,17.5086437,10.92907464,57.29202733,68.39774146,0.187607778,3.611550272,8.860757242,1.886431519,39.418773674,19.295605655,10.92907464,57.29202733,68.39774146
PI303926,0.892192924,16.20676973,7.607319877,1.26999106,38.32967292,2.640249826,25.01860967,42.73029709,68.32127402,0.892192924,17.998804457,7.607319877,1.599890087,39.648839974,4.427211781,25.01860967,42.73029709,68.32127402
PI303927,0.631645648,12.0266958,9.610276485,1.189543851,27.50637157,3.004707451,22.46488751,31.8193296,54.9052644,0.631645648,13.818730527,9.610276485,1.519442878,28.825538624,4.791669406,22.46488751,31.8193296,54.9052644
PI303928,0.54030135,11.79647986,7.937915645,2.74326719,55.72337387,10.53730026,20.2124303,69.43635382,89.97650359,0.54030135,13.588514587,7.937915645,3.073166217,57.042540924,12.324262215,20.2124303,69.43635382,89.97650359
PI303929,0.119880748,5.287849418,7.147911751,0.970483462,33.28409907,5.339870127,12.76798727,39.77447619,52.59382203,0.119880748,7.079884145,7.147911751,1.300382489,34.603266124,7.126832082,12.76798727,39.77447619,52.59382203
PI303930,0.311625267,8.769589905,9.019643915,0.943322837,38.59987212,3.337346442,18.44136157,43.07696054,62.15840888,0.311625267,10.561624632,9.019643915,1.273221864,39.919039174,5.124308397,18.44136157,43.07696054,62.15840888
PI303932,0.289704897,24.20040367,6.852393572,0.861008801,43.54717039,4.240106147,31.22812989,48.68372574,80.32949973,0.289704897,25.992438397,6.852393572,1.190907828,44.866337444,6.027068102,31.22812989,48.68372574,80.32949973
PI303933,0.487981624,19.31978016,6.484368908,0.713222127,44.81204302,1.928086066,26.61785498,47.50396535,74.48112704,0.487981624,21.111814887,6.484368908,1.043121154,46.131210074,3.715048021,26.61785498,47.50396535,74.48112704
PI303937,1.128359766,32.67177043,21.58383566,0.466450709,26.87789004,11.42528736,55.45686998,38.58020323,94.15475315,1.128359766,34.463805157,21.58383566,0.796349736,28.197057094,13.212249315,55.45686998,38.58020323,94.15475315
PI303938,0.250628425,11.30257332,3.601550099,0.120879401,14.83793484,3.743608865,15.29602793,19.29921852,34.98300934,0.250628425,13.094608047,3.601550099,0.450778428,16.157101894,5.53057082,15.29602793,19.29921852,34.98300934
PI303939,0.36227571,12.53980555,5.679515299,0.707606567,41.616552,8.228612534,18.9968297,50.77876278,70.23134491,0.36227571,14.331840277,5.679515299,1.037505594,42.935719054,10.015574489,18.9968297,50.77876278,70.23134491
PI303940,1.303762053,20.04071556,16.2259071,1.870047536,39.82311377,10.76951255,37.78273006,52.64269739,90.47678601,1.303762053,21.832750287,16.2259071,2.199946563,41.142280824,12.556474505,37.78273006,52.64269739,90.47678601
PI303941,3.261602755,15.78637053,10.71627092,1.508560712,58.26571594,22.87452376,26.0417639,82.59034173,108.0656074,3.261602755,17.578405257,10.71627092,1.838459739,59.584882994,24.661485715,26.0417639,82.59034173,108.0656074
PI303943,0.203881114,1.115872382,5.522474787,4.316103054,69.22624798,2.158083194,7.097274305,75.59683427,82.44107461,0.203881114,2.907907109,5.522474787,4.646002081,70.545415034,3.945045149,7.097274305,75.59683427,82.44107461
PI340812,0.798001431,11.15541746,6.502453205,1.573485427,34.16181832,4.499640345,18.69402309,40.71528054,59.81660445,0.798001431,12.947452187,6.502453205,1.903384454,35.480985374,6.2866023,18.69402309,40.71528054,59.81660445
PI340813,0.493681368,6.795591753,3.907923223,0.205942299,10.90210448,-0.173596582,11.23790627,10.63604821,22.80904354,0.493681368,8.58762648,3.907923223,0.535841326,12.221271534,1.613365373,11.23790627,10.63604821,22.80904354
PI340817,1.517681184,16.19077723,6.009821749,0.555871869,25.20533912,3.247164756,23.65562992,28.61871115,53.03869126,1.517681184,17.982811957,6.009821749,0.885770896,26.524506174,5.034126711,23.65562992,28.61871115,53.03869126
PI340818,1.288051536,13.78986814,4.38402555,1.489578575,37.32794093,1.052352368,19.50026212,39.67744823,59.74446851,1.288051536,15.581902867,4.38402555,1.819477602,38.647107984,2.839314323,19.50026212,39.67744823,59.74446851
PI340819,1.445207513,18.65814694,6.071610554,1.158575353,43.30946426,1.121652392,26.11384193,45.41565763,72.5242012,1.445207513,20.450181667,6.071610554,1.48847438,44.628631314,2.908614347,26.11384193,45.41565763,72.5242012
PI340821,0.528484963,20.58518905,7.365213601,0.628452744,28.83661959,4.394268317,28.53837202,33.73539397,63.18737617,0.528484963,22.377223777,7.365213601,0.958351771,30.155786644,6.181230272,28.53837202,33.73539397,63.18737617
PI340822,1.98020694,14.30542502,5.264497438,0.904536672,32.45235777,0.691838858,21.59822037,33.86945117,56.19145439,1.98020694,16.097459747,5.264497438,1.234435699,33.771524824,2.478800813,21.59822037,33.86945117,56.19145439
PI340823,0.729667882,6.864080204,4.190575034,2.726164501,42.5351789,1.248390796,11.68163968,45.85363219,58.18574751,0.729667882,8.656114931,4.190575034,3.056063528,43.854345954,3.035352751,11.68163968,45.85363219,58.18574751
PI340824,0.981933864,19.26082244,4.197460858,2.292226235,46.84349959,0.956099995,24.38870425,49.75712678,74.60677082,0.981933864,21.052857167,4.197460858,2.622125262,48.162666644,2.74306195,24.38870425,49.75712678,74.60677082
PI340825,1.078692301,19.53660825,2.972851043,1.783042411,32.29913959,2.488116354,23.63357973,36.34689557,60.8791356,1.078692301,21.328642977,2.972851043,2.112941438,33.618306644,4.275078309,23.63357973,36.34689557,60.8791356
PI340826,0.166338969,9.110989981,6.929929025,0.85547785,33.14333607,6.688047462,16.56694028,40.85992894,57.74736904,0.166338969,10.903024708,6.929929025,1.185376877,34.462503124,8.475009417,16.56694028,40.85992894,57.74736904
PI340827,0.213001422,2.376759088,3.751468163,2.653564457,45.5721812,2.671530889,6.595696165,51.43059968,58.79288476,0.213001422,4.168793815,3.751468163,2.983463484,46.891348254,4.458492844,6.595696165,51.43059968,58.79288476
PI340829,0.367231874,7.064843729,6.491604586,1.848530068,55.51820657,4.961275631,14.11967798,62.68119332,77.04876236,0.367231874,8.856878456,6.491604586,2.178429095,56.837373624,6.748237586,14.11967798,62.68119332,77.04876236
PI340830,0.244926793,15.46639052,8.704287221,0.672766633,31.59948559,3.83555063,24.60145217,36.38107802,61.66398726,0.244926793,17.258425247,8.704287221,1.00266566,32.918652644,5.622512585,24.60145217,36.38107802,61.66398726
PI343953,0.258813318,11.51547217,3.923357903,1.098892511,40.53578666,3.427697809,15.90827117,45.27106943,61.4604841,0.258813318,13.307506897,3.923357903,1.428791538,41.854953714,5.214659764,15.90827117,45.27106943,61.4604841
PI369437,0.21288716,5.892941916,4.445628184,0.971280128,68.19002461,1.385323463,10.663085,70.50097004,81.28903483,0.21288716,7.684976643,4.445628184,1.301179155,69.509191664,3.172285418,10.663085,70.50097004,81.28903483
PI369438,0.254069602,14.0156152,7.506386721,0.900547411,62.26279195,2.117727672,21.88499006,65.29776372,87.28182467,0.254069602,15.807649927,7.506386721,1.230446438,63.581959004,3.904689627,21.88499006,65.29776372,87.28182467
PI369439,0.962593435,16.5278641,7.666111936,2.021593793,54.57090071,0.759026517,25.26396476,56.89524379,82.47131576,0.962593435,18.319898827,7.666111936,2.35149282,55.890067764,2.545988472,25.26396476,56.89524379,82.47131576
PI369442,0.855749392,7.046025123,5.706247545,2.794309504,63.42971627,10.51868131,13.82854996,77.11103805,91.32223042,0.855749392,8.83805985,5.706247545,3.124208531,64.748883324,12.305643265,13.82854996,77.11103805,91.32223042
PI369443,0.701374293,8.069448904,7.330787436,2.538678303,61.89579727,7.809291668,16.49801768,72.45012138,89.45951415,0.701374293,9.861483631,7.330787436,2.86857733,63.214964324,9.596253623,16.49801768,72.45012138,89.45951415
PI369446,5.658099525,40.36156603,4.121087392,0.483694384,24.86170529,0.255539384,50.06314862,25.40324031,75.94110907,5.658099525,42.153600757,4.121087392,0.813593411,26.180872344,2.042501339,50.06314862,25.40324031,75.94110907
PI391414,0.361555141,17.73478251,5.375907381,1.219707228,44.47728672,9.502716695,22.32437625,55.19895933,77.2526945,0.361555141,19.526817237,5.375907381,1.549606255,45.796453774,11.28967865,22.32437625,55.19895933,77.2526945
PI391662,2.531829456,46.17574857,10.00148951,0.323533466,9.741687283,-0.744704914,58.44986896,9.344096741,68.4533824,2.531829456,47.967783297,10.00148951,0.653432493,11.060854337,1.042257041,58.44986896,9.344096741,68.4533824
PI391663,0.883288913,13.29905497,6.461119819,1.710554544,56.14275615,3.816208447,20.58375935,62.0128016,83.53953679,0.883288913,15.091089697,6.461119819,2.040453571,57.461923204,5.603170402,20.58375935,62.0128016,83.53953679
PI391665,1.159675873,8.205328528,5.01390379,1.084242426,46.84368816,3.608532504,14.55073884,51.7840279,66.96665911,1.159675873,9.997363255,5.01390379,1.414141453,48.162855214,5.395494459,14.55073884,51.7840279,66.96665911
PI391666,1.980155263,45.87988812,6.669580608,1.553262571,53.9891463,1.729104987,54.94281956,57.99401003,113.9553397,1.980155263,47.671922847,6.669580608,1.883161598,55.308313354,3.516066942,54.94281956,57.99401003,113.9553397
PI391667,1.07242251,12.1855274,7.873911131,0.192964914,16.30859614,2.372637806,21.20892934,19.29645209,41.16945654,1.07242251,13.977562127,7.873911131,0.522863941,17.627763194,4.159599761,21.20892934,19.29645209,41.16945654
PI391670,0.378324313,2.725432235,6.036130829,3.353835226,67.16804574,7.530382367,9.263104266,78.0177681,87.82234758,0.378324313,4.517466962,6.036130829,3.683734253,68.487212794,9.317344322,9.263104266,78.0177681,87.82234758
PI391672,0.306466758,16.27668133,7.224297616,0.172092694,36.77288787,2.761623678,23.86679337,39.90263502,63.82736866,0.306466758,18.068716057,7.224297616,0.501991721,38.092054924,4.548585633,23.86679337,39.90263502,63.82736866
PI391676,0.139414936,4.659419222,4.508301104,4.116912025,68.80467537,2.225214731,9.378134633,75.13222907,85.14318867,0.139414936,6.451453949,4.508301104,4.446811052,70.123842424,4.012176686,9.378134633,75.13222907,85.14318867
PI391678,0.445192742,9.530917892,6.781260213,1.172119423,28.75189138,5.051294228,16.95627176,35.4521701,53.27559107,0.445192742,11.322952619,6.781260213,1.50201845,30.071058434,6.838256183,16.95627176,35.4521701,53.27559107
PI391682,0.410706727,8.735149397,4.5156006,0.540720438,32.68580603,3.26230131,13.42849672,36.44267211,51.02479928,0.410706727,10.527184124,4.5156006,0.870619465,34.004973084,5.049263265,13.42849672,36.44267211,51.02479928
PI405705,1.231241946,16.48702209,6.254873943,3.511017836,49.47182517,2.014991454,23.71143106,54.53714668,78.63812408,1.231241946,18.279056817,6.254873943,3.840916863,50.790992224,3.801953409,23.71143106,54.53714668,78.63812408
PI405707,0.598461557,14.47252065,4.912867185,1.951282614,52.20503321,1.405203556,20.2715405,55.20002193,75.92666822,0.598461557,16.264555377,4.912867185,2.281181641,53.524200264,3.192165511,20.2715405,55.20002193,75.92666822
PI405709,1.217509403,20.62936298,7.286124757,3.573063619,58.52762147,3.420586958,29.11763983,65.62737733,95.36595519,1.217509403,22.421397707,7.286124757,3.902962646,59.846788524,5.207548913,29.11763983,65.62737733,95.36595519
PI405713,0.377780809,11.81703998,3.588422617,1.300920308,39.98275991,4.451345262,15.95984645,46.47943995,62.63015219,0.377780809,13.609074707,3.588422617,1.630819335,41.301926964,6.238307217,15.95984645,46.47943995,62.63015219
PI405714,0.748268194,11.32025643,8.121803096,1.39529234,39.76775782,9.007329668,20.41449219,50.62030363,71.2323183,0.748268194,13.112291157,8.121803096,1.725191367,41.086924874,10.794291623,20.41449219,50.62030363,71.2323183
PI406106,0.820756941,,4.670211802,2.215828139,83.98168712,1.175414653,43.01930737,87.71773116,131.6968629,0.820756941,,4.670211802,2.545727166,85.300854174,2.962376608,43.01930737,87.71773116,131.6968629
PI406107,3.097683495,38.37536706,4.305793919,1.420752024,30.75232782,0.698821451,45.58120022,32.84123285,78.48678515,3.097683495,40.167401787,4.305793919,1.750651051,32.071494874,2.485783406,45.58120022,32.84123285,78.48678515
PI406108,2.846355319,55.8920397,6.111013108,2.850378325,96.32193051,1.550993789,64.730806,100.8544379,165.6576174,2.846355319,57.684074427,6.111013108,3.180277352,97.641097564,3.337955744,64.730806,100.8544379,165.6576174
PI406109,0.333190293,3.629376577,7.160774646,0.19990474,11.07820031,2.725278249,10.03156859,14.17660146,24.10526048,0.333190293,5.421411304,7.160774646,0.529803767,12.397367364,4.512240204,10.03156859,14.17660146,24.10526048
PI406110,0.294502186,3.969107336,5.503480368,1.202523067,23.9910813,6.698865143,9.846038417,31.91127921,42.43438873,0.294502186,5.761142063,5.503480368,1.532422094,25.310248354,8.485827098,9.846038417,31.91127921,42.43438873
PI406113,0.221031489,5.412884452,9.779836708,0.528410837,19.36602418,9.372047328,15.40623283,29.33571909,45.4799423,0.221031489,7.204919179,9.779836708,0.858309864,20.685191234,11.159009283,15.40623283,29.33571909,45.4799423
PI406115,0.546151872,12.04391088,11.34417704,0.359542729,14.67344237,5.105299426,24.0950821,20.16611018,44.60512941,0.546151872,13.835945607,11.34417704,0.689441756,15.992609424,6.892261381,24.0950821,20.16611018,44.60512941
PI406122,0.438578633,3.93895776,10.89483076,5.20300302,49.97283261,5.163883223,15.24858417,60.74877463,76.45852736,0.438578633,5.730992487,10.89483076,5.532902047,51.291999664,6.950845178,15.24858417,60.74877463,76.45852736
PI406123,0.473505667,5.883054292,9.635217872,2.711923448,43.49345772,8.218950184,16.40888804,54.55868358,71.14046695,0.473505667,7.675089019,9.635217872,3.041822475,44.812624774,10.005912139,16.40888804,54.55868358,71.14046695
PI406124,1.06113609,33.96919184,6.746337603,2.100198116,70.33903849,7.279345246,42.00313334,79.65419388,121.4959417,1.06113609,35.761226567,6.746337603,2.430097143,71.658205544,9.066307201,42.00313334,79.65419388,121.4959417
PI406125,0.423753764,10.09925103,8.908562701,0.511747031,19.02487822,10.68105478,19.09686442,30.68142015,51.20199286,0.423753764,11.891285757,8.908562701,0.841646058,20.344045274,12.468016735,19.09686442,30.68142015,51.20199286
PI406126,0.233285922,5.751203169,8.238795886,1.262715934,34.07842827,15.10023796,14.43563033,50.6214057,65.1083946,0.233285922,7.543237896,8.238795886,1.592614961,35.397595324,16.887199915,14.43563033,50.6214057,65.1083946
PI406128,0.408628323,10.39527472,5.104759256,0.889471959,24.30183118,6.559788889,15.6984583,31.60023726,48.39563753,0.408628323,12.187309447,5.104759256,1.219370986,25.620998234,8.346750844,15.6984583,31.60023726,48.39563753
PI415078,2.143509696,32.59043504,7.802594128,0.060274204,5.209816376,2.174100315,42.64374269,7.436842634,50.67439685,2.143509696,34.382469767,7.802594128,0.390173231,6.52898343,3.96106227,42.64374269,7.436842634,50.67439685
PI415079,1.615146689,33.10845416,4.636504696,1.265724032,28.89863764,5.615664473,39.3911862,35.70028496,75.91992008,1.615146689,34.900488887,4.636504696,1.595623059,30.217804694,7.402626428,39.3911862,35.70028496,75.91992008
PI415080,4.236040018,30.73138478,,0.746212075,17.20475708,8.640086242,53.37376819,26.32851117,80.08238517,4.236040018,32.523419507,,1.076111102,18.523924134,10.427048197,53.37376819,26.32851117,80.08238517
PI415081,2.991510557,26.04119848,15.67245176,1.093161039,26.59332907,11.94489543,44.45851962,39.79511721,84.71452854,2.991510557,27.833233207,15.67245176,1.423060066,27.912496124,13.731857385,44.45851962,39.79511721,84.71452854
PI415082,3.773473953,35.25182148,13.66490265,0.527007309,13.44187389,4.682624244,52.62715012,18.26200945,71.21303004,3.773473953,37.043856207,13.66490265,0.856906336,14.761040944,6.469586199,52.62715012,18.26200945,71.21303004
PI415083,3.062555378,30.37638622,8.696650222,0.388356323,10.09571318,4.867380766,42.2173913,15.46180582,57.98250024,3.062555378,32.168420947,8.696650222,0.71825535,11.414880234,6.654342721,42.2173913,15.46180582,57.98250024
PI415084,3.373326529,17.91863771,6.430558957,2.634857247,53.57564663,5.379606291,27.8561165,62.41692013,90.95942443,3.373326529,19.710672437,6.430558957,2.964756274,54.894813684,7.166568246,27.8561165,62.41692013,90.95942443
PI415085,2.46247074,34.1260196,7.825002341,3.272305555,43.26597166,5.057627121,44.6171299,52.02105812,96.77942295,2.46247074,35.918054327,7.825002341,3.602204582,44.585138714,6.844589076,44.6171299,52.02105812,96.77942295
PI415086,0.622009921,26.95347493,6.710359675,1.327432797,42.12687029,1.287226092,34.39211437,45.06356623,79.17512626,0.622009921,28.745509657,6.710359675,1.657331824,43.446037344,3.074188047,34.39211437,45.06356623,79.17512626
PI415087,0.666387872,25.22180931,6.221926666,1.044160691,36.42754633,0.841990912,31.66456276,38.35444579,71.22134983,0.666387872,27.013844037,6.221926666,1.374059718,37.746713384,2.628952867,31.66456276,38.35444579,71.22134983
PI415088,0.674981414,25.78519792,5.40536888,1.408803979,39.76026205,0.844903529,31.83299521,42.21866291,75.13767674,0.674981414,27.577232647,5.40536888,1.738703006,41.079429104,2.631865484,31.83299521,42.21866291,75.13767674
PI415089,0.517249123,12.22983773,5.058749043,0.948494053,39.19803717,0.886074557,17.7397671,40.75592774,58.90343211,0.517249123,14.021872457,5.058749043,1.27839308,40.517204224,2.673036512,17.7397671,40.75592774,58.90343211
PI415090,0.592520931,11.29956045,6.27523415,0.330075244,32.19167438,0.84272135,17.86995554,33.33810591,52.09379516,0.592520931,13.091595177,6.27523415,0.659974271,33.510841434,2.629683305,17.86995554,33.33810591,52.09379516
PI415091,0.512529363,17.34876421,4.354044587,0.84450018,40.31022205,1.704277367,22.27388654,42.84385686,65.58048333,0.512529363,19.140798937,4.354044587,1.174399207,41.629389104,3.491239322,22.27388654,42.84385686,65.58048333
PI427109,0.799557555,11.38656143,8.242561328,1.35018437,35.46974686,9.389945905,20.02712572,45.95024514,67.27016592,0.799557555,13.178596157,8.242561328,1.680083397,36.788913914,11.17690786,20.02712572,45.95024514,67.27016592
PI427111,1.042673499,13.85179285,3.589595786,0.108234016,13.12759626,1.920094802,18.56082728,15.65793335,35.01834264,1.042673499,15.643827577,3.589595786,0.438133043,14.446763314,3.707056757,18.56082728,15.65793335,35.01834264
PI433485,1.262350578,44.88806395,6.40664626,8.368813346,63.66628026,3.80620504,52.67416389,76.29630246,128.9144448,1.262350578,46.680098677,6.40664626,8.698712373,64.985447314,5.593166995,52.67416389,76.29630246,128.9144448
PI433486,1.207964911,10.36763714,6.416838478,2.142993664,69.87815261,2.035487497,18.01029523,73.70353534,92.52653046,1.207964911,12.159671867,6.416838478,2.472892691,71.197319664,3.822449452,18.01029523,73.70353534,92.52653046
PI433487,2.493058461,19.45598964,2.341475749,2.158569937,41.3230557,1.577024398,24.38229309,45.09328798,70.07840426,2.493058461,21.248024367,2.341475749,2.488468964,42.642222754,3.363986353,24.38229309,45.09328798,70.07840426
PI459078,0.556705439,10.62101294,5.283392348,3.314569431,48.39615418,1.686187675,16.81718793,53.62749711,70.61904512,0.556705439,12.413047667,5.283392348,3.644468458,49.715321234,3.47314963,16.81718793,53.62749711,70.61904512
PI459080,0.208556983,4.181676494,6.577102714,1.438009011,49.15051238,2.603776901,11.21208124,53.5347971,64.6924042,0.208556983,5.973711221,6.577102714,1.767908038,50.469679434,4.390738856,11.21208124,53.5347971,64.6924042
PI459082,0.529052233,5.773250341,6.990225022,0.818226302,33.66666648,3.669110494,13.62549468,38.59029515,53.06096278,0.529052233,7.565285068,6.990225022,1.148125329,34.985833534,5.456072449,13.62549468,38.59029515,53.06096278
PI506254,1.178228539,27.09754226,8.196217965,2.084652532,44.41909197,9.417248749,36.60574256,55.93102174,92.74932057,1.178228539,28.889576987,8.196217965,2.414551559,45.738259024,11.204210704,36.60574256,55.93102174,92.74932057
PI508277,0.714163655,15.68563714,7.649915205,0.309983601,22.75865938,2.796298345,24.13297735,26.36096179,50.81848066,0.714163655,17.477671867,7.649915205,0.639882628,24.077826434,4.5832603,24.13297735,26.36096179,50.81848066
PI509542,0.477338968,10.00453585,4.734235962,2.287355051,60.86558018,1.191857836,15.07069871,64.18678474,80.51935279,0.477338968,11.796570577,4.734235962,2.617254078,62.184747234,2.978819791,15.07069871,64.18678474,80.51935279
PI510674,1.720443713,29.31419733,7.137678286,1.017481547,23.51617107,8.205525594,38.2868227,32.62636118,71.73824427,1.720443713,31.106232057,7.137678286,1.347380574,24.835338124,9.992487549,38.2868227,32.62636118,71.73824427
PI511309,2.065213205,43.80318533,11.81833416,5.853879014,63.61126967,6.912606401,57.99433713,76.47673738,134.3768467,2.065213205,45.595220057,11.81833416,6.183778041,64.930436724,8.699568356,57.99433713,76.47673738,134.3768467
PI511310,1.118091505,40.96586997,6.962796438,6.984111711,62.86480207,3.128571191,48.82438728,73.06338657,122.4913378,1.118091505,42.757904697,6.962796438,7.314010738,64.183969124,4.915533146,48.82438728,73.06338657,122.4913378
PI511313,1.547213761,24.9069865,7.614077656,5.394143338,64.47466938,1.062693394,33.75464272,70.72945988,104.4653661,1.547213761,26.699021227,7.614077656,5.724042365,65.793836434,2.849655349,33.75464272,70.72945988,104.4653661
PI517968,0.651332783,20.88875225,7.829572611,0.666335118,28.72013072,3.316750605,29.40330687,32.88122831,62.59148931,0.651332783,22.680786977,7.829572611,0.996234145,30.039297774,5.10371256,29.40330687,32.88122831,62.59148931
PI517971,1.728406223,14.03897114,5.660562518,0.964381606,26.15997658,0.52053329,21.04777419,27.56105894,50.2981765,1.728406223,15.831005867,5.660562518,1.294280633,27.479143634,2.307495245,21.04777419,27.56105894,50.2981765
PI517972,0.644440248,17.30675265,3.653269976,3.729621242,68.95034876,1.087875646,21.26740819,73.48085903,94.72767852,0.644440248,19.098787377,3.653269976,4.059520269,70.269515814,2.874837601,21.26740819,73.48085903,94.72767852
PI517973,2.046062454,32.97473421,8.4824129,4.024155642,79.54803478,0.687375582,43.76383353,84.17171498,127.6369676,2.046062454,34.766768937,8.4824129,4.354054669,80.867201834,2.474337537,43.76383353,84.17171498,127.6369676
PI517974,0.497275784,11.07266948,6.782246425,1.840076306,51.400991,0.816665336,18.36345638,53.90915512,72.76494262,0.497275784,12.864704207,6.782246425,2.169975333,52.720158054,2.603627291,18.36345638,53.90915512,72.76494262
PI518660,0.66958568,6.787055629,4.114755774,0.654492729,25.20080133,8.345523687,11.45863689,34.44735466,46.2863295,0.66958568,8.579090356,4.114755774,0.984391756,26.519968384,10.132485642,11.45863689,34.44735466,46.2863295
PI520770,0.179754192,7.20401019,4.953713578,0.856802892,35.44409588,5.346635267,12.40947569,41.94090514,54.95624007,0.179754192,8.996044917,4.953713578,1.186701919,36.763262934,7.133597222,12.40947569,41.94090514,54.95624007
PI520771,0.581014919,19.1446405,12.32751251,2.44405323,47.95601166,8.299268948,31.90498275,58.96141828,92.07038164,0.581014919,20.936675227,12.32751251,2.773952257,49.275178714,10.086230903,31.90498275,58.96141828,92.07038164
PI520772,0.58944392,4.972145014,8.844636863,0.046782435,6.915754969,6.984646965,14.50208106,14.31437222,28.91369861,0.58944392,6.764179741,8.844636863,0.376681462,8.234922023,8.77160892,14.50208106,14.31437222,28.91369861
PI520774,0.098659647,1.314082157,4.870208971,2.544568223,56.04075013,7.583621549,6.852239743,65.97361599,72.4987567,0.098659647,3.106116884,4.870208971,2.87446725,57.359917184,9.370583504,6.852239743,65.97361599,72.4987567
PI522250,0.206139753,5.693074665,2.965962755,0.173943881,32.29103275,4.225797431,8.855722036,36.71343306,45.92366449,0.206139753,7.485109392,2.965962755,0.503842908,33.610199804,6.012759386,8.855722036,36.71343306,45.92366449
PI522252,0.812289683,23.70558032,5.474381699,0.780526181,41.35736914,4.746608883,29.98279657,46.9071632,77.2628291,0.812289683,25.497615047,5.474381699,1.110425208,42.676536194,6.533570838,29.98279657,46.9071632,77.2628291
PI524969,0.771996588,9.530993219,5.15732848,0.721812879,32.2726069,2.262327532,15.65268681,35.64187195,51.96766149,0.771996588,11.323027946,5.15732848,1.051711906,33.591773954,4.049289487,15.65268681,35.64187195,51.96766149
PI524970,0.828498585,25.93025126,6.851397646,2.214122845,59.20933152,1.978162691,33.70968009,64.16060658,98.65458882,0.828498585,27.722285987,6.851397646,2.544021872,60.528498574,3.765124646,33.70968009,64.16060658,98.65458882
PI527699,0.483292533,8.079395112,7.213132317,1.11180002,21.40566313,6.949253061,15.97259029,29.29179289,45.20701961,0.483292533,9.871429839,7.213132317,1.441699047,22.724830184,8.736215016,15.97259029,29.29179289,45.20701961
PI527700,2.859295591,26.58190162,4.099908522,0.4049325,17.11210783,1.370442709,33.86205225,19.12990302,53.32379764,2.859295591,28.373936347,4.099908522,0.734831527,18.431274884,3.157404664,33.86205225,19.12990302,53.32379764
PI531081,0.793044949,14.6315991,5.604833193,1.573789891,40.71398257,4.645584595,20.889051,46.89733839,68.90178443,0.793044949,16.423633827,5.604833193,1.903688918,42.033149624,6.43254655,20.889051,46.89733839,68.90178443
PI531083,0.639256376,18.2641172,7.552030751,1.079834327,44.61959281,10.13019388,26.58010822,55.81812493,82.16809476,0.639256376,20.056151927,7.552030751,1.409733354,45.938759864,11.917155835,26.58010822,55.81812493,82.16809476
PI531084,0.518519148,5.823814768,8.198855194,0.819112155,23.90634859,5.037171806,15.06704932,30.15565003,45.07461864,0.518519148,7.615849495,8.198855194,1.149011182,25.225515644,6.824133761,15.06704932,30.15565003,45.07461864
