GENOTYPE,d.T3.x,g.T3.x,a.T3.x,d.T.x,g.T.x,a.T.x,Total.Tocotrienols.x,Total.Tocopherols.x,Total.Tocochromanols.x,d.T3.y,g.T3.y,a.T3.y,d.T.y,g.T.y,a.T.y,Total.Tocotrienols.y,Total.Tocopherols.y,Total.Tocochromanols.y
Ames10249,0.331144551,5.481638941,6.581570512,0.980978539,27.23420976,3.081427123,12.35488903,31.17016625,44.79277699,0.331144551,7.273673668,6.581570512,1.310877566,28.553376814,4.868389078,12.35488903,31.17016625,44.79277699
Ames10252,0.546011682,10.62631152,12.72675563,1.0786532,33.68847141,4.804920733,24.08937746,39.81922193,63.64539069,0.546011682,12.418346247,12.72675563,1.408552227,35.007638464,6.591882688,24.08937746,39.81922193,63.64539069
Ames10254,0.763619508,15.71820891,15.44017301,0.511847734,6.942956561,6.768497572,31.9553,13.96122275,46.20744311,0.763619508,17.510243637,15.44017301,0.841746761,8.262123615,8.555459527,31.9553,13.96122275,46.20744311
Ames10255,0.354175972,6.954777714,9.616035733,0.384933777,7.303468679,3.357189469,16.76788695,10.50194473,27.82154702,0.354175972,8.746812441,9.616035733,0.714832804,8.622635733,5.144151424,16.76788695,10.50194473,27.82154702
Ames10256,0.34996578,22.74669497,7.595198763,1.33313385,42.02354718,-0.115921535,30.73341483,42.95229218,73.89424017,0.34996578,24.538729697,7.595198763,1.663032877,43.342714234,1.67104042,30.73341483,42.95229218,73.89424017
Ames10261,0.736364581,18.73774258,13.3134586,0.28889448,18.72504337,13.60435496,32.70952723,32.66262789,65.32829538,0.736364581,20.529777307,13.3134586,0.618793507,20.044210424,15.391316915,32.70952723,32.66262789,65.32829538
Ames10265,0.057473306,5.750037442,7.461235432,1.289039349,46.80392428,2.380910931,13.45904482,50.72105114,63.91688726,0.057473306,7.542072169,7.461235432,1.618938376,48.123091334,4.167872886,13.45904482,50.72105114,63.91688726
Ames10271,0.882928277,13.26661936,8.376975011,0.427665528,25.99977848,0.876537279,22.6341274,27.97491128,51.04427783,0.882928277,15.058654087,8.376975011,0.757564555,27.318945534,2.663499234,22.6341274,27.97491128,51.04427783
Ames10272,3.011995089,37.27337865,9.035982557,2.042540743,47.644893,5.990117386,50.30589231,55.76080303,105.8937109,3.011995089,39.065413377,9.035982557,2.37243977,48.964060054,7.777079341,50.30589231,55.76080303,105.8937109
Ames10273,0.425575776,5.444320959,16.19437403,1.085146948,26.51543747,9.992862561,22.56312466,37.6788307,59.98718918,0.425575776,7.236355686,16.19437403,1.415045975,27.834604524,11.779824516,22.56312466,37.6788307,59.98718918
Ames10274,2.847906736,18.29180616,12.53233677,3.770355511,59.27000482,16.14010291,33.82829375,79.3881616,113.1286349,2.847906736,20.083840887,12.53233677,4.100254538,60.589171874,17.927064865,33.82829375,79.3881616,113.1286349
Ames10277,0.737773835,12.7734105,7.788422227,0.698576796,17.25340998,5.688619241,21.51102995,23.7342621,45.03720003,0.737773835,14.565445227,7.788422227,1.028475823,18.572577034,7.475581196,21.51102995,23.7342621,45.03720003
Ames10287,0.617988323,15.1241918,6.038263074,-0.055879631,8.199811608,1.159862167,21.81398267,9.409374548,31.48683925,0.617988323,16.916226527,6.038263074,0.274019396,9.518978662,2.946824122,21.81398267,9.409374548,31.48683925
Ames12727,0.774645429,11.19435103,7.242657605,0.252391394,8.523150593,4.680914183,19.20847452,13.51651837,32.88734546,0.774645429,12.986385757,7.242657605,0.582290421,9.842317647,6.467876138,19.20847452,13.51651837,32.88734546
Ames12728,0.307355825,8.507911507,15.35524985,3.772098555,60.8486378,7.822602489,23.98580151,72.37041002,96.44559661,0.307355825,10.299946234,15.35524985,4.101997582,62.167804854,9.609564444,23.98580151,72.37041002,96.44559661
Ames12729,0.230472554,3.431433469,11.65292358,0.373058591,14.03080468,14.40171508,15.48486159,28.93069081,44.41238194,0.230472554,5.223468196,11.65292358,0.702957618,15.349971734,16.188677035,15.48486159,28.93069081,44.41238194
Ames12730,0.707609998,10.75521208,7.806719403,3.553703797,52.65808128,0.592707947,19.59824597,56.45642071,75.68784971,0.707609998,12.547246807,7.806719403,3.883602824,53.977248334,2.379669902,19.59824597,56.45642071,75.68784971
Ames12731,1.014365114,19.56389363,5.230014748,4.275079415,51.728902,2.972746591,25.72164376,58.94979433,84.96386977,1.014365114,21.355928357,5.230014748,4.604978442,53.048069054,4.759708546,25.72164376,58.94979433,84.96386977
Ames12740,1.148057698,18.38991371,7.051455979,1.721889342,40.45575264,4.052509989,26.68353427,46.48112508,73.45898552,1.148057698,20.181948437,7.051455979,2.051788369,41.774919694,5.839471944,26.68353427,46.48112508,73.45898552
Ames12814,0.616241249,10.54239955,6.474174423,2.28873955,38.19425106,8.437470163,17.64296823,48.85825779,67.53022031,0.616241249,12.334434277,6.474174423,2.618638577,39.513418114,10.224432118,17.64296823,48.85825779,67.53022031
Ames12815,1.39783328,46.71806538,11.36589342,4.430486937,70.85825352,5.955422764,59.67998251,82.14203647,142.4710213,1.39783328,48.510100107,11.36589342,4.760385964,72.177420574,7.742384719,59.67998251,82.14203647,142.4710213
Ames12816,0.678158186,8.236989662,8.519268369,0.785256108,32.52119652,13.53731186,17.43564767,46.61984606,64.24132128,0.678158186,10.029024389,8.519268369,1.115155135,33.840363574,15.324273815,17.43564767,46.61984606,64.24132128
Ames12817,0.533483654,6.389276839,5.161678002,0.173893856,21.47765153,1.019307448,12.05426757,23.01134275,35.27044384,0.533483654,8.181311566,5.161678002,0.503792883,22.796818584,2.806269403,12.05426757,23.01134275,35.27044384
Ames12818,1.785801559,27.62872103,14.12905683,3.212317122,52.26823319,16.28657732,43.51093296,71.80885276,116.1718638,1.785801559,29.420755757,14.12905683,3.542216149,53.587400244,18.073539275,43.51093296,71.80885276,116.1718638
Ames12819,0.624476375,9.09241336,3.79997357,1.339691832,38.46011923,2.093298971,14.43323109,42.40115094,56.78975885,0.624476375,10.884448087,3.79997357,1.669590859,39.779286284,3.880260926,14.43323109,42.40115094,56.78975885
Ames12820,0.464562275,7.206072067,5.558842816,1.060503207,29.90548392,2.120237857,13.22880237,33.13421827,47.38201929,0.464562275,8.998106794,5.558842816,1.390402234,31.224650974,3.907199812,13.22880237,33.13421827,47.38201929
Ames12822,0.409390414,17.27302659,5.725727246,0.800021766,29.84172062,0.561450512,22.15644584,31.28681763,53.99038,0.409390414,19.065061317,5.725727246,1.129920793,31.160887674,2.348412467,22.15644584,31.28681763,53.99038
Ames12823,0.427814065,20.89410866,6.027110875,1.765117703,,0.842178497,27.42003697,42.97019481,70.82168891,0.427814065,22.686143387,6.027110875,2.09501673,,2.629140452,27.42003697,42.97019481,70.82168891
Ames12824,0.300485407,13.45456941,9.265566761,0.991871548,31.68825479,12.6772117,23.18398254,45.88814269,69.32777691,0.300485407,15.246604137,9.265566761,1.321770575,33.007421844,14.464173655,23.18398254,45.88814269,69.32777691
Ames14112,1.320390009,19.99794406,9.834282,0.603540084,23.96710371,7.715058831,31.574226,31.9364203,64.24690877,1.320390009,21.789978787,9.834282,0.933439111,25.286270764,9.502020786,31.574226,31.9364203,64.24690877
Ames14113,0.683905022,12.46601561,5.294352131,2.18246707,50.59953106,1.79883616,18.58857295,54.85541065,73.59740335,0.683905022,14.258050337,5.294352131,2.512366097,51.918698114,3.585798115,18.58857295,54.85541065,73.59740335
Ames14114,0.380566697,11.42491724,8.39044017,0.462473268,11.81528598,4.735047727,20.29188875,17.06101145,37.96359704,0.380566697,13.216951967,8.39044017,0.792372295,13.134453034,6.522009682,20.29188875,17.06101145,37.96359704
Ames14115,0.363831744,15.91006747,5.751448743,0.642141331,24.68895497,1.068166813,22.15566673,27.00557148,49.99262306,0.363831744,17.702102197,5.751448743,0.972040358,26.008122024,2.855128768,22.15566673,27.00557148,49.99262306
Ames14116,0.313262426,18.68247466,13.19878231,1.083787878,36.05875525,5.645821824,32.22046557,42.74119479,75.75021897,0.313262426,20.474509387,13.19878231,1.413686905,37.377922304,7.432783779,32.22046557,42.74119479,75.75021897
Ames14211,1.418179223,14.2284902,4.211422029,4.46005478,78.14177151,3.507744337,19.74310195,86.33193967,106.5184386,1.418179223,16.020524927,4.211422029,4.789953807,79.460938564,5.294706292,19.74310195,86.33193967,106.5184386
Ames18999,5.049345358,11.88082627,7.051384143,,94.67558324,3.425859024,24.20975778,106.5011689,130.3688975,5.049345358,13.672860997,7.051384143,,95.994750294,5.212820979,24.20975778,106.5011689,130.3688975
Ames19000,0.208782135,9.843773273,6.740553731,0.829513079,32.16346601,8.6422266,16.89684143,42.00283647,59.04590774,0.208782135,11.635808,6.740553731,1.159412106,33.482633064,10.429188555,16.89684143,42.00283647,59.04590774
Ames19001,1.067648969,23.09034755,5.103595555,3.343089246,68.57996964,1.574499948,29.19255303,73.58906515,103.4802464,1.067648969,24.882382277,5.103595555,3.672988273,69.899136694,3.361461903,29.19255303,73.58906515,103.4802464
Ames19002,0.23766225,19.20924548,12.62278511,1.937797512,63.58891129,-0.517837393,32.02590333,65.06967318,97.55954611,0.23766225,21.001280207,12.62278511,2.267696539,64.908078344,1.269124562,32.02590333,65.06967318,97.55954611
Ames19003,0.275255271,5.718427355,6.025951233,0.358250549,18.75258795,3.2700126,11.83313302,22.04653267,34.78869973,0.275255271,7.510462082,6.025951233,0.688149576,20.071755004,5.056974555,11.83313302,22.04653267,34.78869973
Ames19004,3.472830714,52.73326917,2.283857458,0.80853057,13.53660259,-0.835662742,61.47720899,13.03218763,74.13755738,3.472830714,54.525303897,2.283857458,1.138429597,14.855769644,0.951299213,61.47720899,13.03218763,74.13755738
Ames19006,0.236822921,13.26361534,4.538592152,2.348329256,39.41326568,1.401600497,17.94994162,43.13817369,61.56679772,0.236822921,15.055650067,4.538592152,2.678228283,40.732432734,3.188562452,17.94994162,43.13817369,61.56679772
Ames19007,0.517940848,17.55532832,4.746462634,1.591850466,38.9883787,-0.11951709,22.75800382,40.16668502,63.37915731,0.517940848,19.347363047,4.746462634,1.921749493,40.307545754,1.667444865,22.75800382,40.16668502,63.37915731
Ames19008,0.769545271,30.91773947,12.69938555,3.108321318,71.6354062,0.503099444,45.73865584,75.37705185,121.4208784,0.769545271,32.709774197,12.69938555,3.438220345,72.954573254,2.290061399,45.73865584,75.37705185,121.4208784
Ames19009,0.345836422,28.17735699,14.60004973,1.683918975,45.93819504,5.258890931,43.08710637,53.00031335,96.33399981,0.345836422,29.969391717,14.60004973,2.013818002,47.257362094,7.045852886,43.08710637,53.00031335,96.33399981
Ames19010,3.519873958,90.39121837,7.626606104,3.816722381,52.82190503,3.108616704,101.7221107,60.04226538,161.8783923,3.519873958,92.183253097,7.626606104,4.146621408,54.141072084,4.895578659,101.7221107,60.04226538,161.8783923
Ames19011,0.212077846,4.661933252,5.931381848,1.064660169,25.14218818,7.188206196,10.99190059,33.29239062,44.3909337,0.212077846,6.453967979,5.931381848,1.394559196,26.461355234,8.975168151,10.99190059,33.29239062,44.3909337
Ames19012,0.254541568,10.82202687,7.432705783,2.998799354,62.60533499,1.34966716,18.59763913,67.32746261,86.44952999,0.254541568,12.614061597,7.432705783,3.328698381,63.924502044,3.136629115,18.59763913,67.32746261,86.44952999
Ames19013,0.638772765,25.08842561,12.87700365,1.685292845,84.39742672,4.687015048,38.46504948,90.75323108,129.4994285,0.638772765,26.880460337,12.87700365,2.015191872,85.716593774,6.473977003,38.46504948,90.75323108,129.4994285
Ames19014,0.438410358,9.096366424,5.276170526,1.130003854,45.82049982,0.302709456,14.91925072,47.47533322,63.4137448,0.438410358,10.888401151,5.276170526,1.459902881,47.139666874,2.089671411,14.91925072,47.47533322,63.4137448
Ames19016,0.477614676,18.07272293,6.469734046,0.66715695,21.74693873,0.528713918,24.9588816,23.04521161,48.24320202,0.477614676,19.864757657,6.469734046,0.997055977,23.066105784,2.315675873,24.9588816,23.04521161,48.24320202
Ames19017,0.696863811,27.55517555,14.24117301,0.809205221,34.60973109,0.98550027,42.72006361,36.24861168,79.67293967,0.696863811,29.347210277,14.24117301,1.139104248,35.928898144,2.772462225,42.72006361,36.24861168,79.67293967
Ames19019,1.952138532,33.95233067,12.91090888,2.525884821,67.01106134,-0.312682914,48.99427642,69.91850802,119.0818117,1.952138532,35.744365397,12.91090888,2.855783848,68.330228394,1.474279041,48.99427642,69.91850802,119.0818117
Ames19283,0.354501936,6.829589162,8.405814785,0.935074744,28.52552645,9.955403787,15.65355022,39.88391433,56.49196208,0.354501936,8.621623889,8.405814785,1.264973771,29.844693504,11.742365742,15.65355022,39.88391433,56.49196208
Ames19284,0.303348727,8.170735165,4.870536555,0.87613381,25.66094745,4.892713399,13.44118435,31.36536997,45.08035251,0.303348727,9.962769892,4.870536555,1.206032837,26.980114504,6.679675354,13.44118435,31.36536997,45.08035251
Ames19287,0.207000613,6.481486335,5.813480419,1.461209517,35.69742969,6.754021912,12.55943007,44.07140818,57.07102293,0.207000613,8.273521062,5.813480419,1.791108544,37.016596744,8.540983867,12.55943007,44.07140818,57.07102293
Ames19288,0.570556522,32.1895978,10.56319167,1.093636846,68.19406864,9.235571803,43.57316802,78.17016095,122.0970129,0.570556522,33.981632527,10.56319167,1.423535873,69.513235694,11.022533758,43.57316802,78.17016095,122.0970129
Ames19293,1.576293384,15.386839,6.351356476,2.733114569,77.49352172,1.468041431,23.50785522,82.4076818,106.5839833,1.576293384,17.178873727,6.351356476,3.063013596,78.812688774,3.255003386,23.50785522,82.4076818,106.5839833
Ames19308,0.383332004,16.83418643,9.306856179,0.757534883,33.70320971,10.03999538,27.43199456,44.20956262,71.89959213,0.383332004,18.626221157,9.306856179,1.08743391,35.022376764,11.826957335,27.43199456,44.20956262,71.89959213
Ames19309,1.150203013,11.77970228,16.1509867,0.287528935,13.40678499,11.05671884,29.45801461,24.92344898,54.84966676,1.150203013,13.571737007,16.1509867,0.617427962,14.725952044,12.843680795,29.45801461,24.92344898,54.84966676
Ames19313,0.327247515,4.503060414,6.601655286,0.849505207,22.32909239,6.969437053,11.49392445,30.12969585,42.45942044,0.327247515,6.295095141,6.601655286,1.179404234,23.648259444,8.756399008,11.49392445,30.12969585,42.45942044
Ames19316,1.136206084,26.19806502,7.044240825,-0.329899026,-1.319167053,3.888600544,34.10340882,1.786487991,36.87310998,1.136206084,27.990099747,7.044240825,1e-09,1e-09,5.675562499,34.10340882,1.786487991,36.87310998
Ames19318,0.305526443,9.649456738,10.67514215,2.252755873,64.05340455,7.648605304,20.75400258,73.78785323,95.52788427,0.305526443,11.441491465,10.67514215,2.5826549,65.372571604,9.435567259,20.75400258,73.78785323,95.52788427
Ames19319,1.012429138,21.60894755,4.761249103,1.687152321,56.85528037,6.408487279,27.57926521,65.49461313,93.98497811,1.012429138,23.400982277,4.761249103,2.017051348,58.174447424,8.195449234,27.57926521,65.49461313,93.98497811
Ames19321,0.12915517,4.055459046,8.548381753,0.733975608,28.03529248,9.034025556,12.82896061,37.85149811,51.44410306,0.12915517,5.847493773,8.548381753,1.063874635,29.354459534,10.820987511,12.82896061,37.85149811,51.44410306
Ames19323,0.871505754,29.46202596,4.931511035,4.544572294,59.51370414,0.478654028,34.08480381,64.0947721,98.84232442,0.871505754,31.254060687,4.931511035,4.874471321,60.832871194,2.265615983,34.08480381,64.0947721,98.84232442
Ames19324,0.765018026,14.02210811,10.50429481,2.441010485,67.17491804,11.25849826,25.33799934,81.19012416,107.0480313,0.765018026,15.814142837,10.50429481,2.770909512,68.494085094,13.045460215,25.33799934,81.19012416,107.0480313
Ames19326,0.455472172,6.288899957,7.504918782,1.317430912,29.54330567,7.41208235,14.40236788,37.90974309,52.72993026,0.455472172,8.080934684,7.504918782,1.647329939,30.862472724,9.199044305,14.40236788,37.90974309,52.72993026
Ames19327,2.515774231,33.09393599,5.440155857,3.123246273,67.83595568,2.406404727,41.53287842,73.2613137,114.294702,2.515774231,34.885970717,5.440155857,3.4531453,69.155122734,4.193366682,41.53287842,73.2613137,114.294702
Ames19328,0.177000447,8.221921329,5.883864026,2.724145503,54.40737224,1.074857805,13.19662665,58.0661775,72.17944114,0.177000447,10.013956056,5.883864026,3.05404453,55.726539294,2.86181976,13.19662665,58.0661775,72.17944114
Ames19330,0.894556056,25.42017032,3.138724742,2.395772409,42.32711871,1.288184863,29.48727609,45.83224475,76.14569022,0.894556056,27.212205047,3.138724742,2.725671436,43.646285764,3.075146818,29.48727609,45.83224475,76.14569022
Ames20118,1.616843459,14.94573581,4.019464003,0.384912649,12.26880615,0.257545694,20.85393161,12.78018434,34.38243618,1.616843459,16.737770537,4.019464003,0.714811676,13.587973204,2.044507649,20.85393161,12.78018434,34.38243618
Ames20120,0.623391192,11.84737821,7.774754585,2.905464157,53.72553427,8.667520544,20.28336302,66.13201462,86.90693539,0.623391192,13.639412937,7.774754585,3.235363184,55.044701324,10.454482499,20.28336302,66.13201462,86.90693539
Ames20136,0.868644005,7.084989219,5.222127937,0.352063007,23.42759415,2.126915534,13.46308958,25.97226366,39.6607001,0.868644005,8.877023946,5.222127937,0.681962034,24.746761204,3.913877489,13.46308958,25.97226366,39.6607001
Ames20137,1.650995883,25.49644582,6.356670378,2.235607962,38.84704688,4.175638337,34.13714701,45.59269139,79.51550379,1.650995883,27.288480547,6.356670378,2.565506989,40.166213934,5.962600292,34.13714701,45.59269139,79.51550379
Ames20140,1.766747184,50.4680563,11.39871628,1.755699547,56.45014921,6.867156791,63.35866952,64.68052442,129.0479862,1.766747184,52.260091027,11.39871628,2.085598574,57.769316264,8.654118746,63.35866952,64.68052442,129.0479862
Ames21095,0.478381577,2.974174219,5.734159515,0.256209583,22.39775605,-0.079386041,9.335170594,22.70184366,31.79624031,0.478381577,4.766208946,5.734159515,0.58610861,23.716923104,1.707575914,9.335170594,22.70184366,31.79624031
Ames21096,2.107927668,20.12194856,10.04901496,3.284394623,57.75106882,1.922390982,32.53006054,62.87970344,95.58882333,2.107927668,21.913983287,10.04901496,3.61429365,59.070235874,3.709352937,32.53006054,62.87970344,95.58882333
Ames21512,0.617916589,21.09921242,6.925398253,2.434049716,50.26239119,3.779082962,28.79630573,56.55322479,85.61555589,0.617916589,22.891247147,6.925398253,2.763948743,51.581558244,5.566044917,28.79630573,56.55322479,85.61555589
Ames22441,5.287196299,42.87302264,6.174446707,13.05832423,76.80990384,1.780642905,54.39051071,91.81751064,146.7269343,5.287196299,44.665057367,6.174446707,13.388223257,78.129070894,3.56760486,54.39051071,91.81751064,146.7269343
Ames22442,1.813423288,29.04799482,7.789742297,4.828844089,76.2199013,2.029358752,38.80887878,82.50827253,121.6187273,1.813423288,30.840029547,7.789742297,5.158743116,77.539068354,3.816320707,38.80887878,82.50827253,121.6187273
Ames22747,0.605090511,2.845339477,6.365467591,-0.111014387,6.76640168,6.163700606,9.979999294,12.94670531,23.47976602,0.605090511,4.637374204,6.365467591,0.21888464,8.085568734,7.950662561,9.979999294,12.94670531,23.47976602
Ames22748,0.78557128,28.15667342,14.59059116,1.288707062,47.00734914,12.63981928,43.70761014,61.56654183,105.6239937,0.78557128,29.948708147,14.59059116,1.618606089,48.326516194,14.426781235,43.70761014,61.56654183,105.6239937
Ames22750,0.624164636,7.478918256,9.610587358,4.161952249,62.75760868,7.266550007,17.78669481,74.83786025,92.872265,0.624164636,9.270952983,9.610587358,4.491851276,64.076775734,9.053511962,17.78669481,74.83786025,92.872265
Ames22751,0.624752713,24.13558463,6.816947901,2.288761216,61.36547178,-0.333514386,31.55020986,63.1632238,95.4457681,0.624752713,25.927619357,6.816947901,2.618660243,62.684638834,1.453447569,31.55020986,63.1632238,95.4457681
Ames22752,1.403854703,28.58982077,12.74297916,1.417906656,26.15672592,7.98420468,42.79064547,35.6516877,79.03914685,1.403854703,30.381855497,12.74297916,1.747805683,27.475892974,9.771166635,42.79064547,35.6516877,79.03914685
Ames22753,0.560814387,24.79897581,10.42645956,1.151430114,27.47512118,5.920978914,35.92661965,35.04884904,71.20317639,0.560814387,26.591010537,10.42645956,1.481329141,28.794288234,7.707940869,35.92661965,35.04884904,71.20317639
Ames22754,0.535835708,16.22872323,7.273484619,1.910033669,65.0817232,3.557215754,23.82329675,70.45348138,94.47574149,0.535835708,18.020757957,7.273484619,2.239932696,66.400890254,5.344177709,23.82329675,70.45348138,94.47574149
Ames22756,0.737907646,6.210449498,6.83534279,1.96906904,41.17068916,6.920804394,13.91728638,50.74965837,64.73625975,0.737907646,8.002484225,6.83534279,2.298968067,42.489856214,8.707766349,13.91728638,50.74965837,64.73625975
Ames22757,0.860457913,29.20538908,6.682517979,1.32993725,30.87519496,2.406271244,37.22866954,34.80323414,72.3611089,0.860457913,30.997423807,6.682517979,1.659836277,32.194362014,4.193233199,37.22866954,34.80323414,72.3611089
Ames22759,0.579433508,12.19449722,6.120748714,2.655350504,51.76328461,2.520397685,19.52911311,57.02441652,76.32752634,0.579433508,13.986531947,6.120748714,2.985249531,53.082451664,4.30735964,19.52911311,57.02441652,76.32752634
Ames22760,0.353560814,16.90251481,5.649396708,2.977895492,82.35931955,7.705018304,23.02107357,93.13045752,116.1688251,0.353560814,18.694549537,5.649396708,3.307794519,83.678486604,9.491980259,23.02107357,93.13045752,116.1688251
Ames22762,0.289750035,12.12179588,6.045329661,0.643463555,19.73022064,6.350177692,18.50345397,27.03955927,45.93983108,0.289750035,13.913830607,6.045329661,0.973362582,21.049387694,8.137139647,18.50345397,27.03955927,45.93983108
Ames22765,0.358934809,9.947757918,9.232734277,0.966495362,23.79860079,4.294666083,19.62670961,29.20806607,49.03088358,0.358934809,11.739792645,9.232734277,1.296394389,25.117767844,6.081628038,19.62670961,29.20806607,49.03088358
Ames22766,0.574968991,8.63709416,7.539180212,1.158057752,38.64761307,19.01192887,17.27290344,59.28179629,76.02549099,0.574968991,10.429128887,7.539180212,1.487956779,39.966780124,20.798890825,17.27290344,59.28179629,76.02549099
Ames22767,0.404045473,15.65916452,6.485116819,1.426339946,50.70864678,2.159047523,22.42327401,54.26590689,77.27483267,0.404045473,17.451199247,6.485116819,1.756238973,52.027813834,3.946009478,22.42327401,54.26590689,77.27483267
Ames22792,0.594974885,9.812511001,11.01510277,0.010763117,5.219711659,2.123269471,21.77031628,7.495847134,28.95229673,0.594974885,11.604545728,11.01510277,0.340662144,6.538878713,3.910231426,21.77031628,7.495847134,28.95229673
Ames22793,0.839420796,28.72506819,14.185347,0.220590883,7.545913598,-0.039652839,44.00673869,7.642833851,51.39822836,0.839420796,30.517102917,14.185347,0.55048991,8.865080652,1.747309116,44.00673869,7.642833851,51.39822836
Ames22794,0.483955574,22.95188941,8.471699076,0.009580231,8.38808818,1.754409416,31.90388372,10.21977036,42.34227585,0.483955574,24.743924137,8.471699076,0.339479258,9.707255234,3.541371371,31.90388372,10.21977036,42.34227585
Ames2327,0.338232434,9.465540544,8.843841134,0.764154658,25.02961349,10.28642125,18.80970596,36.71603138,55.71552718,0.338232434,11.257575271,8.843841134,1.094053685,26.348780544,12.073383205,18.80970596,36.71603138,55.71552718
Ames2328,0.200018939,6.256671888,4.847313059,-0.072623406,11.13538824,4.96855543,11.43810957,16.74372165,29.07582927,0.200018939,8.048706615,4.847313059,0.257275621,12.454555294,6.755517385,11.43810957,16.74372165,29.07582927
Ames2329,1.029427531,21.22489504,7.057048324,0.77703244,34.27603503,9.34501235,29.19351555,44.01801665,74.46989322,1.029427531,23.016929767,7.057048324,1.106931467,35.595202084,11.131974305,29.19351555,44.01801665,74.46989322
Ames2330,3.051172622,26.02806879,3.459487537,2.847909028,47.38331339,1.454652191,32.65737234,51.84137717,85.13649515,3.051172622,27.820103517,3.459487537,3.177808055,48.702480444,3.241614146,32.65737234,51.84137717,85.13649515
Ames2331,0.19346103,3.341747796,4.868751084,1.536027894,47.8391088,3.344971869,8.255694121,52.75865562,61.57176373,0.19346103,5.133782523,4.868751084,1.865926921,49.158275854,5.131933824,8.255694121,52.75865562,61.57176373
Ames2332,2.805400589,30.57133735,5.392454108,0.962081548,45.96033634,2.898918391,38.89793342,50.01037111,89.77440272,2.805400589,32.363372077,5.392454108,1.291980575,47.279503394,4.685880346,38.89793342,50.01037111,89.77440272
Ames2333,0.639993764,7.843276027,9.937951226,1.590822424,24.59802303,6.123750896,18.59359005,32.45636011,51.84712245,0.639993764,9.635310754,9.937951226,1.920721451,25.917190084,7.910712851,18.59359005,32.45636011,51.84712245
Ames2334,0.490660558,6.316868202,9.127653767,1.084279578,21.48774871,6.033721019,16.12521369,28.90564588,45.48825279,0.490660558,8.108902929,9.127653767,1.414178605,22.806915764,7.820682974,16.12521369,28.90564588,45.48825279
Ames2335,0.618799419,11.35658079,10.18012725,2.238298354,29.34577225,9.545314761,22.27838854,41.52128904,64.55403459,0.618799419,13.148615517,10.18012725,2.568197381,30.664939304,11.332276716,22.27838854,41.52128904,64.55403459
Ames2336,1.385799281,20.98667949,11.89825771,2.18789126,19.82752819,7.982588518,34.04747408,30.01139907,64.53559721,1.385799281,22.778714217,11.89825771,2.517790287,21.146695244,9.769550473,34.04747408,30.01139907,64.53559721
Ames2337,0.82352428,7.395746802,8.894967759,1.997625101,26.09119837,8.05180105,17.41252992,36.92133136,54.96652406,0.82352428,9.187781529,8.894967759,2.327524128,27.410365424,9.838763005,17.41252992,36.92133136,54.96652406
Ames2338,0.46398977,9.567733525,7.067930727,1.502651731,62.88909559,6.598014755,17.31570616,71.18665701,89.07443513,0.46398977,11.359768252,7.067930727,1.832550758,64.208262644,8.38497671,17.31570616,71.18665701,89.07443513
Ames23389,0.55951103,19.12301844,12.06339205,1.522690978,51.68990764,4.277570724,31.69452196,57.96837609,90.05343603,0.55951103,20.915053167,12.06339205,1.852590005,53.009074694,6.064532679,31.69452196,57.96837609,90.05343603
Ames2339,0.820764476,11.7759945,11.25987207,2.262791677,44.80047253,9.10235148,23.81177141,56.44712749,80.38522967,0.820764476,13.568029227,11.25987207,2.592690704,46.119639584,10.889313435,23.81177141,56.44712749,80.38522967
Ames23391,1.28849812,18.42797316,6.591066365,6.263203627,57.91359092,6.604183709,26.38750679,70.52987364,97.38769292,1.28849812,20.220007887,6.591066365,6.593102654,59.232757974,8.391145664,26.38750679,70.52987364,97.38769292
Ames23392,0.572756039,11.09907219,5.553280525,2.807043333,59.14542615,7.722302419,17.73642936,70.45627502,88.42926432,0.572756039,12.891106917,5.553280525,3.13694236,60.464593204,9.509264374,17.73642936,70.45627502,88.42926432
Ames23393,2.55285429,20.44584144,6.602093337,8.263920651,126.7481822,4.558914576,29.39545443,139.6038946,169.30926,2.55285429,22.237876167,6.602093337,8.593819678,128.067349254,6.345876531,29.39545443,139.6038946,169.30926
Ames23394,0.061602418,0.043777842,2.974221457,0.543295588,35.37902375,11.23483558,3.422846688,46.99210433,50.63668328,0.061602418,1.835812569,2.974221457,0.873194615,36.698190804,13.021797535,3.422846688,46.99210433,50.63668328
Ames23395,0.14987506,10.87722654,9.097592961,1.280371387,54.3549892,11.04055069,20.06747606,66.7816365,87.05834759,0.14987506,12.669261267,9.097592961,1.610270414,55.674156254,12.827512645,20.06747606,66.7816365,87.05834759
Ames23396,0.386221047,20.52350056,10.00713121,1.042955465,45.98101998,7.001592929,30.92516297,53.80518113,85.46344193,0.386221047,22.315535287,10.00713121,1.372854492,47.300187034,8.788554884,30.92516297,53.80518113,85.46344193
Ames23397,0.620699925,23.16404508,6.374967253,1.386521603,36.18735791,1.895066986,30.15952546,39.93806211,70.51713011,0.620699925,24.956079807,6.374967253,1.71642063,37.506524964,3.682028941,30.15952546,39.93806211,70.51713011
Ames23398,1.960945396,34.1444149,7.74024793,4.838926516,55.86980722,5.268310522,43.90150817,65.91480256,110.3616002,1.960945396,35.936449627,7.74024793,5.168825543,57.188974274,7.055272477,43.90150817,65.91480256,110.3616002
