"Year","Tier","Range","Pass","Gen","Pedigree","Source","id"
2015,2,28,21,1,"B73","14SJMY:Breed:0001","2015_28_21"
2015,3,21,51,1207,"R-PAH-1 IN.FR.TOM-THUMB","PI 340869","2015_21_51"
2015,3,5,51,722,"A665","PI 607525","2015_5_51"
2015,3,17,67,1101,"B69","PI 550456","2015_17_67"
2015,3,37,39,1681,"ABPl 3","Ames 10287","2015_37_39"
2015,3,36,54,1666,"Mo24W","PI 587144","2015_36_54"
2015,2,24,22,127,"ND240","PI 607519","2015_24_22"
2015,2,29,2,258,"ND385","NSL 32731","2015_29_2"
2015,3,28,49,1418,"INBRED 41-1781","PI 186223","2015_28_49"
2015,3,27,65,1403,"INB 101LFY/LFY (A632 X M16 S5)","NSL 174429","2015_27_65"
2015,3,20,60,1184,"R061","NSL 30871","2015_20_60"
2015,2,35,32,466,"MS1","Ames 24704","2015_35_32"
2015,2,39,9,564,"N72-3-1-1 INBRED","PI 221743","2015_39_9"
2015,3,32,41,1531,"AR234","PI 561523","2015_32_41"
2015,3,18,67,1131,"PHV63","PI 601500","2015_18_67"
2015,3,3,59,668,"AusTRCF 305829","NSL 437903","2015_3_59"
2015,3,40,47,1780,"CI 11B","Ames 26118","2015_40_47"
2015,2,24,10,115,"A251","Ames 23406","2015_24_10"
2015,3,3,43,652,"AD 187-1","Ames 28982","2015_3_43"
2015,2,29,7,263,"A638","Ames 23476","2015_29_7"
2015,2,34,30,434,"LH146Ht","PI 601402","2015_34_30"
2015,3,9,68,859,"AD 233","Ames 28987","2015_9_68"
2015,2,33,17,391,"N194","PI 550568","2015_33_17"
2015,3,41,45,1804,"NC44","Ames 30862","2015_41_45"
2015,3,20,56,1180,"Pa91HT3","Ames 25374","2015_20_56"
2015,3,34,40,1592,"H51","Ames 26789","2015_34_40"
2015,3,17,68,1102,"B14A","PI 550461","2015_17_68"
2015,3,8,59,820,"PHZ51","PI 601322","2015_8_59"
2015,2,41,7,619,"Ia5125","PI 587135","2015_41_7"
2015,3,5,59,730,"89S4107","Ames 12816","2015_5_59"
2015,3,31,58,1516,"T264","PI 542953","2015_31_58"
2015,3,32,47,1537,"B-4541","PI 340838","2015_32_47"
2015,3,12,38,922,"B57","PI 550472","2015_12_38"
2015,3,39,45,1748,"Hi28","PI 593010","2015_39_45"
2015,3,26,64,1371,"N529","PI 594076","2015_26_64"
2015,3,12,58,942,"A635","Ames 19309","2015_12_58"
2015,3,25,47,1325,"R904A","NSL 30906","2015_25_47"
2015,3,12,55,939,"N530","PI 594077","2015_12_55"
2015,2,27,4,200,"A654","PI 587141","2015_27_4"
2015,3,13,46,959,"1538","PI 601658","2015_13_46"
2015,3,7,62,792,"AD 188L DS","Ames 28994","2015_7_62"
2015,3,23,67,1283,"AD SA1","Ames 29001","2015_23_67"
2015,3,37,37,1679,"GE54","Ames 10254","2015_37_37"
2015,3,18,53,1118,"CA-15-2 DENT STERILE","PI 340843","2015_18_53"
2015,3,38,65,1738,"Yong 28 (br2)","Ames 2334","2015_38_65"
2015,3,11,58,911,"N209","PI 595366","2015_11_58"
2015,3,6,42,743,"MS76","Ames 24716","2015_6_42"
2015,2,27,11,207,"East 028","Ames 2330","2015_27_11"
2015,3,34,51,1602,"Mo311ae","NSL 67796","2015_34_51"
2015,2,27,12,1,"B73","14SJMY:Breed:0001","2015_27_12"
2015,2,35,20,455,"AD SA17","Ames 29017","2015_35_20"
2015,3,28,37,1407,"H30w","Ames 26782","2015_28_37"
2015,3,37,42,1683,"AusTRCF 305839","NSL 437913","2015_37_42"
2015,2,31,13,329,"S8324","PI 601611","2015_31_13"
2015,3,34,54,1605,"NC320","Ames 27156","2015_34_54"
2015,3,19,45,1141,"HP301","PI 587131","2015_19_45"
2015,3,13,42,956,"H121","Ames 26804","2015_13_42"
2015,3,23,66,1282,"AD 363-2","Ames 28993","2015_23_66"
2015,3,5,52,723,"B87","PI 608768","2015_5_52"
2015,3,2,67,646,"CH753-4","Ames 27021","2015_2_67"
2015,3,36,52,1664,"CI 74","Ames 26133","2015_36_52"
2015,3,29,64,1462,"B64","PI 550440","2015_29_64"
2015,3,14,59,1001,"Pa891","PI 531083","2015_14_59"
2015,3,36,59,1671,"NC316","Ames 27154","2015_36_59"
2015,3,18,40,1106,"R906","NSL 30907","2015_18_40"
2015,3,32,49,1539,"T175","PI 638594","2015_32_49"
2015,3,23,68,1284,"AD SA16","Ames 29016","2015_23_68"
2015,3,10,60,882,"WU-TAN-TZAO","PI 391680","2015_10_60"
2015,2,34,31,435,"LH85","PI 601405","2015_34_31"
2015,2,22,13,59,"CL27","Ames 27029","2015_22_13"
2015,3,4,48,687,"Oh56A","NSL 28967","2015_4_48"
2015,2,24,15,120,"CM105","PI 587124","2015_24_15"
2015,3,25,66,1342,"N536","PI 594082","2015_25_66"
2015,2,32,31,375,"MS142","Ames 24733","2015_32_31"
2015,3,17,55,1089,"NC362","Ames 27177","2015_17_55"
2015,3,9,48,840,"N505","PI 594054","2015_9_48"
2015,3,28,40,1410,"NC294","Ames 27143","2015_28_40"
2015,2,21,22,37,"A155","Ames 23396","2015_21_22"
2015,3,36,38,1650,"IA 88","PI 340878","2015_36_38"
2015,2,38,15,539,"794","PI 601377","2015_38_15"
2015,2,33,25,399,"N521","PI 594070","2015_33_25"
2015,3,12,49,933,"PHW03","PI 601790","2015_12_49"
2015,3,38,38,1711,"K201","NSL 22632","2015_38_38"
2015,3,33,63,1583,"Pa91HT2","Ames 25373","2015_33_63"
2015,3,14,56,999,"AD SA10","Ames 29010","2015_14_56"
2015,2,22,19,65,"G6 T123","PI 340822","2015_22_19"
2015,3,17,61,1095,"Mo512AW","Ames 28946","2015_17_61"
2015,3,34,64,1614,"Mo30W","Ames 28930","2015_34_64"
2015,2,41,32,1,"B73","14SJMY:Breed:0001","2015_41_32"
2015,3,15,39,1013,"AusTRCF 305831","NSL 437905","2015_15_39"
2015,2,21,19,34,"CO245","Ames 27048","2015_21_19"
2015,2,31,26,340,"Oh51A","Ames 23922","2015_31_26"
2015,3,22,44,1231,"N541","PI 594087","2015_22_44"
2015,3,18,68,1132,"PHW65","PI 601501","2015_18_68"
2015,2,40,17,602,"LH82","PI 601170","2015_40_17"
2015,2,35,30,464,"A636","Ames 23474","2015_35_30"
2015,3,17,57,1091,"4581 INBRED","PI 415088","2015_17_57"
2015,3,24,40,1288,"IDS28","Ames 24575","2015_24_40"
2015,2,28,26,250,"CO120","Ames 27040","2015_28_26"
2015,2,33,14,388,"ND283","NSL 32738","2015_33_14"
2015,3,40,52,1785,"SC 357","NSL 53094","2015_40_52"
2015,3,27,66,1404,"H117","NSL 197105","2015_27_66"
2015,3,10,50,872,"AusTRCF 306235","NSL 437930","2015_10_50"
2015,3,13,49,962,"N7A Goodman-Buckler","Ames 28366","2015_13_49"
2015,3,10,41,864,"5261","NSL 15405","2015_10_41"
2015,3,19,47,1143,"N506","PI 594055","2015_19_47"
2015,3,39,44,1747,"Tx29A","Ames 22759","2015_39_44"
2015,2,30,30,314,"SD63","PI 538237","2015_30_30"
2015,2,36,30,494,"792","NSL 243016","2015_36_30"
2015,3,15,60,1033,"Tx114","PI 633839","2015_15_60"
2015,3,8,41,803,"Mo47","PI 583352","2015_8_41"
2015,3,15,67,1040,"VaW6","Ames 19000","2015_15_67"
2015,2,21,31,46,"A673","Ames 23497","2015_21_31"
2015,3,15,50,1023,"PB80","PI 601441","2015_15_50"
2015,3,38,57,1730,"TZSTRI107","PI 639931","2015_38_57"
2015,3,16,51,1056,"K148","Ames 27122","2015_16_51"
2015,3,26,56,1,"B73","14SJMY:Breed:0001","2015_26_56"
2015,3,15,38,1012,"AusTRCF 305822","NSL 437896","2015_15_38"
2015,3,41,55,1810,"SC 357","NSL 68252","2015_41_55"
2015,3,31,65,1523,"T224","PI 550520","2015_31_65"
2015,3,25,48,1326,"R907","NSL 30908","2015_25_48"
2015,3,38,44,1717,"R228","PI 592733","2015_38_44"
2015,3,11,67,919,"78004","PI 601210","2015_11_67"
2015,2,26,24,1,"B73","14SJMY:Breed:0001","2015_26_24"
2015,3,24,43,1291,"W32","NSL 30071","2015_24_43"
2015,3,38,46,1719,"AusTRCF 306352","NSL 438038","2015_38_46"
2015,3,30,39,1469,"AR266","PI 561529","2015_30_39"
2015,3,23,39,1257,"Oh603","PI 573098","2015_23_39"
2015,3,33,64,1584,"MINN #5","Ames 26004","2015_33_64"
2015,2,39,29,1,"B73","14SJMY:Breed:0001","2015_39_29"
2015,3,14,67,1009,"B106","PI 594049","2015_14_67"
2015,2,21,3,1,"B73","14SJMY:Breed:0001","2015_21_3"
2015,3,41,38,1801,"Mo33W","Ames 28933","2015_41_38"
2015,3,41,61,1812,"INBRED 379","PI 186183","2015_41_61"
2015,2,29,1,257,"R53","NSL 30869","2015_29_1"
2015,3,38,41,1714,"AR254","PI 561527","2015_38_41"
2015,2,31,25,339,"A667","Ames 23491","2015_31_25"
2015,3,21,68,1223,"Pa760","PI 560075","2015_21_68"
2015,2,35,18,453,"AD SA3","Ames 29003","2015_35_18"
2015,3,39,40,1743,"Mo14W","PI 558530","2015_39_40"
2015,3,19,43,1139,"N551","PI 638549","2015_19_43"
2015,3,41,46,1805,"CI 23","CIze 23","2015_41_46"
2015,3,10,54,876,"CI 20","Ames 26120","2015_10_54"
2015,3,9,41,833,"89S4127","Ames 12820","2015_9_41"
2015,3,37,43,1684,"AusTRCF 306234","NSL 437929","2015_37_43"
2015,3,33,65,1585,"Mo31W","Ames 28931","2015_33_65"
2015,3,13,54,967,"Ye 4","Ames 2335","2015_13_54"
2015,3,33,60,1580,"NC280","Ames 28421","2015_33_60"
2015,3,14,53,996,"AD 347 DS-2","Ames 28997","2015_14_53"
2015,3,15,61,1034,"B59","PI 550462","2015_15_61"
2015,3,35,43,1624,"T62S","PI 509045","2015_35_43"
2015,3,13,45,1,"B73","14SJMY:Breed:0001","2015_13_45"
2015,3,24,67,1313,"A415-1-3 INBRED","PI 221773","2015_24_67"
2015,2,34,10,1,"B73","14SJMY:Breed:0001","2015_34_10"
2015,3,17,45,1081,"WXI205","Ames 26748","2015_17_45"
2015,3,21,47,1203,"AD 440 DS-1","Ames 28999","2015_21_47"
2015,2,39,10,565,"T141","PI 340827","2015_39_10"
2015,2,29,14,1,"B73","14SJMY:Breed:0001","2015_29_14"
2015,2,25,8,1,"B73","14SJMY:Breed:0001","2015_25_8"
2015,3,10,38,861,"Yellow 3-4","Ames 2331","2015_10_38"
2015,3,26,63,1370,"Hi25","PI 593007","2015_26_63"
2015,3,40,61,1794,"NC370","Ames 27181","2015_40_61"
2015,3,14,57,1000,"NC254","PI 511310","2015_14_57"
2015,3,38,48,1721,"INBRED 305","PI 186226","2015_38_48"
2015,3,4,47,686,"AD 370","Ames 29030","2015_4_47"
2015,3,17,63,1097,"AD SA4","Ames 29004","2015_17_63"
2015,3,21,41,1197,"AusTRCF 306282","NSL 437968","2015_21_41"
2015,3,32,42,1532,"B101","PI 564852","2015_32_42"
2015,2,36,26,1,"B73","14SJMY:Breed:0001","2015_36_26"
2015,3,18,50,1,"B73","14SJMY:Breed:0001","2015_18_50"
2015,3,40,39,1772,"SC144","Ames 10274","2015_40_39"
2015,3,28,60,1428,"LH205","PI 537099","2015_28_60"
2015,3,9,63,1,"B73","14SJMY:Breed:0001","2015_9_63"
2015,3,24,57,1303,"AusTRCF 306239","NSL 437934","2015_24_57"
2015,3,6,49,750,"MS222","Ames 24747","2015_6_49"
2015,3,25,44,1322,"R226","PI 531510","2015_25_44"
2015,3,26,45,1353,"LH193","PI 539927","2015_26_45"
2015,3,29,59,1,"B73","14SJMY:Breed:0001","2015_29_59"
2015,3,17,56,1090,"NC372","Ames 27182","2015_17_56"
2015,3,29,50,1449,"DE1","PI 606329","2015_29_50"
2015,3,40,66,1799,"IA DS 38-W","PI 340874","2015_40_66"
2015,3,35,59,1640,"N515","PI 594064","2015_35_59"
2015,3,39,62,1765,"Hi56","PI 641238","2015_39_62"
2015,2,40,25,610,"IB02","PI 601457","2015_40_25"
2015,2,34,21,1,"B73","14SJMY:Breed:0001","2015_34_21"
2015,3,10,44,866,"Oh84","NSL 28968","2015_10_44"
2015,2,28,18,244,"MS89","Ames 24722","2015_28_18"
2015,3,40,46,1779,"CI 1","Ames 26114","2015_40_46"
2015,3,34,60,1611,"AusTRCF 306304","NSL 437990","2015_34_60"
2015,2,24,13,118,"ND304W","PI 550552","2015_24_13"
2015,3,24,53,1300,"NC326","Ames 27159","2015_24_53"
2015,3,37,38,1680,"GE335","Ames 10261","2015_37_38"
2015,3,14,37,981,"CI 41","Ames 26129","2015_14_37"
2015,3,11,65,917,"6103","PI 601159","2015_11_65"
2015,2,33,15,389,"SD15","NSL 34374","2015_33_15"
2015,3,19,44,1140,"N552","PI 638550","2015_19_44"
2015,3,10,51,873,"AusTRCF 306258","NSL 437947","2015_10_51"
2015,3,40,68,1,"B73","14SJMY:Breed:0001","2015_40_68"
2015,3,37,40,1,"B73","14SJMY:Breed:0001","2015_37_40"
2015,3,31,68,1526,"Mo10","PI 558517","2015_31_68"
2015,2,35,9,1,"B73","14SJMY:Breed:0001","2015_35_9"
2015,3,30,48,1477,"PHJ31","PI 601773","2015_30_48"
2015,3,22,55,1241,"NC252","PI 511309","2015_22_55"
2015,3,14,41,985,"AusTRCF 305835","NSL 437909","2015_14_41"
2015,2,31,18,1,"B73","14SJMY:Breed:0001","2015_31_18"
2015,2,34,16,421,"N193","PI 550567","2015_34_16"
2015,3,35,58,1639,"Hi39","PI 593017","2015_35_58"
2015,3,24,52,1299,"IA DS 61","NSL 75976","2015_24_52"
2015,3,36,56,1668,"R230","PI 592735","2015_36_56"
2015,3,26,46,1354,"NP86","PI 542715","2015_26_46"
2015,3,20,53,1178,"H123","Ames 22753","2015_20_53"
2015,2,40,32,616,"ICI 740","PI 559382","2015_40_32"
2015,3,8,62,823,"HP62-02","PI 542776","2015_8_62"
2015,3,35,57,1638,"N801w","PI 592741","2015_35_57"
2015,3,14,42,986,"AusTRCF 306276","NSL 437962","2015_14_42"
2015,2,30,17,1,"B73","14SJMY:Breed:0001","2015_30_17"
2015,3,13,55,968,"Huanyao","Ames 2337","2015_13_55"
2015,3,36,48,1660,"T171","PI 548783","2015_36_48"
2015,3,39,55,1758,"Tx807","PI 619430","2015_39_55"
2015,3,17,42,1078,"L 289","NSL 65872","2015_17_42"
2015,3,21,46,1202,"Mo502W","Ames 28941","2015_21_46"
2015,3,16,41,1046,"Pa91HT1","Ames 25372","2015_16_41"
2015,3,22,40,1227,"AusTRCF 306244","NSL 437939","2015_22_40"
2015,3,7,53,783,"WXL289","Ames 26753","2015_7_53"
2015,3,33,40,1561,"AR204","PI 561516","2015_33_40"
2015,3,35,56,1637,"AusTRCF 305823","NSL 437897","2015_35_56"
2015,3,27,62,1400,"CI 540","Ames 26028","2015_27_62"
2015,3,5,46,717,"W572","PI 520772","2015_5_46"
2015,3,32,44,1534,"Mp712","PI 596629","2015_32_44"
2015,3,3,41,650,"AD 238 DS","Ames 28978","2015_3_41"
2015,2,36,14,480,"AD 402 DS","Ames 28986","2015_36_14"
2015,3,15,37,1011,"AusTRCF 305817","NSL 437891","2015_15_37"
2015,3,16,57,1,"B73","14SJMY:Breed:0001","2015_16_57"
2015,3,26,44,1352,"PHP60","PI 601785","2015_26_44"
2015,2,30,2,288,"NL001","PI 546485","2015_30_2"
2015,2,35,23,1,"B73","14SJMY:Breed:0001","2015_35_23"
2015,3,11,51,904,"N513","PI 594062","2015_11_51"
2015,2,30,9,295,"F42","PI 601026","2015_30_9"
2015,2,34,15,420,"N192","PI 550566","2015_34_15"
2015,2,34,14,419,"N190","PI 550565","2015_34_14"
2015,3,16,64,1068,"58614 B73 (Meth) Bc5S4","PI 648428","2015_16_64"
2015,3,27,47,1386,"N7A","PI 607512","2015_27_47"
2015,3,3,37,1,"B73","14SJMY:Breed:0001","2015_3_37"
2015,3,4,63,702,"AusTRCF 306347","NSL 438033","2015_4_63"
2015,3,7,59,789,"SD69","PI 538239","2015_7_59"
2015,3,2,66,645,"H113","Ames 26803","2015_2_66"
2015,2,22,28,1,"B73","14SJMY:Breed:0001","2015_22_28"
2015,3,7,60,790,"SD106","PI 538242","2015_7_60"
2015,2,29,18,1,"B73","14SJMY:Breed:0001","2015_29_18"
2015,3,21,53,1,"B73","14SJMY:Breed:0001","2015_21_53"
2015,3,28,44,1414,"AusTRCF 306335","NSL 438021","2015_28_44"
2015,3,3,45,654,"89S4098","Ames 12815","2015_3_45"
2015,2,35,21,456,"A295","Ames 23415","2015_35_21"
2015,2,39,3,1,"B73","14SJMY:Breed:0001","2015_39_3"
2015,3,39,67,1,"B73","14SJMY:Breed:0001","2015_39_67"
2015,2,32,15,1,"B73","14SJMY:Breed:0001","2015_32_15"
2015,2,32,20,1,"B73","14SJMY:Breed:0001","2015_32_20"
2015,3,41,37,1,"B73","14SJMY:Breed:0001","2015_41_37"
2015,3,38,50,1723,"Mp710","PI 596627","2015_38_50"
2015,3,30,46,1,"B73","14SJMY:Breed:0001","2015_30_46"
2015,3,23,54,1270,"PHM57","PI 601779","2015_23_54"
2015,3,26,49,1357,"58615 B73 (Meth) Bc5S4","PI 648429","2015_26_49"
2015,2,38,4,1,"B73","14SJMY:Breed:0001","2015_38_4"
2015,3,13,43,957,"B73Htrhm","Ames 27065","2015_13_43"
2015,3,34,62,1,"B73","14SJMY:Breed:0001","2015_34_62"
2015,2,28,19,1,"B73","14SJMY:Breed:0001","2015_28_19"
2015,3,7,50,780,"T146","PI 340829","2015_7_50"
2015,3,29,68,1466,"H10","Ames 26773","2015_29_68"
2015,2,36,15,481,"AD 26 DS","Ames 28988","2015_36_15"
2015,2,24,25,1,"B73","14SJMY:Breed:0001","2015_24_25"
2015,3,8,61,822,"SD108","PI 538244","2015_8_61"
2015,3,22,37,1224,"AusTRCF 305840","NSL 437914","2015_22_37"
2015,3,21,67,1222,"Pa759","PI 560074","2015_21_67"
2015,2,33,13,1,"B73","14SJMY:Breed:0001","2015_33_13"
2015,3,25,67,1343,"N539","PI 594085","2015_25_67"
2015,3,19,67,1161,"I29","Ames 27115","2015_19_67"
2015,3,7,39,771,"A635RpRp","Ames 23473","2015_7_39"
2015,3,38,66,1,"B73","14SJMY:Breed:0001","2015_38_66"
2015,3,35,41,1,"B73","14SJMY:Breed:0001","2015_35_41"
2015,3,22,46,1233,"C410-1(F11) INBRED (HOTNOT CROSSES)","PI 221820","2015_22_46"
2015,2,23,27,1,"B73","14SJMY:Breed:0001","2015_23_27"
2015,2,29,27,281,"W552","PI 520770","2015_29_27"
2015,3,39,56,1759,"T272","PI 633924","2015_39_56"
2015,3,25,55,1,"B73","14SJMY:Breed:0001","2015_25_55"
2015,2,21,2,18,"C42","Ames 23507","2015_21_2"
2015,3,18,57,1121,"N545","PI 594091","2015_18_57"
2015,3,41,39,1802,"Mo38","Ames 28936","2015_41_39"
2015,3,32,61,1,"B73","14SJMY:Breed:0001","2015_32_61"
2015,2,36,3,469,"4F-285 TX 15","PI 198895","2015_36_3"
2015,3,8,42,1,"B73","14SJMY:Breed:0001","2015_8_42"
2015,2,32,11,357,"SD10","NSL 30835","2015_32_11"
2015,3,2,68,1,"B73","14SJMY:Breed:0001","2015_2_68"
2015,3,31,44,1,"B73","14SJMY:Breed:0001","2015_31_44"
2015,2,24,14,119,"ND101","PI 550553","2015_24_14"
2015,3,13,52,965,"AD 330","Ames 28991","2015_13_52"
2015,3,19,55,1,"B73","14SJMY:Breed:0001","2015_19_55"
2015,2,36,24,1,"B73","14SJMY:Breed:0001","2015_36_24"
2015,3,29,41,1441,"N511","PI 594060","2015_29_41"
2015,2,30,31,315,"SD65","PI 538238","2015_30_31"
2015,2,31,16,1,"B73","14SJMY:Breed:0001","2015_31_16"
2015,3,33,43,1,"B73","14SJMY:Breed:0001","2015_33_43"
2015,3,33,45,1565,"DJ7","PI 601191","2015_33_45"
2015,3,18,56,1,"B73","14SJMY:Breed:0001","2015_18_56"
2015,2,38,6,1,"B73","14SJMY:Breed:0001","2015_38_6"
2015,3,9,53,845,"N534","PI 594080","2015_9_53"
2015,3,35,66,1646,"Hi44","PI 641226","2015_35_66"
2015,3,28,48,1,"B73","14SJMY:Breed:0001","2015_28_48"
2015,2,22,30,1,"B73","14SJMY:Breed:0001","2015_22_30"
2015,3,16,38,1043,"N538","PI 594084","2015_16_38"
2015,3,16,62,1066,"58612 Inbred B73","PI 648426","2015_16_62"
2015,2,37,7,1,"B73","14SJMY:Breed:0001","2015_37_7"
2015,3,17,49,1,"B73","14SJMY:Breed:0001","2015_17_49"
2015,3,18,63,1127,"LH208","PI 547088","2015_18_63"
2015,2,37,29,523,"LH192","PI 539926","2015_37_29"
2015,3,15,56,1029,"Prior A","PI 433485","2015_15_56"
2015,3,35,37,1619,"CML 337","Ames 30857","2015_35_37"
2015,3,13,51,964,"AD 284","Ames 28984","2015_13_51"
2015,3,25,49,1,"B73","14SJMY:Breed:0001","2015_25_49"
2015,3,41,68,1816,"DE3","13A089451A","2015_41_68"
2015,3,16,45,1050,"78002A","PI 601301","2015_16_45"
2015,3,18,51,1116,"N514","PI 594063","2015_18_51"
2015,2,22,11,57,"F7","PI 257507","2015_22_11"
2015,3,7,40,1,"B73","14SJMY:Breed:0001","2015_7_40"
2015,3,6,68,768,"L","NSL 30863","2015_6_68"
2015,3,34,42,1,"B73","14SJMY:Breed:0001","2015_34_42"
2015,2,34,8,414,"LH202","PI 539924","2015_34_8"
2015,3,12,60,1,"B73","14SJMY:Breed:0001","2015_12_60"
2015,3,20,68,1192,"AusTRCF 305836","NSL 437910","2015_20_68"
2015,3,28,58,1,"B73","14SJMY:Breed:0001","2015_28_58"
2015,3,24,54,1,"B73","14SJMY:Breed:0001","2015_24_54"
2015,2,40,1,1,"B73","14SJMY:Breed:0001","2015_40_1"
2015,3,12,61,1,"B73","14SJMY:Breed:0001","2015_12_61"
2015,3,16,63,1067,"58613 B73 (Meth) Bc5S4","PI 648427","2015_16_63"
2015,3,20,52,1,"B73","14SJMY:Breed:0001","2015_20_52"
2015,3,16,39,1044,"N540","PI 594086","2015_16_39"
2015,3,14,46,1,"B73","14SJMY:Breed:0001","2015_14_46"
2015,2,40,30,1,"B73","14SJMY:Breed:0001","2015_40_30"
2015,3,9,66,857,"NC282","Ames 28422","2015_9_66"
2015,3,6,41,742,"A680","Ames 23503","2015_6_41"
2015,3,36,65,1,"B73","14SJMY:Breed:0001","2015_36_65"
2015,3,35,42,1623,"Honan no. 7","PI 459078","2015_35_42"
2015,2,22,29,74,"ND167","NSL 32726","2015_22_29"
2015,3,8,47,808,"NY 166 (Neveh Yaar)","PI 200184","2015_8_47"
2015,3,27,57,1,"B73","14SJMY:Breed:0001","2015_27_57"
2015,3,14,58,1,"B73","14SJMY:Breed:0001","2015_14_58"
2015,3,4,40,679,"AD 139 DS??","Ames 28976","2015_4_40"
2015,3,30,41,1471,"CML 154Q","Ames 27083","2015_30_41"
2015,2,37,27,1,"B73","14SJMY:Breed:0001","2015_37_27"
2015,3,36,64,1,"B73","14SJMY:Breed:0001","2015_36_64"
2015,3,25,53,1330,"IA DS 62","NSL 75977","2015_25_53"
2015,2,21,32,1,"B73","14SJMY:Breed:0001","2015_21_32"
2015,3,17,38,1074,"R168","Ames 19326","2015_17_38"
2015,3,16,53,1058,"W8304","PI 601502","2015_16_53"
2015,3,19,51,1,"B73","14SJMY:Breed:0001","2015_19_51"
2015,3,35,63,1,"B73","14SJMY:Breed:0001","2015_35_63"
2015,3,7,41,1,"B73","14SJMY:Breed:0001","2015_7_41"
2015,3,13,44,958,"N28Ht","Ames 27138","2015_13_44"
2015,3,35,64,1644,"AusTRCF 306348","NSL 438034","2015_35_64"
2015,3,16,65,1069,"CI 82A","CIze 82","2015_16_65"
2015,3,24,50,1,"B73","14SJMY:Breed:0001","2015_24_50"
2015,3,23,53,1,"B73","14SJMY:Breed:0001","2015_23_53"
2015,3,15,46,1020,"AusTRCF 306309","NSL 437995","2015_15_46"
2015,3,18,39,1105,"R168","NSL 30891","2015_18_39"
2015,3,14,44,988,"AusTRCF 306306","NSL 437992","2015_14_44"
2015,3,15,47,1,"B73","14SJMY:Breed:0001","2015_15_47"
2015,3,40,58,1791,"AusTRCF 305816","NSL 437890","2015_40_58"
2015,2,23,5,1,"B73","14SJMY:Breed:0001","2015_23_5"
2015,3,40,40,1773,"NC224","Ames 12730","2015_40_40"
2015,3,36,41,1653,"NC220","Ames 12728","2015_36_41"
2015,3,32,58,1548,"N28","Ames 19321","2015_32_58"
2015,3,23,51,1,"B73","14SJMY:Breed:0001","2015_23_51"
2015,3,18,42,1108,"OC7","PI 553060","2015_18_42"
2015,3,6,39,1,"B73","14SJMY:Breed:0001","2015_6_39"
2015,3,14,54,997,"AD 448 DS","Ames 28998","2015_14_54"
2015,3,11,68,920,"78010","PI 601211","2015_11_68"
2015,2,33,3,379,"CHI-69 INB.","PI 405706","2015_33_3"
2015,3,19,56,1150,"N543","PI 594089","2015_19_56"
2015,2,33,4,380,"HUA 94 INBRED","PI 405707","2015_33_4"
2015,3,30,60,1,"B73","14SJMY:Breed:0001","2015_30_60"
2015,3,11,62,1,"B73","14SJMY:Breed:0001","2015_11_62"
2015,3,3,67,1,"B73","14SJMY:Breed:0001","2015_3_67"
2015,2,36,12,478,"NO. 1049 INBRED","PI 303930","2015_36_12"
2015,3,13,59,1,"B73","14SJMY:Breed:0001","2015_13_59"
2015,3,13,64,976,"H100","Ames 22748","2015_13_64"
2015,3,40,38,1,"B73","14SJMY:Breed:0001","2015_40_38"
2015,3,8,64,1,"B73","14SJMY:Breed:0001","2015_8_64"
2015,3,11,44,1,"B73","14SJMY:Breed:0001","2015_11_44"
2015,3,10,43,1,"B73","14SJMY:Breed:0001","2015_10_43"
2015,2,25,9,1,"B73","14SJMY:Breed:0001","2015_25_9"
2015,3,29,47,1,"B73","14SJMY:Breed:0001","2015_29_47"
2015,3,21,38,1194,"NC310","Ames 27151","2015_21_38"
2015,3,38,54,1727,"R-PAH-2","PI 340870","2015_38_54"
2015,3,18,47,1113,"AusTRCF 306285","NSL 437971","2015_18_47"
2015,3,6,65,1,"B73","14SJMY:Breed:0001","2015_6_65"
2015,3,31,45,1,"B73","14SJMY:Breed:0001","2015_31_45"
2015,3,20,43,1169,"NC276","Ames 28418","2015_20_43"
2015,3,41,62,1813,"INBRED 100","PI 186197","2015_41_62"
2015,3,16,40,1045,"N544","PI 594090","2015_16_40"
2015,3,7,37,769,"A628","Ames 23464","2015_7_37"
2015,3,17,48,1,"B73","14SJMY:Breed:0001","2015_17_48"
2015,3,28,43,1413,"AusTRCF 306307","NSL 437993","2015_28_43"
2015,2,24,6,1,"B73","14SJMY:Breed:0001","2015_24_6"
2015,2,32,24,368,"A656","Ames 23488","2015_32_24"
2015,3,33,50,1570,"Ky21","Ames 27130","2015_33_50"
2015,3,39,39,1,"B73","14SJMY:Breed:0001","2015_39_39"
2015,3,21,54,1209,"CI90C Goodman-Buckler","Ames 31534","2015_21_54"
2015,2,40,14,599,"676A-348-68(B)","PI 358532","2015_40_14"
2015,3,29,60,1458,"H119","Ames 22752","2015_29_60"
2015,3,39,50,1753,"CML 328","Ames 27098","2015_39_50"
2015,2,25,7,143,"A218","Ames 23403","2015_25_7"
2015,2,37,18,513,"790","PI 601491","2015_37_18"
2015,3,22,54,1240,"Hwang no. 525","PI 459080","2015_22_54"
2015,3,31,50,1508,"IA DS 43-W","PI 340875","2015_31_50"
2015,2,20,1,1,"B73","14SJMY:Breed:0001","2015_20_1"
2015,2,20,2,2,"Tx303","Ames 19327","2015_20_2"
2015,2,20,25,13,"A422","Ames 23433","2015_20_25"
2015,2,21,7,22,"CML 247","PI 595541","2015_21_7"
