"ID","Pedigree","Comments","INDV","F_MISS","acc_v2.7","id_v2.7"
"PI 391660","CHI-41","other","PI391660:250041533",0.140178,"PI391660",250041533
"PI 391660","CHI-41","other","PI391660:250031559",0.193502,"PI391660",250031559
"PI 391676","TUO 229","other","PI391676:250035049",0.171549,"PI391676",250035049
"PI 391676","TUO 229","other","PI391676:250040796",0.153295,"PI391676",250040796
"PI 391680","WU-TAN-TZAO","other","PI391680:250033703",0.392945,"PI391680",250033703
"PI 391680","WU-TAN-TZAO","other","PI391680:250041553",0.389238,"PI391680",250041553
"PI 405705","CHAN 11 INBRED","other","PI405705:250034703",0.431786,"PI405705",250034703
"PI 405705","CHAN 11 INBRED","other","PI405705:250040791",0.134493,"PI405705",250040791
"PI 506255","Tzi 25","other","PI506255:250033449",0.240665,"PI506255",250033449
"PI 506255","Tzi 25","other","PI506255:250031967",0.223703,"PI506255",250031967
"PI 511309","NC252","other","PI511309:250033819",0.0261147,"PI511309",250033819
"PI 511309","NC252","other","PI511309:250041491",0.0260415,"PI511309",250041491
