"LCMS.Plate","Envelope","PedId","RecId","Source","Gen","Pedigree","ID","Year","Tier","Plot","Range","Pass","Comments","Event.Name","Seed.Packaged.","Grind.Tube","Tube.Position","Datafile","Riboflavin","Nicotinic.Acid","Nicotinamide","Thiamine..13C.","Thiamine..d3.","Pyridoxal","Pyridoxamine","Pyridoxic.Acid","Pyridoxine","Trigonelline"
"Ames17-BV-06L","Ames17-EN-2421",3883711,3883457,"17SJMY:2421",1279,"Va37","Ames 19010",2017,4,2421,10,109,"0","0","Yes","Ames17-GT-1913","B09","Ames17-BV-06L - 38",0.114187836,6.354170762,2.255197335,2.574548635,3.080172921,4.163984008,2.940355839,2.341947728,0.143607923,28.89737118
"Ames17-BV-08L","Ames17-EN-0811",3876510,3875325,"17SJMY:0811",342,"MS57","Ames 24709",2017,2,811,10,11,"0","0","Yes","Ames17-GT-1538","A04","Ames17-BV-08L - 20",0.722646704,6.074413342,3.366847316,4.447378947,5.396762232,2.019738835,2.218062628,1.450441964,0.138476105,36.06756128
"Ames17-BV-06L","Ames17-EN-2422",3883712,3883458,"17SJMY:2422",870,"Tx738","Ames 22765",2017,4,2422,10,110,"0","0","Yes","Ames17-GT-1078","D08","Ames17-BV-06L - 61",0.959868993,7.36458808,3.851662316,2.186990067,2.375468192,2.083382067,1.643938225,1.42494467,0.206381249,51.29168394
"Ames17-BV-06L","Ames17-EN-2423",3883713,3883459,"17SJMY:2423",1752,"CML 322","Ames 27096",2017,4,2423,10,111,"0","0","Yes","Ames17-GT-0812","A11","Ames17-BV-06L - 28",1.035010253,5.322487257,6.829271195,3.22173412,3.507748356,1.926640515,2.250119877,2.478157661,0.195352431,75.63495342
"Ames17-BV-06L","Ames17-EN-2424",3883714,3883460,"17SJMY:2424",1753,"CML 328","Ames 27098",2017,4,2424,10,112,"0","0","Yes","Ames17-GT-0731","C03","Ames17-BV-06L - 44",0.867499552,5.360688588,4.547006922,3.477553503,3.85562128,1.531737569,1.383948046,1.886352918,0.148395148,40.36167064
"Ames17-BV-06L","Ames17-EN-2425",3883715,3883461,"17SJMY:2425",1796,"U267Y","Ames 27191",2017,4,2425,10,113,"0","0","Yes","Ames17-GT-0794","H08","Ames17-BV-06L - 119",1.77430329,6.520227022,6.421633066,2.025115609,2.168506372,2.14722393,3.835305712,1.441881708,0.331423484,16.43645859
"Ames17-BV-06L","Ames17-EN-2426",3883716,3883462,"17SJMY:2426",1064,"Mo37","Ames 28935",2017,4,2426,10,114,"0","0","Yes","Ames17-GT-1123","A06","Ames17-BV-06L - 23",0.765385733,5.133487137,3.54082034,2.992665869,3.068175787,2.226506743,2.572515192,1.68353102,0.229176703,24.81507856
"Ames17-BV-06L","Ames17-EN-2427",3883717,3883463,"17SJMY:2427",1803,"Hi38 C1","Ames 28957",2017,4,2427,10,115,"sweet corn","0","Yes","Ames17-GT-1086","F11","Ames17-BV-06L - 98",2.04659736,27.76871137,12.19505682,3.716304986,3.883988499,2.551386565,5.917633955,3.845542467,0.488685215,94.07176348
"Ames17-BV-06L","Ames17-EN-2428",3883718,3883464,"17SJMY:2428",1805,"CI 23","CIze 23",2017,4,2428,10,116,"0","0","Yes","Ames17-GT-1383","F04","Ames17-BV-06L - 91",0.746202318,7.200921675,4.184573368,3.550178077,4.060641302,3.315903934,3.181025088,2.572446841,0.205306818,22.85001004
"Ames17-BV-06L","Ames17-EN-2430",3883719,3883465,"17SJMY:2430",1493,"H118w","NSL 197106",2017,4,2430,10,118,"0","0","Yes","Ames17-GT-0806","D09","Ames17-BV-06L - 62",1.057757731,8.090307256,5.527862357,3.732306222,4.044251821,3.279210203,2.490446281,2.148303311,0.2511731,53.49556982
"Ames17-BV-06L","Ames17-EN-2431",3883720,3883466,"17SJMY:2431",1,"B73","14SJMY:Breed:0001",2017,4,2431,10,119,"0","Check","Yes","Ames17-GT-0800","E09","Ames17-BV-06L - 84",0.754361431,5.002697656,2.206004478,1.965882845,2.265145794,3.353297069,1.259964669,2.326723705,0.07467017,36.65305425
"Ames17-BV-07L","Ames17-EN-0812",3876511,3875326,"17SJMY:0812",276,"MS153","Ames 24734",2017,2,812,10,12,"0","0","Yes","Ames17-GT-0864","A09","Ames17-BV-07L - 25",0.64733273,5.148922722,2.819365227,2.660590797,3.134431665,2.071829402,1.643840816,1.84913427,0.13461518,29.42679916
"Ames17-BV-06L","Ames17-EN-2433",3883721,3883467,"17SJMY:2433",1011,"AusTRCF 305817","NSL 437891",2017,4,2433,10,121,"0","0","Yes","Ames17-GT-0817","D07","Ames17-BV-06L - 60",1.114484254,4.710675577,5.916200313,2.642690221,2.811044643,2.745603296,2.167568396,2.281926816,0.248854319,44.93786979
"Ames17-BV-06L","Ames17-EN-2434",3883722,3883468,"17SJMY:2434",1239,"A622N","PI 406124",2017,4,2434,10,122,"0","0","Yes","Ames17-GT-1668","G09","Ames17-BV-06L - 108",0.78857924,5.414677931,2.820790966,3.814221505,4.211157024,2.981397255,2.807991682,1.782483686,0.163578114,31.89090843
"Ames17-BV-06L","Ames17-EN-2435",3883723,3883469,"17SJMY:2435",1730,"TZSTRI107","PI 639931",2017,4,2435,10,123,"0","0","Yes","Ames17-GT-0785","B01","Ames17-BV-06L - 30",0.926455832,6.824841418,4.250784972,3.255734247,3.567406239,1.901967977,1.937527264,2.136522915,0.180480586,28.17331016
"Ames17-BV-06L","Ames17-EN-2436",3883724,3883470,"17SJMY:2436",1765,"Hi56","PI 641238",2017,4,2436,10,124,"0","0","Yes","Ames17-GT-0771","C10","Ames17-BV-06L - 51",0.928998421,6.776051176,3.907614639,4.216500995,4.323034208,3.181269497,1.602319137,1.623536096,0.145469118,32.43881229
"Ames17-BV-06L","Ames17-EN-2437",3883725,3883471,"17SJMY:2437",1739,"GA222","Ames 10252",2017,4,2437,10,125,"0","0","Yes","Ames17-GT-0927","B03","Ames17-BV-06L - 32",0.761638229,5.518858401,3.160335781,2.399264812,2.708242716,1.910417848,0.866610404,1.030019809,0.039393214,52.72977872
"Ames17-BV-06L","Ames17-EN-2440",3883726,3883472,"17SJMY:2440",728,"L 678","Ames 10265",2017,4,2440,10,128,"0","0","Yes","Ames17-GT-1899","A09","Ames17-BV-06L - 26",1.133264682,9.797483028,7.239377774,2.370534613,2.459835175,2.419775363,3.494027573,2.031635864,0.382937972,46.7477955
"Ames17-BV-07L","Ames17-EN-0813",3876512,3875327,"17SJMY:0813",1584,"MINN #5","Ames 26004",2017,2,813,10,13,"popcorn","0","Yes","Ames17-GT-1319","B08","Ames17-BV-07L - 36",0.670943134,3.81904133,2.436719104,3.680731513,4.105612284,1.771705204,0.81844203,2.884275802,0.090685875,31.18606118
"Ames17-BV-07L","Ames17-EN-0814",3876513,3875328,"17SJMY:0814",472,"Il 101T","Ames 27119",2017,2,814,10,14,"sweet corn","0","Yes","Ames17-GT-0995","D01","Ames17-BV-07L - 53",0.765785728,5.052964519,4.451845857,3.588146414,4.059788894,0.67478973,2.615672421,3.668252473,2.036566886,84.19719688
"Ames17-BV-07L","Ames17-EN-0815",3876514,3875329,"17SJMY:0815",577,"LH143 (Maintainer)","Ames 27450",2017,2,815,10,15,"0","0","Yes","Ames17-GT-1539","C03","Ames17-BV-07L - 43",0.673121521,6.908030603,2.542415751,2.349221115,2.704289523,2.051426506,1.966906072,1.413349425,0.264913254,39.7871684
"Ames17-BV-07L","Ames17-EN-0816",3876515,3875330,"17SJMY:0816",1,"B73","14SJMY:Breed:0001",2017,2,816,10,16,"0","Check","Yes","Ames17-GT-1367","G11","Ames17-BV-07L - 109",0.840129446,7.213851336,2.923982505,2.402912059,2.621835978,2.11244818,2.07903429,2.227547775,0.121495481,42.21017877
"Ames17-BV-07L","Ames17-EN-0817",3876516,3875331,"17SJMY:0817",381,"A619E","Ames 28170",2017,2,817,10,17,"0","0","Yes","Ames17-GT-1448","F12","Ames17-BV-07L - 98",0.645732197,3.561531603,3.079874585,2.788958995,3.190093144,1.986691657,3.053349733,0.986658731,0.311123733,19.14510218
"Ames17-BV-07L","Ames17-EN-0818",3876517,3875332,"17SJMY:0818",382,"IA2132 Goodman-Buckler","Ames 28364",2017,2,818,10,18,"sweet corn","0","Yes","Ames17-GT-1642","F03","Ames17-BV-07L - 89",0.791462154,5.882246515,5.338348742,3.345029843,3.770067644,1.470077627,3.839095435,4.784309198,0.652362516,47.84671989
"Ames17-BV-07L","Ames17-EN-0819",3876518,3875333,"17SJMY:0819",474,"AD 139 DS","Ames 28971",2017,2,819,10,19,"popcorn","0","Yes","Ames17-GT-1267","D07","Ames17-BV-07L - 59",0.688346722,6.150179672,4.624653182,2.683696285,2.996669053,1.632991147,1.639506489,0.822678319,0.190055556,28.01922938
"Ames17-BV-07L","Ames17-EN-0802",3876501,3875316,"17SJMY:0802",261,"A502","Ames 23445",2017,2,802,10,2,"0","0","Yes","Ames17-GT-1869","F05","Ames17-BV-07L - 91",0.625230291,3.235526551,3.335937201,2.048480308,2.293393615,1.438740549,3.488256374,2.974344672,0.826758188,86.41313246
"Ames17-BV-07L","Ames17-EN-0820",3876519,3875334,"17SJMY:0820",452,"AD 221","Ames 28995",2017,2,820,10,20,"popcorn","0","Yes","Ames17-GT-1305","H01","Ames17-BV-07L - 111",0.846279694,6.012581029,3.417280271,2.747230441,3.1487783,1.065925992,1.419137763,1.241817789,0.232666002,27.00509434
"Ames17-BV-07L","Ames17-EN-0821",3876520,3875335,"17SJMY:0821",684,"AD SA20","Ames 29020",2017,2,821,10,21,"popcorn","0","Yes","Ames17-GT-1195","E04","Ames17-BV-07L - 78",0.643045758,5.820517956,2.809004599,2.949944958,3.382093998,1.253947009,1.91462958,0.854037149,0.218324389,29.86223759
"Ames17-BV-07L","Ames17-EN-0822",3876521,3875336,"17SJMY:0822",179,"P39","NSL 8585",2017,2,822,10,22,"sweet corn","0","Yes","Ames17-GT-1451","G01","Ames17-BV-07L - 99",1.147054596,5.563901934,5.119369328,2.418355892,2.704333098,2.289816277,2.504624779,4.15296496,1.784801881,21.93506303
"Ames17-BV-07L","Ames17-EN-0823",3876522,3875337,"17SJMY:0823",284,"W703","NSL 30056",2017,2,823,10,23,"0","0","Yes","Ames17-GT-0933","C08","Ames17-BV-07L - 48",0.639039418,5.003747332,3.023193088,4.66173565,5.401999267,2.559271504,1.776560323,4.754108344,1.257668985,63.98521234
"Ames17-BV-07L","Ames17-EN-0824",3876523,3875338,"17SJMY:0824",285,"W64A","NSL 30058",2017,2,824,10,24,"0","0","Yes","Ames17-GT-0970","E05","Ames17-BV-07L - 79",0.814444721,9.110271005,2.769457299,2.147714649,2.344216743,1.761328116,1.808992458,1.790216474,0.233386947,35.01034134
"Ames17-BV-07L","Ames17-EN-0825",3876524,3875339,"17SJMY:0825",461,"WR3","NSL 30066",2017,2,825,10,25,"0","0","Yes","Ames17-GT-1161","G12","Ames17-BV-07L - 110",0.749806251,7.051127802,3.910650823,2.734384112,3.184613453,2.707677861,1.802599413,2.110521914,0.11591381,31.79916251
"Ames17-BV-08L","Ames17-EN-0826",3876525,3875340,"17SJMY:0826",286,"W37A","NSL 30073",2017,2,826,10,26,"0","0","Yes","Ames17-GT-1181","A03","Ames17-BV-08L - 19",0.751774608,6.173986003,2.783263179,2.239101375,2.800255976,0.876341274,2.674537497,1.916860201,0.809331508,45.99433827
"Ames17-BV-07L","Ames17-EN-0827",3876526,3875341,"17SJMY:0827",257,"R53","NSL 30869",2017,2,827,10,27,"0","0","Yes","Ames17-GT-1325","B06","Ames17-BV-07L - 34",0.825531717,9.518121548,4.77032142,2.515689101,2.717754106,3.291610898,2.123982715,1.968278678,0.151917387,55.29000335
"Ames17-BV-13L ","Ames17-EN-0829",3876527,3875342,"17SJMY:0829",389,"SD15","NSL 34374",2017,2,829,10,29,"0","0","Yes","Ames17-GT-1735","F11","Ames17-BV-13L - 97",0.939945725,7.232727755,2.457676845,2.966826857,3.375468979,2.857295705,2.402600966,2.207141519,0.127246969,23.37196109
"Ames17-BV-07L","Ames17-EN-0803",3876502,3875317,"17SJMY:0803",332,"A619HT","Ames 23458",2017,2,803,10,3,"0","0","Yes","Ames17-GT-0938","F10","Ames17-BV-07L - 96",0.687522026,4.918188049,4.386172238,3.770950219,4.305656586,3.031271886,3.059316339,1.015425103,0.631077226,28.63389359
"Ames17-BV-13L ","Ames17-EN-0830",3876528,3875343,"17SJMY:0830",363,"B8","NSL 65864",2017,2,830,10,30,"0","0","Yes","Ames17-GT-1487","G10","Ames17-BV-13L - 108",0.650642583,5.596903406,2.713150812,2.758857312,3.06534977,2.696125028,2.730146914,0.775097739,0.245414564,50.8118597
"Ames17-BV-13L ","Ames17-EN-0831",3876529,3875344,"17SJMY:0831",162,"42","PI 233312",2017,2,831,10,31,"sweet corn","0","Yes","Ames17-GT-1351","G11","Ames17-BV-13L - 109",1.437656284,4.352518741,3.986604878,3.56365059,3.81048041,3.009664529,2.209126511,2.439871503,0.550495642,23.39546858
"Ames17-BV-13L ","Ames17-EN-0832",3876530,3875345,"17SJMY:0832",370,"T8146 INBRED","PI 267168",2017,2,832,10,32,"0","0","Yes","Ames17-GT-1233","F08","Ames17-BV-13L - 94",1.157761067,9.309600416,5.931249137,2.389113549,2.549147418,2.489864097,2.084081614,0.971206805,0.155772119,33.41071604
"Ames17-BV-14L ","Ames17-EN-0833",3876531,3875346,"17SJMY:0833",680,"STRAIN T35-388-68(A)","PI 358539",2017,2,0,10,33,"sweet corn","0","Yes","Ames17-GT-1354","A10","Ames17-BV-14L - 26",1.07340428,5.767283787,3.894240624,3.142083241,3.460964207,3.471799602,2.342010191,1.796123049,1.414946636,48.81015945
"Ames17-BV-13L ","Ames17-EN-0834",3876532,3875347,"17SJMY:0834",572,"NIU 11","PI 391670",2017,2,834,10,34,"0","0","Yes","Ames17-GT-1251","F05","Ames17-BV-13L - 91",1.085983634,6.359905043,3.144114318,2.755519284,2.834594553,4.2632628,2.450638734,2.535184868,0.655144473,49.6815661
"Ames17-BV-13L ","Ames17-EN-0835",3876533,3875348,"17SJMY:0835",380,"HUA 94 INBRED","PI 405707",2017,2,835,10,35,"0","0","Yes","Ames17-GT-1323","F09","Ames17-BV-13L - 95",0.810722313,4.434702881,2.23894441,3.785897334,3.886485497,2.928168575,1.765847836,2.735205401,0.08224153,43.02350117
"Ames17-BV-13L ","Ames17-EN-0836",3876534,3875349,"17SJMY:0836",1426,"M6415","PI 506412",2017,2,836,10,36,"sweet corn","0","Yes","Ames17-GT-1468","H06","Ames17-BV-13L - 116",1.554950052,12.01668112,8.316335035,4.786167482,4.967339424,4.448599325,5.759757291,2.146439804,1.202934215,34.87293462
"Ames17-BV-13L ","Ames17-EN-0837",3876535,3875350,"17SJMY:0837",1248,"PHW86","PI 543850",2017,2,837,10,37,"0","0","Yes","Ames17-GT-1463","H02","Ames17-BV-13L - 112",0.930829322,4.858569346,3.192860866,3.153674793,3.273180753,3.128516952,2.488900756,1.208863101,0.297453009,53.16548382
"Ames17-BV-13L ","Ames17-EN-0838",3876536,3875351,"17SJMY:0838",289,"PHJ89","PI 548798",2017,2,838,10,38,"0","0","Yes","Ames17-GT-1264","F03","Ames17-BV-13L - 89",1.121512032,5.116013881,2.865185813,3.130788909,3.416592871,2.740465462,2.520669993,2.172509528,0.290574913,43.47122116
"Ames17-BV-13L ","Ames17-EN-0839",3876537,3875352,"17SJMY:0839",386,"ND247","PI 550503",2017,2,839,10,39,"0","0","Yes","Ames17-GT-1266","F10","Ames17-BV-13L - 96",0.801730175,6.964327848,2.822681716,2.246768972,2.444753762,2.811041832,2.254711661,1.766471316,0.261103742,41.00905442
"Ames17-BV-07L","Ames17-EN-0804",3876503,3875318,"17SJMY:0804",464,"A636","Ames 23474",2017,2,804,10,4,"0","0","Yes","Ames17-GT-0799","D08","Ames17-BV-07L - 60",0.798706659,8.641655727,3.651411353,2.760236598,3.117803381,2.051225371,1.868481504,1.310172438,0.158035703,43.45644505
"Ames17-BV-13L ","Ames17-EN-0840",3876538,3875353,"17SJMY:0840",391,"N194","PI 550568",2017,2,840,10,40,"0","0","Yes","Ames17-GT-1272","G12","Ames17-BV-13L - 110",0.924745471,6.526989475,3.203320815,2.970497973,3.29814691,2.495641714,3.736022775,2.207829196,0.118356267,27.70647233
"Ames17-BV-12L","Ames17-EN-1681",3880077,3879187,"17SJMY:1681",858,"NC284","Ames 28423",2017,3,1681,10,45,"0","0","Yes","Ames17-GT-0049","B09","Ames17-BV-12L - 37",0.869610398,4.985784822,2.791668883,2.111334687,3.334245998,2.15761886,1.151805994,1.588484781,0.127014544,41.44891318
"Ames17-BV-12L","Ames17-EN-1682",3880078,3879188,"17SJMY:1682",1063,"NC290","Ames 28426",2017,3,1682,10,46,"0","0","Yes","Ames17-GT-0770","C06","Ames17-BV-12L - 46",0.679432793,3.082296255,1.996881334,2.642780234,3.947100253,0.603093842,2.180269706,2.759256948,0.490172283,26.97304622
"Ames17-BV-12L","Ames17-EN-1683",3880079,3879189,"17SJMY:1683",1276,"Mo39","Ames 28937",2017,3,1683,10,47,"0","0","Yes","Ames17-GT-0400","B12","Ames17-BV-12L - 40",0.707715229,5.715467412,3.674846821,4.177698216,6.361500666,2.680552222,3.244119774,0.863945253,0.642253228,24.11232489
"Ames17-BV-13L ","Ames17-EN-1684",3880080,3879190,"17SJMY:1684",1505,"CI 92","Ames 28953",2017,3,1684,10,48,"0","0","Yes","Ames17-GT-1693","C02","Ames17-BV-13L - 42",0.923506504,6.31412069,3.185279506,4.059911922,4.040195052,2.41737623,5.469881935,1.012812479,0.621844288,26.3469056
"Ames17-BV-13L ","Ames17-EN-1685",3880081,3879191,"17SJMY:1685",1282,"AD 363-2","Ames 28993",2017,3,1685,10,49,"popcorn","0","Yes","Ames17-GT-1714","B06","Ames17-BV-13L - 34",0.787410809,5.017333066,1.653895128,2.615103409,2.900652858,1.653994262,2.046794531,1.59630632,0.159007003,21.81481502
"Ames17-BV-07L","Ames17-EN-0805",3876504,3875319,"17SJMY:0805",263,"A638","Ames 23476",2017,2,805,10,5,"0","0","Yes","Ames17-GT-1199","G07","Ames17-BV-07L - 105",0.567886046,5.387903882,3.094074015,2.11285481,2.438531136,2.739646305,1.175921895,1.684896216,0.15312533,59.72442656
"Ames17-BV-13L ","Ames17-EN-1686",3880082,3879192,"17SJMY:1686",996,"AD 347 DS-2","Ames 28997",2017,3,1686,10,50,"popcorn","0","Yes","Ames17-GT-1689","C07","Ames17-BV-13L - 47",0.753244393,3.59913713,1.85796332,2.526273569,2.64708616,2.022057778,1.363613921,0.963685793,0.099704304,32.47263712
"Ames17-BV-13L ","Ames17-EN-1687",3880083,3879193,"17SJMY:1687",997,"AD 448 DS","Ames 28998",2017,3,1687,10,51,"popcorn","0","Yes","Ames17-GT-1290","C11","Ames17-BV-13L - 51",0.846838633,4.258691989,3.25753706,3.227042937,3.377620329,2.153009386,1.351213303,1.595346803,0.126281281,48.29665238
"Ames17-BV-13L ","Ames17-EN-1688",3880084,3879194,"17SJMY:1688",1096,"AD 440 DS-2","Ames 29000",2017,3,1688,10,52,"popcorn","0","Yes","Ames17-GT-1713","E07","Ames17-BV-13L - 81",0.686101478,3.642481223,2.232142866,2.091171459,2.198764606,2.197083349,0.967395269,0.936507769,0.098502957,22.17193554
"Ames17-BV-13L ","Ames17-EN-1689",3880085,3879195,"17SJMY:1689",1204,"AD SA9","Ames 29009",2017,3,1689,10,53,"popcorn","0","Yes","Ames17-GT-1421","E02","Ames17-BV-13L - 76",0.622372685,4.439863593,2.474428777,2.635532438,2.987220057,1.521126533,1.821812122,1.7306898,0.226830504,40.96086429
"Ames17-BV-13L ","Ames17-EN-1690",3880086,3879196,"17SJMY:1690",1284,"AD SA16","Ames 29016",2017,3,1690,10,54,"popcorn","0","Yes","Ames17-GT-1241","C03","Ames17-BV-13L - 43",0.663154941,3.138785509,2.227624358,3.543879112,3.630941854,2.132307373,1.699328085,1.336105257,0.131807177,46.8513588
"Ames17-BV-13L ","Ames17-EN-1691",3880087,3879197,"17SJMY:1691",488,"AD SA19","Ames 29019",2017,3,1691,10,55,"popcorn","0","Yes","Ames17-GT-1461","F01","Ames17-BV-13L - 87",0.630205495,4.112739265,2.109643048,2.495287169,2.793915068,1.3190973,1.715826416,1.436773175,0.356158582,24.11821188
"Ames17-BV-13L ","Ames17-EN-1692",3880088,3879198,"17SJMY:1692",1415,"AD Sg1501-1","Ames 29023",2017,3,1692,10,56,"popcorn","0","Yes","Ames17-GT-1704","B10","Ames17-BV-13L - 38",0.785215717,4.317695228,2.010065494,3.143693594,3.386336769,1.911810709,1.938330358,0.780730979,0.208784888,49.16144022
"Ames17-BV-13L ","Ames17-EN-1693",3880089,3879199,"17SJMY:1693",1480,"AD Sg1501-5","Ames 29027",2017,3,1693,10,57,"popcorn","0","Yes","Ames17-GT-1695","D11","Ames17-BV-13L - 63",0.654760574,3.802457762,1.600272444,2.561654638,2.725611342,1.88292359,1.751222123,0.664882434,0.162673415,38.66092203
"Ames17-BV-13L ","Ames17-EN-1694",3880090,3879200,"17SJMY:1694",1416,"AD Sg1501-6","Ames 29028",2017,3,1694,10,58,"popcorn","0","Yes","Ames17-GT-1304","D03","Ames17-BV-13L - 55",0.750798794,3.639746833,1.742993855,3.325616141,3.605719364,2.030703921,1.545671309,0.835214506,0.159312394,60.29659436
"Ames17-BV-13L ","Ames17-EN-1695",3880091,3879201,"17SJMY:1695",1389,"CI 29B","CIze 29",2017,3,1695,10,59,"0","0","Yes","Ames17-GT-1483","D02","Ames17-BV-13L - 54",1.172509616,6.222197707,4.594787146,3.197260011,3.375468979,3.215390206,2.149325315,1.896226565,0.358672744,68.3114546
"Ames17-BV-07L","Ames17-EN-0806",3876505,3875320,"17SJMY:0806",235,"A651","Ames 23484",2017,2,806,10,6,"0","0","Yes","Ames17-GT-0875","B11","Ames17-BV-07L - 39",0.871896413,5.625792132,4.012410688,1.829726413,2.15323296,3.967275279,2.317984957,1.077478677,0.24490275,44.76018176
"Ames17-BV-13L ","Ames17-EN-1696",3880092,3879202,"17SJMY:1696",1,"B73","14SJMY:Breed:0001",2017,3,1696,10,60,"0","Check","Yes","Ames17-GT-1221","E10","Ames17-BV-13L - 84",0.813303229,6.498486036,2.502127972,2.382003092,2.625621841,2.953951192,1.549167333,2.182880681,0.115359541,42.02675316
"Ames17-BV-13L ","Ames17-EN-1697",3880093,3879203,"17SJMY:1697",1070,"K150","NSL 22630",2017,3,1697,10,61,"0","0","Yes","Ames17-GT-1364","B02","Ames17-BV-13L - 30",0.743333283,6.600166923,1.889189594,1.907594328,1.89454795,1.709211103,1.978859252,1.472734374,0.346301208,60.0417107
"Ames17-BV-13L ","Ames17-EN-1698",3880094,3879204,"17SJMY:1698",1211,"C102","NSL 22983",2017,3,1698,10,62,"0","0","Yes","Ames17-GT-1374","B04","Ames17-BV-13L - 32",1.11465647,5.666660967,5.267810637,3.708842527,4.073209466,2.419846242,2.048727886,2.553116291,0.318484579,43.15866834
"Ames17-BV-13L ","Ames17-EN-1699",3880095,3879205,"17SJMY:1699",658,"R216","NSL 29303",2017,3,1699,10,63,"0","0","Yes","Ames17-GT-1328","C04","Ames17-BV-13L - 44",0.98087391,6.596421849,2.436034586,1.8222885,2.013239486,2.912757162,2.528868506,2.401852243,0.298221622,34.51403082
"Ames17-BV-13L ","Ames17-EN-1700",3880096,3879206,"17SJMY:1700",1183,"R2","NSL 30865",2017,3,1700,10,64,"0","0","Yes","Ames17-GT-1257","B03","Ames17-BV-13L - 31",0.893182878,3.66822242,3.06921539,2.654998766,2.784902439,2.826154961,2.316019729,2.733755868,0.286419702,29.7436719
"Ames17-BV-13L ","Ames17-EN-1701",3880097,3879207,"17SJMY:1701",1103,"M14","NSL 30867",2017,3,1701,10,65,"0","0","Yes","Ames17-GT-1740","D05","Ames17-BV-13L - 57",0.892656511,4.796510348,2.532702033,1.711892989,1.796425197,3.288416444,2.306690458,2.996584538,0.296311001,27.1560095
