"GENOTYPE","d.T3","g.T3","a.T3","d.T","g.T","a.T","Total.Tocotrienols","Total.Tocopherols","Total.Tocochromanols"
"Ames27182",2.417199833,43.40966601,10.09153686,6.692190281,59.4513067,5.144416994,55.97691063,71.19673081,127.9282928
"Ames27183",0.830351006,22.43003542,6.545623074,4.213070639,125.8890201,2.014276025,29.9841535,132.2453601,162.2002183
"Ames27184",0.574646024,26.89439407,4.925661707,1.180493197,79.54736499,9.707583158,32.59033036,91.27277297,124.4503759
"Ames27185",1.027435185,7.146124458,10.03275097,0.806137899,19.82189814,6.57312705,18.38316275,28.61629063,47.66515405
"Ames27187",1.612428312,10.64192798,4.04192653,0.736410668,19.37472276,1.035217466,16.21525591,21.1770123,37.77593479
"Ames27190",1.65891174,20.9115632,9.924937625,1.429745821,43.95883853,5.872109001,32.8707788,51.40599717,83.96227974
"Ames27191",0.530079489,8.872848138,7.807148037,1.683480171,48.71344293,7.150666356,17.31410116,57.7474738,74.9855757
"Ames27192",0.304516495,16.46251649,16.41623861,2.599305468,55.8655051,-0.426164802,33.21943296,58.03221753,92.01137212
"Ames27193",0.949203139,17.02404482,11.62935218,0.389047899,17.04067051,7.843023768,29.45427774,25.22751621,55.35977322
"Ames27194",2.201312394,22.12518361,8.26754959,0.526587778,24.7932488,2.049330023,32.36932672,27.54956687,60.64639372
"Ames27196",0.87320391,18.24561478,12.1402231,4.075995509,73.79840568,8.313482156,31.23003927,86.57327709,118.0955021
"Ames27450",0.630324963,6.022906107,14.77632501,-0.141618036,10.18594057,NA,21.5983683,27.72839752,50.0723929
"Ames27451",0.37015862,9.762767413,12.58905029,-0.071131073,2.17343501,4.192099777,22.97879148,6.233148276,29.28017378
"Ames28170",2.054916453,33.01098464,4.970958146,5.408880943,89.4167903,2.639439278,39.01075876,96.95379978,136.3437899
"Ames28185",0.965385395,15.49339048,9.654097045,0.98775845,27.79545704,4.825638867,26.24804978,33.86570406,59.97929794
"Ames28290",0.67702221,18.61092517,9.421014641,1.00499039,39.75483894,2.84019445,28.71626695,43.56179491,72.94147891
"Ames28291",0.355568432,5.594906908,10.66466239,1.311298055,40.84299591,11.14420554,16.50027797,53.16791385,70.40775726
"Ames28360",0.271019433,9.884189421,7.968095861,0.626245208,32.06148986,19.08549252,18.18256205,51.81802477,70.28886356
"Ames28361",2.386988617,16.59195019,9.80242556,0.850872187,51.27134351,-0.193051974,28.87010746,52.07145322,81.1731418
"Ames28362",0.382844919,21.3183468,4.539063667,3.562294278,63.31755014,3.866300195,26.16090331,70.91303355,97.04117739
"Ames28365",0.29367955,9.741994218,8.089258937,2.581346455,96.14481321,0.34309272,18.02822634,98.95591231,117.7295516
"Ames28366",0.490785968,17.73299134,3.391832385,1.046528934,34.74701349,1.320813471,21.85288456,38.1107805,60.64429425
"Ames28367",1.206525299,9.228085666,12.06536289,0.406182825,18.89728537,6.609553093,22.8638232,26.29557591,49.21146307
"Ames28411",0.306933481,4.630580569,7.698803598,0.696230325,18.92632929,4.522314419,12.84853499,24.13659384,36.88346794
"Ames28412",2.136564541,38.72176186,6.811045354,0.867396013,35.7927871,1.609113552,47.92292285,38.35051226,86.66207436
"Ames28413",2.844572215,38.89910809,5.384717088,1.696072723,51.92854272,1.027062672,47.06715223,54.73718051,102.6337036
"Ames28414",0.478930243,36.19762895,11.31373311,0.857371013,44.1213905,10.48514195,47.88221985,55.33264128,103.6182648
"Ames28415",0.472485641,41.67164771,11.40195242,1.264157069,58.20952348,9.913453302,53.81682125,69.42420242,122.8139773
"Ames28418",0.587856774,13.80530854,9.18093237,0.679615113,9.961286566,4.298777819,23.88020806,15.02377904,39.33243822
"Ames28419",1.088766975,26.15376307,8.632592708,1.726089324,33.98289891,1.381081374,36.03332206,37.10502,73.45667964
"Ames28420",0.843775296,28.34659491,8.907619858,1.379895504,33.10201846,1.525708885,38.24641301,36.42035994,75.38370652
"Ames28421",1.445605439,37.96153762,12.0191226,6.690860603,64.45289584,6.147806512,51.91009386,77.43487888,129.8071837
"Ames28422",0.737628541,23.64596756,8.251626997,3.552882713,38.26695788,3.996525801,32.55817743,45.90769063,79.21002381
"Ames28423",1.120646848,28.54249469,8.995935629,4.222048421,35.34888032,2.558792759,39.10230505,42.41106993,82.33538375
"Ames28424",0.261502061,9.722709965,4.157853885,1.269858583,34.71785444,8.073817429,14.48943607,44.13392399,58.26096058
"Ames28425",1.640577299,24.07142335,7.091933399,1.517268452,52.43572603,1.163323259,32.59245202,54.88844724,87.93688247
"Ames28426",3.186338255,31.76502771,5.23807734,1.269576327,53.08423691,1.218235566,39.9611024,55.78775744,96.27730861
"Ames28927",0.429568488,8.433346701,7.03303928,0.540510707,19.65808093,0.993924131,15.81089589,21.24105812,37.25884316
"Ames28928",0.947458779,12.51441513,8.054951901,0.60139576,28.0121139,4.196357807,21.90409964,33.2540102,55.08759663
"Ames28929",0.362299026,13.4615619,10.06337187,0.839930523,34.17038571,5.607000916,24.27827179,40.79579961,64.85860015
"Ames28930",0.228268295,9.12507655,11.03845462,0.930864992,39.60967237,6.984747939,20.72671536,47.82911609,68.41513074
"Ames28931",0.219465372,9.049033141,7.365557254,0.942570205,53.38229988,5.77934137,15.99326421,60.00845776,75.92227688
"Ames28932",1.311835031,35.22712913,4.329287259,1.153271322,22.6227381,1.504567679,40.68557186,25.18794321,66.19581269
"Ames28933",0.768281268,20.08480615,8.241592443,1.340938473,39.99786509,3.047683852,29.67652436,44.54627856,74.08381252
"Ames28934",0.322985719,14.85603387,8.478576655,3.839148152,66.85964844,1.612604142,23.98017396,72.11781552,96.12156326
"Ames28935",0.195939356,15.27064983,6.856044878,0.259333866,11.13640889,1.549969342,22.5129309,13.10198844,35.3561338
"Ames28936",0.492181677,8.770859639,13.3373242,0.216267664,2.707801594,9.066593116,22.86885803,12.20786649,35.05335871
"Ames28937",0.30512681,15.87529553,7.422124998,2.253751685,57.73084707,0.756548147,23.69851036,60.89008071,85.11606946
"Ames28938",0.288978721,6.804082679,6.622816745,0.49956877,21.68591168,7.042986398,13.92990677,29.83489187,44.19028013
"Ames28939",0.384829519,19.17073608,13.20001654,3.111320912,64.2339536,13.42824417,33.04729557,80.68574362,113.9023734
"Ames28940",0.727392807,20.45721033,6.744120838,1.985807777,66.69886685,6.170941215,27.76988403,74.80604465,103.338611
"Ames28941",0.815327835,34.12953843,5.360777276,0.366436932,17.45520661,2.562465657,40.3789514,20.45224711,61.73088275
"Ames28942",2.310431258,16.04726668,17.29115208,0.875682499,27.26210044,9.465910894,35.92796438,37.82611362,74.1977327
"Ames28943",0.428284979,18.68519064,5.113154576,1.738208993,52.01550842,3.07338142,24.40336409,57.00418484,81.45478254
"Ames28944",0.339842546,11.71252626,3.900020351,2.588400049,51.20987903,3.782208946,16.05709447,58.50148361,75.02142032
"Ames28945",0.634919587,21.74566534,7.135767595,1.042369989,40.71217073,6.153394199,29.60404779,47.80123086,77.29431126
"Ames28946",3.60898035,49.84217736,7.731458069,2.145630003,72.09223398,0.676795246,61.04887116,74.88801567,137.0426787
"Ames28947",3.903424559,44.50290863,7.910675973,2.62522526,76.14958936,0.16142049,56.42283036,79.74862051,136.5243686
"Ames28948",1.851970787,17.14771785,6.731856179,1.13599227,51.64519885,1.017902912,25.62226333,54.14553786,80.55140885
"Ames28949",2.444948984,21.2424053,7.937863577,0.744457048,35.9475724,5.134034763,31.65777636,42.25292784,74.14742765
"Ames28951",2.162530285,17.46527774,8.917153333,5.288324517,51.27761852,5.121541933,28.39816648,61.58315977,90.96479181
"Ames28952",0.505001006,12.48096525,4.719408298,0.644944194,18.50980391,1.588949044,17.96067579,21.1927601,39.10625746
"Ames28953",0.940587521,13.16681963,10.9272742,0.81990048,20.06482833,6.702240733,25.18628658,27.87638293,53.83559799
"Ames29394",2.652423849,29.42188619,7.650555935,0.787392201,72.03419171,3.704446395,40.09502421,76.90882839,116.7924444
"Ames29451",0.49688882,7.210046646,9.293957592,0.682844852,19.94747106,6.502107817,17.26973638,27.113488,44.1412449
"Ames30531",0.388188935,8.124899687,6.665399,1.779290343,42.18335963,1.944098664,15.28784823,45.71321702,61.4405024
"Ames30533",0.50027178,17.96328017,7.034916537,1.515337147,58.87768934,1.260445061,25.90465314,61.86583925,87.07719147
"Ames30855",3.475480026,26.25737871,4.428353222,1.930250959,30.3370552,2.422179591,34.43915039,34.80244189,69.53540868
"Ames30856",0.2255131,9.763311038,5.281452011,0.756249713,32.26628755,6.611888562,15.57977399,39.82840672,55.16399529
"Ames30857",1.411220653,37.24511422,11.94519643,1.447967218,40.78540575,4.741943451,50.59215602,46.80177924,97.57339178
"Ames30862",1.010280111,34.09080324,8.687182067,2.091537672,83.05381328,4.984672971,43.22347511,90.07198759,134.064602
"Ames30864",NA,41.17606062,15.6233191,2.687235294,43.48806916,25.22163455,64.83672819,71.30511868,136.756744
"Ames8399",1.149005544,17.42611189,5.475850069,0.97116227,53.45787562,10.48157446,24.06674062,64.95097941,89.34504536
"CIze127",0.173848154,2.802637571,8.79795516,0.656890409,21.78176681,10.27794677,11.97922777,32.67420662,44.62085307
"CIze21",0.265031829,5.480627543,10.95570277,1.666739467,40.91252868,13.0819297,17.58847744,55.58174476,73.14709153
"CIze23",0.931214515,20.59587996,12.71291243,1.290848501,41.34796049,7.770838163,34.36840118,50.59378878,85.29968021
"CIze27",5.036077918,60.35611559,12.78669656,1.567336008,65.79305742,14.45083041,79.75152139,81.83105192,161.9926461
"CIze28",0.28749089,8.603613303,5.009946995,1.8284104,35.42193973,5.700843177,13.79017248,42.91067665,56.8518776
"CIze29",1.010377331,12.34100005,7.504953846,1.518063351,64.75031158,0.423531674,20.95686201,66.40158015,88.37955947
"CIze317",0.348792619,7.479386999,13.3346593,1.607809958,36.30558534,13.87624587,21.35978716,51.85451653,73.15501901
"CIze38",3.819975375,30.85624359,4.60124016,2.165836711,60.2973922,3.001991179,38.82408779,65.38615177,104.8940326
"CIze40",0.542074321,12.43386742,5.403832255,1.092687858,60.7908616,6.369006386,18.27865412,68.52252811,87.23730552
"CIze42",2.143411532,20.9119835,10.23312714,7.650236773,62.40593793,8.063779562,33.41196765,78.92916482,112.8702827
"CIze45",1.978649808,19.63630528,15.53285765,0.428065484,17.86347755,5.895602957,37.12412225,24.360158,61.95431549
"CIze49",0.907038737,23.98744119,4.832769346,1.173206501,21.4067359,1.830356987,29.93737463,24.51010875,54.90869428
"CIze64",0.849935425,21.01245455,10.00383436,0.384176155,12.15956608,4.12688957,32.15432338,16.80438578,48.9705218
"CIze81",1.55535759,19.91341493,12.43889616,0.463479529,26.25061695,13.75704992,34.03402813,40.54079028,75.16825699
"CIze82",0.804840622,20.62658982,6.490076387,0.59491872,35.58525261,5.064480245,27.70631146,41.31042131,69.45708701
"CIze83",0.693534565,4.099006627,8.437003556,1.009910989,47.99302162,9.935152982,13.48383747,58.9967267,72.60418213
"CIze85",1.33155465,29.882461,4.302255654,1.138540507,43.87191615,4.564872451,35.83694108,49.33442548,85.25359336
"CIze86",0.047211596,2.255040575,3.32689368,1.078338706,48.20603254,3.884944856,5.62421382,53.01864843,58.72500606
"CIze89",1.034428303,23.54513325,5.280478493,1.62667609,30.89108489,1.405633377,29.83770807,33.87996173,63.64755801
"CIze90",1.204510567,19.94007572,10.5297042,1.989971501,41.99240484,6.696769041,31.87907737,50.63674801,82.38230545
"CIze91",1.917854975,25.81895359,10.29570296,2.653573525,47.15322459,4.267487963,38.312371,54.08493349,92.23316029
"NSL117226",1.873725504,23.76224859,6.652170226,1.937057968,85.5678986,9.903896779,32.48266808,97.87298511,131.1886871
"NSL174429",0.210830896,6.601646915,8.419674059,0.739676671,31.29077552,14.4092358,15.33591316,46.20467968,62.35146253
"NSL197104",1.150515428,14.77513123,7.374687818,0.659783187,37.01995889,2.228706131,23.36062756,40.29370517,64.19913092
"NSL197105",0.15157771,2.735542276,8.353679387,2.457910065,37.49886927,4.299232645,11.38011943,43.86566521,55.82745164
"NSL197106",2.378127991,24.90367317,11.5588129,2.878801383,57.90581357,12.58741242,38.95154609,73.46669903,112.5022914
"NSL22628",0.131251459,6.825336768,7.272953568,1.061088366,36.73740628,1.836265622,14.270567,39.09662366,53.89792736
"NSL22629",0.872796635,33.14302404,5.814902229,4.194807361,58.24619716,1.014852818,39.49319706,63.26413293,103.3487614
"NSL22630",1.755385793,35.94541534,4.891635423,1.838707508,60.49679745,0.336455543,42.62763217,62.52434678,105.105751
"NSL22631",0.179055518,1.720778732,5.231167561,2.187148985,44.73779995,13.8317844,6.088522943,60.81616253,67.26223887
"NSL22632",0.461437117,5.892250411,10.41701416,0.925348286,43.30151206,6.834524759,16.81171445,51.14019746,68.09847125
"NSL22633",0.533789594,19.74315964,5.865687436,1.881994484,54.1676478,0.272641546,26.00761712,55.9577981,81.71813091
"NSL22634",1.478096891,38.73791653,4.292158728,1.198791596,20.77151189,2.079327847,44.34366213,24.07776986,68.59058001
"NSL22635",1.238880561,24.38784262,16.66042696,0.358381108,15.00176492,14.59933063,42.44642609,30.01013765,73.30428966
"NSL22983",3.456895256,45.43218633,6.22708442,0.827588965,43.18278142,8.120886994,54.63413782,51.74457606,106.6148591
"NSL22984",0.400312091,15.28704259,12.86477744,0.253193633,9.254185541,16.4595573,28.08724476,25.7471352,55.15223572
"NSL242483",0.389597581,6.828862745,6.906593825,0.124702062,7.370574817,4.322384575,14.27463576,11.41773109,25.72618446
"NSL243016",0.424334022,12.41484478,12.08874113,0.722732204,25.32463491,9.232714145,25.19597542,35.30693514,61.3010423
"NSL250299",0.486751646,27.42670302,10.19031666,0.447788,29.00284925,2.531171009,38.32732308,31.92644465,70.5801064
"NSL28965",1.332558867,18.87511751,10.68177896,1.818809523,49.85487629,15.19691181,31.08306574,67.68690633,99.13312458
"NSL28966",0.656583612,16.32058538,8.472692471,1.805118055,42.75943113,6.771810076,25.60996051,51.81785089,78.17073237
"NSL28967",0.265841039,10.13583736,5.408378863,2.268805314,82.48032652,1.732531843,16.01746147,86.83473487,103.7145772
"NSL28968",1.622929015,19.01248583,6.895685408,0.513962026,12.17003199,0.893017578,27.49240337,13.42438044,40.99812223
"NSL29282",1.5947978,16.32014451,6.087388038,1.059262432,56.05442328,-0.879165899,23.94085766,55.91977096,80.74030074
"NSL29284",0.534831877,2.691243141,8.627455476,3.64011549,48.06743682,6.659284557,11.98686668,59.02424946,71.34553498
"NSL29285",0.31487087,7.892992906,4.538603322,0.469643807,16.72093421,4.931984839,13.44723574,22.02608121,35.2187991
"NSL29287",1.044705387,10.55700762,7.125323619,1.849749616,44.43284441,NA,17.20418378,54.26130464,71.50894138
"NSL29303",1.896739208,19.0496786,8.601865126,0.365470463,21.99011735,0.134061583,29.76738778,22.12468679,52.57259967
"NSL29304",2.434682714,32.70135367,9.517568426,0.325666647,16.60717318,0.505832498,NA,17.25899252,61.74837141
"NSL29305",0.724528091,24.20042608,4.88841287,0.635507424,43.15601656,7.83287132,29.86983087,51.83914335,82.20261755
"NSL29314",0.432427357,19.67996981,8.737330327,1.079885972,57.77995088,10.51706954,29.05872548,69.3641314,99.15909275
"NSL29316",0.178460247,3.656276873,11.04823109,1.080836904,43.30226899,13.27172467,16.7722402,57.76174167,74.57279102
"NSL29319",0.477446767,4.038637701,4.488110611,1.131475135,47.012607,0.800481268,9.186061419,49.00720723,58.07680559
"NSL29898",0.107828822,7.816644288,3.200932143,2.094871058,75.60089131,-0.076745167,11.23935012,77.8443465,89.77300119
"NSL30046",2.08374848,14.63468933,6.825125823,0.698354725,36.01923594,-0.150201536,23.93520913,36.7995404,60.61229897
"NSL30053",0.546322685,9.381793504,6.632068023,0.457167909,17.41616496,4.707537582,16.34945881,23.06432549,40.4415852
"NSL30055",0.611142926,11.48514771,8.053307713,0.113761935,18.44370099,0.872350135,20.2304601,19.51085537,40.46981214
"NSL30056",1.029576457,7.72740157,5.224959352,1.892461467,45.82180532,1.986574982,14.18410403,49.37032713,64.01534187
"NSL30058",0.077768408,5.28204641,4.047420021,1.873657387,63.6393465,0.507377288,9.631978254,65.63349349,75.6943766
"NSL30059",0.220584645,7.58120823,8.50839534,0.153867501,24.38929092,8.942874506,16.15035563,33.5321446,49.98024157
"NSL30060",1.168510646,21.37659222,5.39850547,0.311036828,15.72952085,-0.025148815,28.47622607,16.39272317,45.21689108
"NSL30062",1.402585649,32.72626543,3.815066749,1.625359515,41.96724057,1.603125399,38.05518367,45.20811935,83.51693493
"NSL30063",0.768490742,15.33323592,5.706634036,0.592303846,23.16777651,0.863900477,21.79804881,24.76258906,46.93455375
"NSL30064",0.692858782,15.13665654,3.25774067,2.375230853,56.88918478,0.645579259,19.16621531,60.63320074,80.01049876
"NSL30065",0.617931166,27.16114121,5.069774557,0.390174417,39.07567684,5.405521974,33.16986776,45.15855792,78.74523747
"NSL30066",0.091731937,1.792102032,4.251724848,0.429302351,44.66488415,11.21201031,6.257460793,55.76366292,62.37235204
"NSL30067",0.339897547,7.53263799,8.092562625,1.161704499,26.19792459,6.944029652,16.35796756,34.33458299,50.53118735
"NSL30068",0.476969653,7.616878704,8.634374886,0.077088945,4.941521196,8.755049135,16.59551024,13.74440994,30.30656515
"NSL30070",0.163693739,10.45565004,9.69019021,1.035824423,43.13590178,8.036929673,20.30894283,52.68976078,73.63656434
"NSL30071",1.139051643,22.27755607,9.22367887,0.437882567,14.46584676,4.752712025,32.90374203,20.46427032,53.64378809
"NSL30073",0.213715389,10.86796025,12.84256935,0.519773288,26.85018514,5.229774069,23.83358509,32.53740763,57.05320942
"NSL30074",0.602217228,18.76534708,7.401952283,2.70555071,37.92032504,1.974662027,26.87825207,42.73979906,70.23772823
"NSL30835",0.345240662,15.55836215,5.654761173,3.448347405,82.93366668,2.400377404,21.84993381,88.9927818,111.4697858
"NSL30861",0.587762391,11.56933845,5.016364079,0.995244437,31.34762068,1.139688716,17.34375449,33.50116687,50.8490235
"NSL30862",1.451504554,45.33887668,10.79045137,4.152722954,84.88255329,17.13025996,57.5283074,106.4262407,164.32133
"NSL30863",1.298039217,13.58228396,4.903870675,0.769786709,19.90703179,1.471086644,20.05172859,22.75809451,43.5743263
"NSL30864",0.832296052,5.680792136,8.162270186,2.873480657,41.94645607,6.047168692,14.93564858,51.83372482,66.67218197
"NSL30865",1.370515502,11.77146242,5.744801784,0.580334273,15.51799609,2.948530964,19.08196717,18.88421372,38.60877987
"NSL30866",1.262351007,9.351683116,1.316737038,2.06453279,18.2255995,-0.269262235,12.15880659,20.06743527,32.62295005
"NSL30867",0.751096075,14.05393129,7.868179619,0.211429895,10.74993055,-0.201291413,22.27744098,10.5264298,33.54449024
"NSL30868",0.57563795,9.727909504,NA,1.758271454,47.29335087,20.13793219,35.37057849,69.46643122,104.8863833
"NSL30869",2.158221436,29.39143789,5.09263383,3.77308814,95.82069643,4.962354177,36.76049621,104.0420039,140.8550993
"NSL30871",0.350043663,14.53213038,0.885295023,2.47965295,55.25168678,-1.270475474,17.05448594,56.19564502,73.24686032
"NSL30872",3.160857263,23.79513522,8.374066429,0.524608277,18.20172509,6.898611675,35.33856011,26.06027172,62.40349959
"NSL30873",0.284289342,9.181053704,9.065498491,0.20299764,7.789825646,20.04554739,18.53066399,28.44834641,47.40106356
"NSL30874",0.578038543,12.52965061,6.849001741,6.698950019,NA,3.875904346,20.15182137,NA,205.3592032
"NSL30875",0.885202813,22.36069932,5.245229433,9.802687617,156.5792641,2.124369719,28.57327513,168.4421978,197.0786407
"NSL30876",1.366643656,26.16157292,7.326156678,4.894547751,102.8024953,NA,35.03684319,135.0346815,170.5219075
"NSL30877",0.949659784,22.2044642,6.709635559,NA,158.9128037,2.718888077,29.76914263,174.8429851,205.1356909
"NSL30878",0.370971404,16.20370399,4.547264915,0.347396564,13.33030087,0.536975818,21.60637185,14.43417707,36.30447835
"NSL30879",1.278013132,16.38796811,4.629416156,0.734185353,31.10136074,-0.424919358,22.2779403,30.9670244,53.99991239
"NSL30880",0.240031376,4.748268079,6.803336381,0.195411747,12.8367414,5.235818531,12.07877837,18.33771914,30.54584733
"NSL30883",1.284946109,9.142021561,8.800301888,0.771909681,18.99384138,5.139832398,19.2045358,25.19995642,45.31355215
"NSL30884",0.724087789,19.33618252,8.002446947,0.838679876,32.88499504,3.558026043,28.2099455,37.24607915,66.18247105
"NSL30885",2.164811108,8.717319347,10.12359209,6.112034276,51.22831621,6.6534393,19.7570115,63.87868703,84.04029886
"NSL30888",1.253173007,15.19107278,8.415518711,2.140290815,40.57218097,4.254902731,23.96389797,47.27819262,71.78517135
"NSL30890",NA,24.41171998,9.618939763,1.690691143,46.84277121,13.0460835,39.15010874,61.3942898,101.0425715
"NSL30891",0.447768885,9.355385061,8.582828651,1.083228755,29.55593734,8.988716008,18.49952553,39.32332939,58.56018175
"NSL30894",0.716198283,15.21305777,7.401536042,2.21407948,69.39419164,-0.989483003,23.01742787,70.58116768,94.65478177
"NSL30895",0.524852622,18.22411487,4.012875666,3.562291927,78.83259935,1.193771603,22.99969905,83.76811775,106.9343316
"NSL30896",0.343103526,12.3888512,1.215387861,4.259708139,90.61156396,-0.190813637,15.51039306,94.59015091,110.8552332
"NSL30898",0.692205822,19.07307618,3.929882177,0.476697776,18.56410844,1.050269654,23.83773285,20.95002026,45.69339067
"NSL30901",0.147451465,2.721463191,10.18209305,3.736017828,82.80386198,7.744672344,12.09756658,94.10475135,105.9146275
"NSL30902",0.150092432,4.002182692,9.68845051,2.651917323,65.36066774,5.269888768,13.81546794,73.12537048,87.68364021
"NSL30903",0.55045528,4.143267105,5.502555085,0.832291445,27.82896103,0.25981846,10.05742846,28.89478938,39.40445464
"NSL30904",0.771532729,23.56410029,8.317031889,1.172420817,55.30348207,6.007251886,32.91932748,63.08599391,96.9370006
"NSL30905",0.179897614,4.792073371,6.034197119,0.322813496,25.94145085,2.444612532,11.44938523,28.90626557,40.69645248
"NSL30906",0.541066939,17.86338545,11.23307424,4.628186803,64.79813249,9.516366331,29.65232487,78.8655784,108.7293524
"NSL30907",2.515579649,30.80671105,5.805790762,2.071516583,41.8259015,0.494307423,39.34155,44.31295702,84.44217385
"NSL30908",0.750335799,14.23680424,4.739730359,0.757605984,24.69103082,-0.603688779,19.83512996,24.67041894,45.06114391
"NSL30909",1.250895985,19.04109728,10.79087516,3.503715245,95.11139496,-0.993873998,29.40975111,97.6652379,126.7614686
"NSL30910",0.823759132,13.72343652,4.973192581,0.389527478,20.24387059,0.33368318,19.42236964,20.99560264,41.10147899
"NSL30911",1.209335281,9.950915506,13.93811053,3.399638559,59.80025544,11.99766168,25.64258115,75.39741466,101.4058186
"NSL30912",0.479725845,21.22530616,9.4296424,0.876348816,37.04949188,-0.42720042,31.1465728,37.45301542,69.19172923
"NSL30913",0.49203789,19.01668657,10.37869599,0.506829065,23.96801336,9.150399369,29.48734485,33.59314607,63.80181276
"NSL32720",0.851410888,6.639433805,3.868122308,1.340386757,55.02758701,3.379193742,11.38704446,59.49046703,71.71496585
"NSL32722",0.574233182,12.05142734,5.986914736,0.099413647,19.09631622,3.383947291,18.71526636,23.19157308,42.50536802
"NSL32723",0.914484831,19.61278735,4.725358558,3.998640613,59.16319577,1.137825544,25.30172924,63.8673971,90.13886698
"NSL32725",1.828254581,10.58299022,9.454374278,3.045351983,46.43385673,9.170391145,21.52054056,58.78486515,80.8340451
"NSL32726",0.766125516,34.14518811,13.93791973,0.583482846,46.89998426,6.016424587,48.89988758,53.18681816,103.0741463
"NSL32727",0.674320581,26.17817845,7.53461324,0.579087862,41.72456861,2.409697964,34.70144956,45.180726,80.43756358
"NSL32728",0.803867466,17.9634147,5.783401729,2.491964139,60.29170121,3.3899319,24.62132319,66.30360195,91.84694792
"NSL32730",0.344119022,6.454826264,6.797034156,1.110105787,46.25461742,8.136941215,13.6849885,55.514116,69.70440797
"NSL32731",5.762033276,36.06115996,4.049344962,1.155787433,19.57142073,0.974052511,46.07084526,21.42837046,67.63994036
"NSL32732",1.055994598,4.483366997,6.529886231,1.285493279,32.53529632,2.655682983,12.06521348,36.73459119,49.32816486
"NSL32733",1.724444228,5.030514251,11.89430339,0.088960341,3.552313715,8.520223395,18.60173054,11.67727607,30.34774129
"NSL32734",0.424578481,10.56077112,5.761240764,1.825303951,59.27798828,11.17856106,16.78293275,71.93494448,89.1545203
"NSL32736",0.489657481,12.54023949,4.403608401,1.435231677,50.23195222,5.739773692,17.56610441,58.12331374,75.74737636
"NSL32738",0.707208145,9.970399518,5.574690588,1.202971654,37.81863458,7.679173292,16.44427126,46.84989362,63.69473918
"NSL32739",0.518317756,7.488288468,5.027859607,0.478269251,43.61760547,1.447736437,13.13791426,45.8475397,59.44788843
"NSL34374",0.61738704,16.46357823,4.026207971,NA,NA,1.04146685,21.39419116,NA,NA
"NSL42804",0.210402074,4.348558624,5.706737243,0.788500895,42.47377686,7.56204734,10.87503958,50.92022764,61.5805579
"NSL42872",0.52688657,3.216805839,7.600632258,0.485075984,23.19914843,6.558520244,11.54263174,29.96985445,41.72128255
"NSL42873",0.415205671,30.22166444,10.49948535,1.078071996,39.45331888,9.286723654,41.13055051,49.89509666,91.37182861
"NSL42874",0.388988867,4.733647666,11.06089394,1.277732062,30.55761907,10.84418047,16.4222846,42.61320991,59.24110895
"NSL42875",1.010146676,19.88093517,2.785312502,0.157518294,10.58869292,0.213668218,23.87277986,11.0517721,35.08519161
"NSL42877",1.115243686,48.18694121,5.96108899,1.228535238,49.33829875,2.116611537,55.40999012,52.90191548,108.5836127
"NSL42878",0.286618198,7.660810331,9.294690046,1.536652827,40.73185461,8.092933023,16.92045979,50.47221749,68.05740745
"NSL43597",1.540479171,28.93884502,13.48173749,0.737909974,35.72557362,10.72174319,44.13943083,47.20310959,91.52698112
"NSL437871",1.061928689,41.86226678,7.58509081,3.265736114,76.84373789,-0.307596264,50.58381,79.55943809,130.3867663
"NSL437877",0.034907207,2.059126928,6.260862421,-0.025913193,3.440619017,5.700412407,8.42756374,8.866009058,18.12957937
"NSL437878",0.11926955,3.07114349,6.591511928,0.060830096,6.309976762,5.895913091,9.817316912,12.30266528,23.08590799
"NSL437879",0.473981372,3.321989286,9.476626333,0.566489145,31.16459656,5.574236591,13.49885443,37.5185001,51.53075889
"NSL437890",0.237561461,12.53709969,12.50579279,0.415579358,20.45008479,7.118695967,25.52564283,28.0384121,53.37270273
"NSL437891",0.047860941,1.982626828,5.61365513,0.184760609,7.668067031,3.498002217,7.901671194,11.71816567,19.21105692
"NSL437893",0.675354153,25.58916512,7.350357541,1.542765819,57.38904861,1.76156293,34.05217115,60.74091053,94.79102128
"NSL437895",1.350282713,6.650364391,6.152236976,1.674144246,29.51775795,5.701828816,14.33426912,37.06870884,51.41555475
"NSL437896",1.635378507,25.97444483,8.04516522,1.424138703,42.67868517,5.923843444,35.61157003,49.91717289,85.71396646
"NSL437897",1.064834424,23.87201939,10.42985903,2.421509314,55.19119956,7.789901195,35.32029928,65.40271393,100.510265
"NSL437903",0.246178468,10.6866187,4.7744846,0.821399907,29.61793004,1.861849945,16.0335867,32.5929822,49.29162648
"NSL437905",0.287898214,9.930037795,11.6917957,1.52436072,47.79837896,3.801111973,21.9916733,53.19452527,75.46296679
"NSL437907",2.299011096,30.07487012,NA,4.004405677,41.63591734,8.162108839,51.95707033,53.85436854,105.91931
"NSL437908",0.419824863,8.346329944,5.117080189,1.120181068,35.1651669,1.096578239,14.18873256,37.63346224,51.95070964
"NSL437909",0.578767355,19.20094797,7.210285947,2.435831965,56.33174805,1.332311472,26.10229052,60.23861772,86.59717648
"NSL437910",0.73061858,24.37148093,3.386511523,3.925227222,64.95903503,1.24987955,28.83590529,70.17911007,99.44624183
"NSL437913",0.861256826,24.14359807,13.51917291,9.046219448,71.16759655,8.085327304,38.50999978,88.17887281,127.3732299
