"Plate.Number","Envelope","PedId","RecId","Source","Gen","Pedigree","ID","Year","Tier","Plot","Range","Pass","New_Block_Pass","New_Block_Range","Comments","Event.Name","Seed.Packaged.","Grind.Tube","Position.in.plate","HPLC.Datafile","d.Tocotrienol","g.Tocotrienol","a.Tocotrienol","d.Tocopherol","g.Tocopherol","a.Tocopherol","Total.Tocotrienols","Total.Tocopherols","Total.Tocochromanols"
"Ames17_Toc-01H","Ames17-EN-0605",3876308,3875123,"17SJMY:0605",278,"CM99","Ames 27031",2017,2,605,5,36,5,2,"0","0","Yes","Ames17-GT-1575","E06","Ames17-01H_Ames17-EN-0605_CM99_69.lcd",1.045759327,41.72607523,10.0165493,0.064344858,6.184018155,3.90108996,52.78838385,10.14945297,62.93783682
"Ames17-Toc-08H","Ames17-EN-0676",3876378,3875193,"17SJMY:0676",149,"A498","Ames 23442",2017,2,676,6,36,5,2,"0","0","Yes","Ames17-GT-0492","H07","Ames17-CT-08H_Ames17-EN-0676_A498_107.lcd",0.508484265,25.09778148,7.148708174,1.677660699,52.85593359,1.513573465,32.75497391,56.04716775,88.80214167
"Ames17-Toc-09H","Ames17-EN-0685",3876387,3875202,"17SJMY:0685",280,"4655 INBRED","PI 415089",2017,2,685,7,36,5,2,"0","0","Yes","Ames17-GT-1284","A02","Ames17-CT-09H_Ames17-EN-0685_4655 INBRED_10.lcd",0.478412762,14.23632977,7.9766437,1.351612128,47.93609738,1.713086095,22.69138623,51.00079561,73.69218184
"Ames17-Toc-18H","Ames17-EN-0756",3876457,3875272,"17SJMY:0756",244,"MS89","Ames 24722",2017,2,756,8,36,5,3,"0","0","Yes","Ames17-GT-0679","B07","Ames17-CT-18H_Ames17-EN-0756_MS89_29.lcd",1.316180594,22.75659638,5.261303624,1.319217568,41.75558133,4.720532422,29.3340806,47.79533132,77.12941192
"Ames17-Toc-18H","Ames17-EN-0765",3876466,3875281,"17SJMY:0765",346,"W 6728","Ames 22064",2017,2,765,9,36,5,3,"sweet corn","0","Yes","Ames17-GT-0593","F04","Ames17-CT-18H_Ames17-EN-0765_W 6728_80.lcd",0.404121895,28.28808283,6.440221671,1.768346149,64.95832916,6.902650348,35.1324264,73.62932566,108.7617521
"Ames17-Toc-13H","Ames17-EN-0837",3876535,3875350,"17SJMY:0837",1248,"PHW86","PI 543850",2017,2,837,10,37,5,3,"0","0","Yes","Ames17-GT-1463","H02","Ames17-CT-13H_Ames17-EN-0837_PHW86_105.lcd",1.225065575,13.70971757,7.222384432,4.883089115,51.04876427,1.17579521,22.15716758,57.10764859,79.26481617
"Ames17-Toc-13H","Ames17-EN-0844",3876542,3875357,"17SJMY:0844",340,"Oh51A","Ames 23922",2017,2,844,11,37,5,4,"0","0","Yes","Ames17-GT-1729","G09","Ames17-CT-13H_Ames17-EN-0844_Oh51A_99.lcd",0.54788896,12.93522309,10.90937641,2.879529792,66.18693248,0.846501276,24.39248846,69.91296355,94.30545201
"Ames17-Toc-16H","Ames17-EN-0917",3876613,3875428,"17SJMY:0917",198,"CO109","PI 587125",2017,2,917,12,37,5,4,"0","0","Yes","Ames17-GT-0156","H06","Ames17-CT-16H_Ames17-EN-0917_CO109_109.lcd",1.533419794,23.23373271,4.69630041,1.706924955,64.07736981,5.861240045,29.46345292,71.64553481,101.1089877
"Ames17-Toc-17H","Ames17-EN-0924",3876620,3875435,"17SJMY:0924",362,"A71","NSL 42875",2017,2,924,13,37,5,4,"0","0","Yes","Ames17-GT-0228","B05","Ames17-CT-17H_Ames17-EN-0924_A71_27.lcd",0.949015769,19.59987446,4.194215142,0.517629005,13.86298887,1.023465877,24.74310537,15.40408375,40.14718913
"Ames17-Toc-06H","Ames17-EN-0997",3876692,3875507,"17SJMY:0997",1287,"A632HT","Ames 23468",2017,2,997,14,37,5,5,"0","0","Yes","Ames17-GT-1469","E08","Ames17-CT-06H_A632HT_Ames17-EN-0997_71.lcd",0.303599554,7.508586643,11.90991714,0.597258053,29.73073774,9.408001595,19.72210334,39.73599738,59.45810072
"Ames17-Toc-06H","Ames17-EN-1004",3876699,3875514,"17SJMY:1004",620,"W153R","PI 587154",2017,2,1004,15,37,5,5,"0","0","Yes","Ames17-GT-1056","F06","Ames17-CT-06H_W153R_Ames17-EN-1004_82.lcd",0.162296605,5.93150262,8.589103618,0.705142553,47.26674266,11.77003945,14.68290284,59.74192466,74.4248275
"Ames17-Toc-07H","Ames17-EN-1077",3876771,3875586,"17SJMY:1077",868,"A634","Ames 19308",2017,2,1077,16,37,5,5,"0","0","Yes","Ames17-GT-1067","H09","Ames17-CT-07H_Ames17-EN-1077_A634_112.lcd",0.259346113,14.59151384,10.55449406,0.923270454,39.35866379,11.68599294,25.40535402,51.96792718,77.3732812
"Ames17-Toc-07H","Ames17-EN-1084",3876777,3875593,"17SJMY:1084",1535,"FC46","PI 257517",2017,2,1084,17,37,5,6,"0","0","Yes","Ames17-GT-0906","E10","Ames17-CT-07H_Ames17-EN-1084_FC46_73.lcd",0.569980763,14.25525567,7.102101954,1.417310619,25.16089704,2.736457188,21.92733839,29.31466484,51.24200323
"Ames17-Toc-04H","Ames17-EN-1157",3876848,3875641,"17SJMY:1157",1157,"FAPW","PI 600958",2017,2,1157,18,37,5,6,"0","0","Yes","Ames17-GT-1028","G04","Ames17-CT-04H_FAPW_Ames17-EN-1157_80.lcd",0.232053058,13.89811039,7.195546319,0.317441057,20.83329831,11.88365103,21.32570977,33.0343904,54.36010016
"Ames17-Toc-04H","Ames17-EN-1164",3876855,3875899,"17SJMY:1164",753,"Tr","Ames 26022",2017,2,1164,19,37,5,6,"0","0","Yes","Ames17-GT-1638","H05","Ames17-CT-04H_Tr_Ames17-EN-1164_94.lcd",0.074381528,8.563903691,3.791441556,0.619086061,26.68099907,1.849549855,12.42972677,29.14963499,41.57936176
"Ames17-Toc-09H","Ames17-EN-0517",3876221,3875036,"17SJMY:0517",8,"M 23","Ames 22034",2017,2,517,2,37,5,1,"sweet corn","0","Yes","Ames17-GT-1738","D12","Ames17-CT-09H_Ames17-EN-0517_M 23_60.lcd",0.996100911,34.54244782,10.86955149,8.959412145,136.4728443,12.07038158,46.40810023,157.5026381,203.9107383
"Ames17-Toc-09H","Ames17-EN-0524",3876228,3875043,"17SJMY:0524",96,"U 123","PI 369446",2017,2,524,3,37,5,1,"0","0","Yes","Ames17-GT-1682","D05","Ames17-CT-09H_Ames17-EN-0524_U 123_53.lcd",4.519335789,34.49783806,6.13760561,1.091450628,36.66977179,1.327125454,45.15477946,39.08834787,84.24312733
"Ames17_Toc-01H","Ames17-EN-0597",3876300,3875115,"17SJMY:0597",35,"C49A","Ames 27067",2017,2,597,4,37,5,1,"0","0","Yes","Ames17-GT-1883","H03","Ames17-01H_Ames17-EN-0597_C49A_106.lcd",0.709027582,18.44437456,10.28227176,0.996677842,41.13907801,2.368271768,29.4356739,44.50402762,73.93970152
"Ames17_Toc-01H","Ames17-EN-0604",3876307,3875122,"17SJMY:0604",69,"CO106","Ames 27105",2017,2,604,5,37,5,2,"0","0","Yes","Ames17-GT-1048","E08","Ames17-01H_Ames17-EN-0604_CO106_71.lcd",0.48394487,5.021427176,7.146656215,0.622662536,22.12062994,4.568114889,12.65202826,27.31140737,39.96343563
"Ames17-Toc-08H","Ames17-EN-0677",3876379,3875194,"17SJMY:0677",16,"A499","Ames 23443",2017,2,677,6,37,5,2,"0","0","Yes","Ames17-GT-1185","G08","Ames17-CT-08H_Ames17-EN-0677_A499_95.lcd",0.259887405,19.1023689,6.432906355,2.168331378,64.27901172,1.599934081,25.79516266,68.04727718,93.84243984
"Ames17-Toc-09H","Ames17-EN-0684",3876386,3875201,"17SJMY:0684",77,"S 51","PI 535917",2017,2,684,7,37,5,2,"0","0","Yes","Ames17-GT-1352","A07","Ames17-CT-09H_Ames17-EN-0684_S 51_15.lcd",0.139198368,4.28352933,12.79973905,0.465035137,23.96007563,14.13795993,17.22246675,38.56307069,55.78553744
"Ames17-Toc-18H","Ames17-EN-0757",3876458,3875273,"17SJMY:0757",245,"MS92","Ames 24724",2017,2,757,8,37,5,3,"0","0","Yes","Ames17-GT-0569","E04","Ames17-CT-18H_Ames17-EN-0757_MS92_67.lcd",0.439171673,11.23780873,9.264537812,0.582091455,15.86308958,4.687738036,20.94151822,21.13291907,42.07443729
"Ames17-Toc-18H","Ames17-EN-0764",3876465,3875280,"17SJMY:0764",114,"A223","Ames 23404",2017,2,764,9,37,5,3,"0","0","Yes","Ames17-GT-0728","H10","Ames17-CT-18H_Ames17-EN-0764_A223_113.lcd",0.877344171,13.57759096,3.974850047,8.402013214,72.95593417,0.927888042,18.42978518,82.28583542,100.7156206
"Ames17-Toc-13H","Ames17-EN-0838",3876536,3875351,"17SJMY:0838",289,"PHJ89","PI 548798",2017,2,838,10,38,5,3,"0","0","Yes","Ames17-GT-1264","F03","Ames17-CT-13H_Ames17-EN-0838_PHJ89_79.lcd",0.820996181,18.85659165,6.422366387,2.37946983,89.16632046,1.687403925,26.09995422,93.23319421,119.3331484
"Ames17-Toc-14H","Ames17-EN-0843",3876541,3875356,"17SJMY:0843",164,"MS91","Ames 24723",2017,2,843,11,38,5,4,"0","0","Yes","Ames17-GT-1723","A02","Ames17-CT-14H_Ames17-EN-0843_MS91_11.lcd",0.677477191,14.81305103,3.37348971,0.982732899,32.31990638,0.956218993,18.86401793,34.25885827,53.1228762
"Ames17-Toc-16H","Ames17-EN-0918",3876614,3875429,"17SJMY:0918",619,"Ia5125","PI 587135",2017,2,918,12,38,5,4,"sweet corn","0","Yes","Ames17-GT-0508","F11","Ames17-CT-16H_Ames17-EN-0918_Ia5125_87.lcd",0.183295978,23.6035503,8.019398137,2.834162262,97.91737207,5.181675541,31.80624441,105.9332099,137.7394543
"Ames17-Toc-16H","Ames17-EN-0923",3876619,3875434,"17SJMY:0923",372,"NO. 1019 INBRED","PI 303926",2017,2,923,13,38,5,4,"0","0","Yes","Ames17-GT-0282","G03","Ames17-CT-16H_Ames17-EN-0923_NO. 1019 INBRED_93.lcd",0.874972151,13.97700119,6.871971287,1.604819675,39.9377181,1.502327235,21.72394462,43.04486501,64.76880964
"Ames17-Toc-06H","Ames17-EN-0998",3876693,3875508,"17SJMY:0998",529,"MS68","Ames 24711",2017,2,998,14,38,5,5,"0","0","Yes","Ames17-GT-0874","H01","Ames17-CT-05H_Ames17-EN-0998_MS68_40.lcd",1.021436988,9.405923377,7.82968536,1.623543138,47.30893998,0.287596247,18.25704573,49.22007937,67.47712509
"Ames17-Toc-06H","Ames17-EN-1003",3876698,3875513,"17SJMY:1003",746,"B107","PI 597925",2017,2,1003,15,38,5,5,"0","0","Yes","Ames17-GT-0447","E02","Ames17-CT-06H_B107_Ames17-EN-1003_65.lcd",0.379138447,19.07128095,5.407644383,0.76047517,37.89927483,0.643249657,24.85806378,39.30299966,64.16106344
"Ames17-Toc-07H","Ames17-EN-1078",3876772,3875587,"17SJMY:1078",1074,"R168","Ames 19326",2017,2,1078,16,38,5,5,"0","0","Yes","Ames17-GT-1077","B12","Ames17-CT-07H_Ames17-EN-1078_R168_34.lcd",0.281941157,6.189483897,9.599630219,1.85344685,35.32093262,8.592053613,16.07105527,45.76643309,61.83748836
"Ames17-Toc-07H","Ames17-EN-1083",3876776,3875592,"17SJMY:1083",371,"T8354 INBRED","PI 267170",2017,2,1083,17,38,5,6,"0","0","Yes","Ames17-GT-0935","F11","Ames17-CT-07H_Ames17-EN-1083_T8354 INBRED_87.lcd",0.104433896,8.639169628,9.292303358,1.044768933,52.65199448,4.431039202,18.03590688,58.12780261,76.16370949
"Ames17-Toc-04H","Ames17-EN-1158",3876849,3875642,"17SJMY:1158",848,"PHG50","PI 601006",2017,2,1158,18,38,5,6,"0","0","Yes","Ames17-GT-0837","G11","Ames17-CT-04H_PHG50_Ames17-EN-1158_87.lcd",0.24134647,3.30600452,8.095812166,8.499239974,54.01419911,6.518688628,11.64316316,69.03212771,80.67529087
"Ames17-Toc-04H","Ames17-EN-1163",3876854,3875898,"17SJMY:1163",784,"A632 su/su","Ames 26762",2017,2,1163,19,38,5,6,"sweet corn","0","Yes","Ames17-GT-1519","G09","Ames17-CT-04H_A632 su$su_Ames17-EN-1163_85.lcd",0.237369216,8.985465784,14.3064469,0.857065416,27.0073792,7.931048387,23.5292819,35.795493,59.3247749
"Ames17-Toc-09H","Ames17-EN-0518",3876222,3875037,"17SJMY:0518",30,"Me 121 Wa","Ames 22039",2017,2,518,2,38,5,1,"sweet corn","0","Yes","Ames17-GT-1701","G12","Ames17-CT-09H_Ames17-EN-0518_Me 121 Wa_101.lcd",0.527476578,28.49092228,13.71738813,6.230187848,57.64882042,8.85245019,42.73578699,72.73145846,115.4672455
"Ames17-Toc-09H","Ames17-EN-0523",3876227,3875042,"17SJMY:0523",273,"4533. INBRED","PI 415078",2017,2,523,3,38,5,1,"0","0","Yes","Ames17-GT-1397","H03","Ames17-CT-09H_Ames17-EN-0523_4533. INBRED_105.lcd",2.175121768,34.66132532,8.784657131,0.523448255,6.404649621,1.795540277,45.62110422,8.723638153,54.34474237
"Ames17_Toc-01H","Ames17-EN-0598",3876301,3875116,"17SJMY:0598",186,"ND211","NSL 32725",2017,2,598,4,38,5,1,"0","0","Yes","Ames17-GT-1450","H09","Ames17-01H_Ames17-EN-0598_ND211_112.lcd",2.535103599,13.91995514,11.02569308,4.176143297,59.74216514,9.76309877,27.48075182,73.68140721,101.162159
"Ames17_Toc-01H","Ames17-EN-0603",3876306,3875121,"17SJMY:0603",70,"EP1","Ames 27111",2017,2,603,5,38,5,2,"0","0","Yes","Ames17-GT-1415","F09","Ames17-01H_Ames17-EN-0603_EP1_85.lcd",1.42609677,8.609577617,6.642585041,1.52685736,41.41127384,8.606470983,16.67825943,51.54460219,68.22286161
"Ames17-Toc-08H","Ames17-EN-0678",3876380,3875195,"17SJMY:0678",359,"A500","Ames 23444",2017,2,678,6,38,5,2,"0","0","Yes","Ames17-GT-1291","E04","Ames17-CT-08H_Ames17-EN-0678_A500_64.lcd",0.339309127,8.398530322,12.10461451,1.225645438,50.6259754,5.324985121,20.84245396,57.17660596,78.01905992
"Ames17-Toc-08H","Ames17-EN-0683",3876385,3875200,"17SJMY:0683",182,"S 63","PI 535920",2017,2,683,7,38,5,2,"0","0","Yes","Ames17-GT-1362","F08","Ames17-CT-08H_Ames17-EN-0683_S 63_81.lcd",0.127835383,4.039893674,4.997775625,1.505184712,36.64803291,6.44386001,9.165504682,44.59707764,53.76258232
"Ames17-Toc-18H","Ames17-EN-0758",3876459,3875274,"17SJMY:0758",275,"MS141","Ames 24732",2017,2,758,8,38,5,3,"0","0","Yes","Ames17-GT-0553","G11","Ames17-CT-18H_Ames17-EN-0758_MS141_101.lcd",1.11458438,29.13070199,7.754304186,1.474930859,62.04522038,2.615183361,37.99959056,66.1353346,104.1349252
"Ames17-Toc-18H","Ames17-EN-0763",3876464,3875279,"17SJMY:0763",457,"A310","Ames 23419",2017,2,763,9,38,5,3,"0","0","Yes","Ames17-GT-0552","C02","Ames17-CT-18H_Ames17-EN-0763_A310_38.lcd",2.107137695,10.48554747,2.43934187,2.702955526,47.13801241,0.791885473,15.03202704,50.63285341,65.66488044
"Ames17-Toc-13H","Ames17-EN-0839",3876537,3875352,"17SJMY:0839",386,"ND247","PI 550503",2017,2,839,10,39,5,3,"0","0","Yes","Ames17-GT-1266","F10","Ames17-CT-13H_Ames17-EN-0839_ND247_86.lcd",1.025494407,8.202508899,9.920446279,0.317321072,27.75292917,23.8474997,19.14844959,51.91774995,71.06619953
"Ames17-Toc-13H","Ames17-EN-0842",3876540,3875355,"17SJMY:0842",375,"MS142","Ames 24733",2017,2,842,11,39,5,4,"0","0","Yes","Ames17-GT-1614","H05","Ames17-CT-13H_Ames17-EN-0842_MS142_108.lcd",1.070586475,23.59327284,5.22888865,0.64317908,34.57449282,2.841823055,29.89274796,38.05949496,67.95224292
"Ames17-Toc-16H","Ames17-EN-0919",3876615,3875430,"17SJMY:0919",500,"A682","PI 587143",2017,2,919,12,39,5,4,"0","0","Yes","Ames17-GT-0316","G06","Ames17-CT-16H_Ames17-EN-0919_A682_96.lcd",0.426561839,6.513337152,6.589062337,2.491862936,52.53406047,9.293059444,13.52896133,64.31898285,77.84794418
"Ames17-Toc-16H","Ames17-EN-0922",3876618,3875433,"17SJMY:0922",1234,"NO. 1026 INBRED","PI 303927",2017,2,922,13,39,5,4,"0","0","Yes","Ames17-GT-0221","G04","Ames17-CT-16H_Ames17-EN-0922_NO. 1026 INBRED_94.lcd",0.649903302,10.87536482,9.768049019,1.363997889,28.30491587,1.800375927,21.29331714,31.46928968,52.76260682
"Ames17-Toc-06H","Ames17-EN-0999",3876694,3875509,"17SJMY:0999",243,"MS75","Ames 24715",2017,2,999,14,39,5,5,"0","0","Yes","Ames17-GT-0475","H09","Ames17-CT-05H_Ames17-EN-0999_MS75_48.lcd",0.633751677,39.55095914,10.30785387,0.285020832,12.19396103,4.038525069,50.49256469,16.51750693,67.01007162
"Ames17-Toc-06H","Ames17-EN-1002",3876697,3875512,"17SJMY:1002",401,"FR19","PI 600772",2017,2,1002,15,39,5,5,"0","0","Yes","Ames17-GT-0537","G05","Ames17-CT-05H_Ames17-EN-1002_FR19_31.lcd",1.885440702,9.301033668,16.69929354,0.453509289,36.16704209,14.90039518,27.88576791,51.52094655,79.40671446
"Ames17-Toc-07H","Ames17-EN-1079",3876773,3875588,"17SJMY:1079",522,"Ia453","Ames 22030",2017,2,1079,16,39,5,5,"sweet corn","0","Yes","Ames17-GT-1066","B10","Ames17-CT-07H_Ames17-EN-1079_Ia453_32.lcd",1.184993757,38.04850322,8.417051829,4.145502617,90.24666944,3.239389741,47.65054881,97.6315618,145.2821106
"Ames17-Toc-04H","Ames17-EN-1159",3876850,3875643,"17SJMY:1159",1158,"G80","PI 601037",2017,2,1159,18,39,5,6,"0","0","Yes","Ames17-GT-0791","E02","Ames17-CT-04H_G80_Ames17-EN-1159_51.lcd",0.285343586,14.55146839,7.842755428,0.429132963,18.28995306,3.484156693,22.67956741,22.20324271,44.88281012
"Ames17-Toc-04H","Ames17-EN-1162",3876853,3875897,"17SJMY:1162",644,"H98","Ames 26798",2017,2,1162,19,39,5,6,"0","0","Yes","Ames17-GT-0921","E08","Ames17-CT-04H_H98_Ames17-EN-1162_57.lcd",0.514552126,12.99843579,1.790227099,1.520613756,78.76622743,5.449610085,15.30321502,85.73645127,101.0396663
"Ames17-Toc-09H","Ames17-EN-0519",3876223,3875038,"17SJMY:0519",422,"A34","Ames 23391",2017,2,519,2,39,5,1,"0","0","Yes","Ames17-GT-1353","E08","Ames17-CT-09H_Ames17-EN-0519_A34_70.lcd",1.146974391,18.31573957,7.67343122,6.573460872,66.30733665,7.835457421,27.13614518,80.71625494,107.8524001
"Ames17-Toc-09H","Ames17-EN-0522",3876226,3875041,"17SJMY:0522",97,"4537. INBRED","PI 415079",2017,2,522,3,39,5,1,"0","0","Yes","Ames17-GT-1757","G11","Ames17-CT-09H_Ames17-EN-0522_4537. INBRED_100.lcd",1.442878641,33.93674321,6.343456569,2.131127224,30.83483961,6.618762341,41.72307842,39.58472917,81.3078076
"Ames17_Toc-01H","Ames17-EN-0599",3876302,3875117,"17SJMY:0599",75,"ND230","NSL 32728",2017,2,599,4,39,5,1,"0","0","Yes","Ames17-GT-1389","F10","Ames17-01H_Ames17-EN-0599_ND230_86.lcd",0.84102217,18.19823876,5.004931616,2.873743409,66.78878139,2.113861289,24.04419255,71.77638609,95.82057864
"Ames17_Toc-01H","Ames17-EN-0602",3876305,3875120,"17SJMY:0602",40,"C49","Ames 28290",2017,2,602,5,39,5,2,"0","0","Yes","Ames17-GT-1460","E09","Ames17-01H_Ames17-EN-0602_C49_72.lcd",0.737677387,19.00752258,10.3330001,1.096989695,44.33334145,1.913531892,30.07820007,47.34386303,77.4220631
"Ames17-Toc-08H","Ames17-EN-0679",3876381,3875196,"17SJMY:0679",122,"A547","Ames 23448",2017,2,679,6,39,5,2,"0","0","Yes","Ames17-GT-1213","D12","Ames17-CT-08H_Ames17-EN-0679_A547_58.lcd",0.321666946,25.85142423,6.525353537,1.89862301,26.31478058,0.694166272,32.69844471,28.90756986,61.60601457
"Ames17-Toc-08H","Ames17-EN-0682",3876384,3875199,"17SJMY:0682",313,"SD57","PI 538235",2017,2,682,7,39,5,2,"0","0","Yes","Ames17-GT-1315","D07","Ames17-CT-08H_Ames17-EN-0682_SD57_53.lcd",0.305615309,14.37932326,13.6799399,0.533404061,29.18006004,21.03044379,28.36487847,50.7439079,79.10878637
"Ames17-Toc-18H","Ames17-EN-0759",3876460,3875275,"17SJMY:0759",349,"CM155","Ames 27034",2017,2,759,8,39,5,3,"0","0","Yes","Ames17-GT-0458","E06","Ames17-CT-18H_Ames17-EN-0759_CM155_69.lcd",0.136498851,2.172831218,7.020427764,1.155573871,49.49439704,8.340183282,9.329757833,58.99015419,68.31991203
"Ames17-Toc-18H","Ames17-EN-0762",3876463,3875278,"17SJMY:0762",230,"A322","Ames 23422",2017,2,762,9,39,5,3,"0","0","Yes","Ames17-GT-0381","C08","Ames17-CT-18H_Ames17-EN-0762_A322_44.lcd",9.307335174,29.72797662,6.698582994,3.780303526,64.13211687,3.563655298,45.73389479,71.4760757,117.2099705
"Ames17-Toc-07H","Ames17-EN-0804",3876503,3875318,"17SJMY:0804",464,"A636","Ames 23474",2017,2,804,10,4,1,3,"0","0","Yes","Ames17-GT-0799","D08","Ames17-CT-07H_Ames17-EN-0804_A636_57.lcd",0.285057744,10.77716577,11.45312087,0.48058128,24.18271917,9.934125029,22.51534439,34.59742548,57.11276987
"Ames17-Toc-13H","Ames17-EN-0877",3876574,3875389,"17SJMY:0877",428,"A679","PI 587142",2017,2,877,11,4,1,4,"0","0","Yes","Ames17-GT-0994","G06","Ames17-CT-13H_Ames17-EN-0877_A679_96.lcd",1.339156075,31.40943293,6.322661937,1.074791021,19.38772532,5.00906925,39.07125094,25.4715856,64.54283654
"Ames17-Toc-17H","Ames17-EN-0884",3876581,3875396,"17SJMY:0884",678,"AD 147","Ames 28975",2017,2,884,12,4,1,4,"popcorn","0","Yes","Ames17-GT-0280","A06","Ames17-CT-17H_Ames17-EN-0884_AD 147_15.lcd",0.131679947,4.060288052,6.479661091,1.771745562,41.3932777,0.963441368,10.67162909,44.12846463,54.80009372
"Ames17-Toc-14H","Ames17-EN-0957",3876652,3875467,"17SJMY:0957",602,"LH82","PI 601170",2017,2,957,13,4,1,4,"0","0","Yes","Ames17-GT-0061","B08","Ames17-CT-14H_Ames17-EN-0957_LH82_30.lcd",1.353523284,13.1856021,4.138875758,1.785012765,46.18730678,0.747239139,18.67800114,48.71955868,67.39755983
"Ames17-Toc-14H","Ames17-EN-0964",3876659,3875474,"17SJMY:0964",607,"SD46","PI 524970",2017,2,964,14,4,1,5,"0","0","Yes","Ames17-GT-0239","C06","Ames17-CT-14H_Ames17-EN-0964_SD46_42.lcd",0.739257218,28.17858787,8.356481245,2.335522495,52.9843586,0.844765955,37.27432633,56.16464705,93.43897338
"Ames17-Toc-03H","Ames17-EN-1037",3876731,3875546,"17SJMY:1037",479,"AD 188L","Ames 28985",2017,2,1037,15,4,1,5,"popcorn","0","Yes","Ames17-GT-1394","E09","Ames17-03H_Ames17-EN-1037_AD 188L_72.lcd",0.300496984,5.348409986,4.702697124,2.416881252,35.79709881,0.708467047,10.35160409,38.92244711,49.2740512
"Ames17-Toc-03H","Ames17-EN-1044",3876738,3875553,"17SJMY:1044",612,"PHK76","PI 601496",2017,2,1044,16,4,1,5,"0","0","Yes","Ames17-GT-0890","B10","Ames17-03H_Ames17-EN-1044_PHK76_32.lcd",0.910792584,13.76550166,7.468751848,1.983387681,48.5270298,5.770642296,22.1450461,56.28105977,78.42610587
"Ames17-Toc-07H","Ames17-EN-1117",3876810,3875620,"17SJMY:1117",463,"A618","Ames 23457",2017,2,1117,17,4,1,6,"0","0","Yes","Ames17-GT-1026","H08","Ames17-CT-07H_Ames17-EN-1117_A618_111.lcd",0.267121946,3.86722316,8.768071808,1.507275427,40.71240714,6.258418316,12.90241691,48.47810089,61.3805178
"Ames17-Toc-07H","Ames17-EN-1124",3876816,3875626,"17SJMY:1124",995,"STRAIN T20-2-68(B)","PI 358534",2017,2,1124,18,4,1,6,"sweet corn","0","Yes","Ames17-GT-1033","H06","Ames17-CT-07H_Ames17-EN-1124_STRAIN T20-2-68(B)_109.lcd",0.281545076,6.711684921,9.300802107,0.962706755,42.79484597,3.263118755,16.2940321,47.02067148,63.31470359
"Ames17-Toc-03H","Ames17-EN-1197",3876888,3876022,"17SJMY:1197",1050,"78002A","PI 601301",2017,2,1197,19,4,1,6,"0","0","Yes","Ames17-GT-1871","H02","Ames17-03H_Ames17-EN-1197_78002A_105.lcd",0.505712786,27.35135039,17.63980473,0.662578947,35.93818463,9.001742746,45.4968679,45.60250633,91.09937423
"Ames17-Toc-09H","Ames17-EN-0484",3874989,3875004,"17SJMY:0484",63,"T9","PI 340819",2017,2,484,2,4,1,1,"0","0","Yes","Ames17-GT-1261","E07","Ames17-CT-09H_Ames17-EN-0484_T9_69.lcd",1.089923221,20.18192955,6.904472611,1.400768681,50.09274221,1.868410984,28.17632538,53.36192188,81.53824726
"Ames17-Toc-09H","Ames17-EN-0557",3876260,3875075,"17SJMY:0557",62,"CO117","Ames 27039",2017,2,557,3,4,1,1,"0","0","Yes","Ames17-GT-0612","D10","Ames17-CT-09H_Ames17-EN-0557_CO117_58.lcd",0.192439351,6.951504017,7.647536999,1.914690901,42.66591901,10.47363589,14.79148037,55.05424581,69.84572617
"Ames17-Toc-09H","Ames17-EN-0564",3876267,3875082,"17SJMY:0564",84,"ND246","PI 550490",2017,2,564,4,4,1,1,"0","0","Yes","Ames17-GT-0642","F11","Ames17-CT-09H_Ames17-EN-0564_ND246_86.lcd",0.205647019,4.651019377,3.851397816,0.535427611,29.70138698,0.475905362,8.708064211,30.71271995,39.42078416
"Ames17-Toc-08H","Ames17-EN-0637",3876340,3875155,"17SJMY:0637",55,"Inbred 6-907","PI 236997",2017,2,637,5,4,1,2,"0","0","Yes","Ames17-GT-0581","A09","Ames17-CT-08H_Ames17-EN-0637_Inbred 6-907_15.lcd",0.908540692,8.398608229,3.927833745,3.986471982,92.84514937,1.674270339,13.23498267,98.50589169,111.7408744
"Ames17-Toc-08H","Ames17-EN-0644",3876347,3875162,"17SJMY:0644",780,"T146","PI 340829",2017,2,644,6,4,1,2,"0","0","Yes","Ames17-GT-0421","C08","Ames17-CT-08H_Ames17-EN-0644_T146_41.lcd",0.220399327,6.716867707,5.854933074,2.063295125,57.85558616,3.733457577,12.79220011,63.65233886,76.44453897
"Ames17-Toc-08H","Ames17-EN-0717",3876419,3875234,"17SJMY:0717",368,"A656","Ames 23488",2017,2,717,7,4,1,2,"0","0","Yes","Ames17-GT-1156","F06","Ames17-CT-08H_Ames17-EN-0717_A656_79.lcd",0.373974212,26.38660893,5.223682061,1.146748518,47.93089819,2.790569004,31.9842652,51.86821571,83.85248092
"Ames17-Toc-08H","Ames17-EN-0724",3876426,3875241,"17SJMY:0724",190,"29MIBZ2","PI 548830",2017,2,724,8,4,1,3,"0","0","Yes","Ames17-GT-1165","B09","Ames17-CT-08H_Ames17-EN-0724_29MIBZ2_28.lcd",0.169126217,3.121483996,7.160287422,1.85085508,35.53899108,6.015141068,10.45089764,43.40498722,53.85588486
