"Plate.Number","Envelope","PedId","RecId","Source","Gen","Pedigree","ID","Year","Tier","Plot","Range","Pass","New_Block_Pass","New_Block_Range","Comments","Event.Name","Seed.Packaged.","Grind.Tube","Position.in.plate","HPLC.Datafile","d.Tocotrienol","g.Tocotrienol","a.Tocotrienol","d.Tocopherol","g.Tocopherol","a.Tocopherol","Total.Tocotrienols","Total.Tocopherols","Total.Tocochromanols"
"Ames17-Toc-06H","Ames17-EN-1022",3876717,3875532,"17SJMY:1022",294,"NO. 1185 INBRED","PI 303938",2017,2,1022,15,19,3,5,"0","0","Yes","Ames17-GT-0459","G01","Ames17-CT-05H_Ames17-EN-1022_NO. 1185 INBRED_27.lcd",0.21700377,10.43270737,2.941921165,0.180093507,16.77970445,2.163076492,13.59163231,19.12287445,32.71450676
"Ames17-Toc-03H","Ames17-EN-1059",3876753,3875568,"17SJMY:1059",569,"H26w","Ames 26778",2017,2,1059,16,19,3,5,"0","0","Yes","Ames17-GT-0893","E11","Ames17-03H_Ames17-EN-1059_H26w_74.lcd",1.474945431,12.32913408,18.67724807,0.227097373,17.18638042,22.95665358,32.48132758,40.37013137,72.85145895
"Ames17-Toc-07H","Ames17-EN-1102",3876795,3875609,"17SJMY:1102",758,"Oh43E","Ames 27183",2017,2,1102,17,19,3,6,"0","0","Yes","Ames17-GT-0953","B05","Ames17-CT-07H_Ames17-EN-1102_Oh43E_27.lcd",0.821802309,22.7022221,8.825480943,3.31650123,123.7312252,1.728487414,32.34950535,128.7762138,161.1257192
"Ames17-Toc-04H","Ames17-EN-1139",3876831,3875887,"17SJMY:1139",385,"PHV07","PI 543847",2017,2,1139,18,19,3,6,"0","0","Yes","Ames17-GT-0941","G05","Ames17-CT-04H_PHV07_Ames17-EN-1139_81.lcd",1.129507184,40.74252309,10.90158173,0.376648378,12.87356905,6.187242284,52.773612,19.43745971,72.21107171
"Ames17-Toc-03H","Ames17-EN-1182",3876873,3876011,"17SJMY:1182",792,"AD 188L DS","Ames 28994",2017,2,1182,19,19,3,6,"popcorn","0","Yes","Ames17-GT-1915","G11","Ames17-03H_Ames17-EN-1182_AD 188L DS_101.lcd",0.168242457,3.47605673,3.778489892,3.607257161,48.91254376,1.328054099,7.42278908,53.84785502,61.2706441
"Ames17-Toc-09H","Ames17-EN-0499",3876204,3875019,"17SJMY:0499",9,"Me 135","Ames 22041",2017,2,499,2,19,3,1,"sweet corn","0","Yes","Ames17-GT-1254","H05","Ames17-CT-09H_Ames17-EN-0499_Me 135_107.lcd",1.491615305,23.56473998,6.521280388,2.836146918,85.00609282,1.612818393,31.57763567,89.45505813,121.0326938
"Ames17-Toc-10L","Ames17-EN-0542",3876245,3875060,"17SJMY:0542",95,"PHK05","PI 601467",2017,2,542,3,19,3,1,"0","0","Yes","Ames17-GT-0401","A07","Ames17-CT-10H_Ames17-EN-0542_PHK05_16.lcd",0.985263151,6.321534452,5.84027913,0.811860125,16.1668145,3.254279473,13.14707673,20.2329541,33.38003083
"Ames17_Toc-01H","Ames17-EN-0579",3876282,3875097,"17SJMY:0579",135,"M 45","Ames 22035",2017,2,579,4,19,3,1,"sweet corn","0","Yes","Ames17-GT-1511","E12","Ames17-01H_Ames17-EN-0579_M 45_75.lcd",1.826391252,18.39425882,7.183636067,6.983690841,91.82871927,1.311876198,27.40428614,100.1242863,127.5285724
"Ames17_Toc-01H","Ames17-EN-0622",3876325,3875140,"17SJMY:0622",100,"ND2000","PI 631394",2017,2,622,5,19,3,2,"0","0","Yes","Ames17-GT-0944","E05","Ames17-01H_Ames17-EN-0622_ND2000_68.lcd",0.23409657,2.049091203,2.058453147,0.286866031,20.62138538,0.207287352,4.341640921,21.11553877,25.45717969
"Ames17-Toc-08H","Ames17-EN-0659",3876361,3875176,"17SJMY:0659",390,"C 14","NSL 42874",2017,2,659,6,19,3,2,"0","0","Yes","Ames17-GT-0774","E12","Ames17-CT-08H_Ames17-EN-0659_C 14_72.lcd",0.391610435,4.390006844,10.4942661,1.915526883,41.47575747,8.640052138,15.27588338,52.03133649,67.30721986
"Ames17-Toc-08H","Ames17-EN-0702",3876404,3875219,"17SJMY:0702",180,"W153R","NSL 30059",2017,2,702,7,19,3,2,"0","0","Yes","Ames17-GT-1406","F10","Ames17-CT-08H_Ames17-EN-0702_W153R_83.lcd",0.189571103,6.920958458,9.109067046,0.398516852,29.05006383,7.988340377,16.21959661,37.43692106,53.65651767
"Ames17-Toc-07H","Ames17-EN-0782",3876483,3875298,"17SJMY:0782",419,"N190","PI 550565",2017,2,782,9,19,3,3,"0","0","Yes","Ames17-GT-1437","B09","Ames17-CT-07H_Ames17-EN-0782_N190_31.lcd",1.276850175,20.61766528,6.068562704,0.542708398,17.64074767,4.743857344,27.96307816,22.92731342,50.89039158
"Ames17-Toc-07H","Ames17-EN-0802",3876501,3875316,"17SJMY:0802",261,"A502","Ames 23445",2017,2,802,10,2,1,3,"0","0","Yes","Ames17-GT-1869","F05","Ames17-CT-07H_Ames17-EN-0802_A502_81.lcd",2.814655341,10.69852715,6.950462806,0.426713239,16.48842258,1.404616923,20.4636453,18.31975274,38.78339805
"Ames17-Toc-16H","Ames17-EN-0879",3876576,3875391,"17SJMY:0879",583,"LH222","PI 559375",2017,2,879,11,2,1,4,"0","0","Yes","Ames17-GT-0069","G07","Ames17-CT-16H_Ames17-EN-0879_LH222_97.lcd",4.825360418,36.06233618,12.75554677,2.410153934,43.22980075,6.054808423,53.64324336,51.69476311,105.3380065
"Ames17-Toc-17H","Ames17-EN-0882",3876579,3875394,"17SJMY:0882",646,"CH753-4","Ames 27021",2017,2,882,12,2,1,4,"0","0","Yes","Ames17-GT-0111","A02","Ames17-CT-17H_Ames17-EN-0882_CH753-4_11.lcd",1.238713682,8.229093403,13.19841669,0.340310563,14.3611968,9.980724416,22.66622377,24.68223178,47.34845555
"Ames17-Toc-14H","Ames17-EN-0959",3876654,3875469,"17SJMY:0959",400,"OC17","PI 596504",2017,2,959,13,2,1,4,"popcorn","0","Yes","Ames17-GT-0047","C05","Ames17-CT-14H_Ames17-EN-0959_OC17_41.lcd",0.477989355,9.50044407,18.07504209,2.983458562,34.94391357,7.4473917,28.05347551,45.37476383,73.42823935
"Ames17-Toc-14H","Ames17-EN-0962",3876657,3875472,"17SJMY:0962",814,"STRAIN 465A-421-68(B)","PI 358530",2017,2,962,14,2,1,5,"sweet corn","0","Yes","Ames17-GT-0089","E04","Ames17-CT-14H_Ames17-EN-0962_STRAIN 465A-421-68(B)_67.lcd",0.228285903,14.04204258,10.30086245,2.179225661,52.92469466,0.575622223,24.57119093,55.67954254,80.25073347
"Ames17-Toc-03H","Ames17-EN-1039",3876733,3875548,"17SJMY:1039",533,"MS214","Ames 24743",2017,2,1039,15,2,1,5,"0","0","Yes","Ames17-GT-1022","G10","Ames17-03H_Ames17-EN-1039_MS214_100.lcd",1.199779558,14.59992919,5.054630415,0.470858579,26.68509347,0.651468865,20.85433916,27.80742092,48.66176008
"Ames17-Toc-03H","Ames17-EN-1042",3876736,3875551,"17SJMY:1042",611,"IBC2","PI 601459",2017,2,1042,16,2,1,5,"0","0","Yes","Ames17-GT-0786","C07","Ames17-03H_Ames17-EN-1042_IBC2_43.lcd",0.201416074,7.620428231,8.412520081,2.480773725,60.87155746,1.617641667,16.23436439,64.96997285,81.20433724
"Ames17-Toc-07H","Ames17-EN-1119",3876811,3875621,"17SJMY:1119",320,"A239","Ames 23405",2017,2,1119,17,2,1,6,"0","0","Yes","Ames17-GT-0981","D06","Ames17-CT-07H_Ames17-EN-1119_A239_55.lcd",0.77395953,15.05481918,9.252779111,3.618433691,76.72048735,5.316434069,25.08155782,85.65535511,110.7369129
"Ames17-Toc-08H","Ames17-EN-1122",3876814,3875624,"17SJMY:1122",598,"14H-588-68(B)","PI 358523",2017,2,1122,18,2,1,6,"sweet corn","0","Yes","Ames17-GT-1096","A07","Ames17-CT-08H_Ames17-EN-1122_14H-588-68(B)_13.lcd",0.202439558,13.75392289,2.872375512,0.723896534,73.70455896,2.492472528,16.82873796,76.92092802,93.74966598
"Ames17-Toc-03H","Ames17-EN-1199",3876890,3876024,"17SJMY:1199",818,"IB014","PI 601208",2017,2,1199,19,2,1,6,"0","0","Yes","Ames17-GT-1435","D11","Ames17-03H_Ames17-EN-1199_IB014_60.lcd",0.159845637,1.944814856,13.59817618,2.906481184,53.49877956,11.97908597,15.70283668,68.38434671,84.08718339
"Ames17-Toc-09H","Ames17-EN-0482",3874987,3875002,"17SJMY:0482",119,"ND101","PI 550553",2017,2,482,2,2,1,1,"0","0","Yes","Ames17-GT-1230","H01","Ames17-CT-09H_Ames17-EN-0482_ND101_103.lcd",0.299083883,34.41156822,5.740643957,0.162677313,12.42050429,0.416637758,40.45129606,12.99981936,53.45111543
"Ames17-Toc-09H","Ames17-EN-0559",3876262,3875077,"17SJMY:0559",59,"CL27","Ames 27029",2017,2,559,3,2,1,1,"0","0","Yes","Ames17-GT-0650","C09","Ames17-CT-09H_Ames17-EN-0559_CL27_44.lcd",1.133224691,34.40491985,13.71573492,0.553098389,39.06186514,5.952762121,49.25387947,45.56772565,94.82160511
"Ames17-Toc-09H","Ames17-EN-0562",3876265,3875080,"17SJMY:0562",80,"S 99","PI 535925",2017,2,562,4,2,1,1,"0","0","Yes","Ames17-GT-0465","H11","Ames17-CT-09H_Ames17-EN-0562_S 99_113.lcd",2.860198726,27.1464666,11.48182405,1.346301429,46.76890554,9.696693887,41.48848937,57.81190086,99.30039023
"Ames17-Toc-08H","Ames17-EN-0639",3876342,3875157,"17SJMY:0639",1298,"A165","NSL 42877",2017,2,639,5,2,1,2,"0","0","Yes","Ames17-GT-0390","E02","Ames17-CT-08H_Ames17-EN-0639_A165_62.lcd",0.96932369,46.5026245,5.087982355,1.380906903,55.81341037,0.883570493,52.55993055,58.07788777,110.6378183
"Ames17-Toc-08H","Ames17-EN-0642",3876345,3875160,"17SJMY:0642",1628,"A171","NSL 42878",2017,2,642,6,2,1,2,"0","0","Yes","Ames17-GT-0507","H05","Ames17-CT-08H_Ames17-EN-0642_A171_105.lcd",0.198844373,7.360303923,10.77076721,2.09280294,43.89347107,8.233579947,18.32991551,54.21985396,72.54976946
"Ames17-Toc-09H","Ames17-EN-0719",3876421,3875236,"17SJMY:0719",236,"A652","Ames 23485",2017,2,719,7,2,1,2,"0","0","Yes","Ames17-GT-1446","A06","Ames17-CT-09H_Ames17-EN-0719_A652_14.lcd",0.381130029,5.821579472,9.717470944,2.145529054,57.95392913,1.748592956,15.92018045,61.84805114,77.76823159
"Ames17-Toc-08H","Ames17-EN-0722",3876424,3875239,"17SJMY:0722",217,"ND265","PI 546494",2017,2,722,8,2,1,3,"0","0","Yes","Ames17-GT-1160","H04","Ames17-CT-08H_Ames17-EN-0722_ND265_104.lcd",0.908939266,8.392914874,6.225789111,2.062191015,51.20853292,4.331985355,15.52764325,57.60270929,73.13035254
"Ames17-Toc-07H","Ames17-EN-0799",3876498,3875313,"17SJMY:0799",172,"CO158","Ames 27042",2017,2,799,9,2,1,3,"0","0","Yes","Ames17-GT-1084","G09","Ames17-CT-07H_Ames17-EN-0799_CO158_99.lcd",1.856942889,33.79015399,10.29136102,2.217876087,42.86352321,6.175644081,45.9384579,51.25704337,97.19550127
"Ames17-Toc-07H","Ames17-EN-0820",3876519,3875334,"17SJMY:0820",452,"AD 221","Ames 28995",2017,2,820,10,20,3,3,"popcorn","0","Yes","Ames17-GT-1305","H01","Ames17-CT-07H_Ames17-EN-0820_AD 221_104.lcd",0.106728691,5.763566388,6.830958445,2.55631454,42.20925709,0.862774819,12.70125352,45.62834645,58.32959998
"Ames17-Toc-13H","Ames17-EN-0861",3876559,3875374,"17SJMY:0861",310,"P39M96","Ames 22048",2017,2,861,11,20,3,4,"sweet corn","0","Yes","Ames17-GT-1718","G01","Ames17-CT-13H_Ames17-EN-0861_P39M96_91.lcd",0.563943091,36.1846444,6.057342311,2.648465841,77.21881862,4.600570991,42.8059298,84.46785545,127.2737853
"Ames17-Toc-17H","Ames17-EN-0900",3876597,3875412,"17SJMY:0900",711,"STRAIN T36(101T)-394-68","PI 358533",2017,2,900,12,20,3,4,"sweet corn","0","Yes","Ames17-GT-0715","A09","Ames17-CT-17H_Ames17-EN-0900_STRAIN T36(101T)-394-68_18.lcd",0.15727895,4.118872385,7.098582686,0.965808421,31.49438305,2.155640657,11.37473402,34.61583213,45.99056615
"Ames17-Toc-14H","Ames17-EN-0941",3876636,3875451,"17SJMY:0941",220,"NJ 116 Wa","Ames 22045",2017,2,941,13,20,3,4,"sweet corn","0","Yes","Ames17-GT-0198","E07","Ames17-CT-14H_Ames17-EN-0941_NJ 116 Wa_70.lcd",0.335136598,12.1417508,9.950573719,1.931576885,42.51802335,8.075634364,22.42746112,52.5252346,74.95269572
"Ames17-Toc-06H","Ames17-EN-0980",3876675,3875490,"17SJMY:0980",632,"L 139","PI 601728",2017,2,980,14,20,3,5,"0","0","Yes","Ames17-GT-0782","H04","Ames17-CT-05H_Ames17-EN-0980_L 139_43.lcd",0.161702251,4.72175857,6.73105847,0.722942609,31.28059994,7.293534765,11.61451929,39.29707731,50.9115966
"Ames17-Toc-06H","Ames17-EN-1021",3876716,3875531,"17SJMY:1021",676,"T242","PI 340830",2017,2,1021,15,20,3,5,"0","0","Yes","Ames17-GT-0377","H07","Ames17-CT-05H_Ames17-EN-1021_T242_46.lcd",0.351672694,17.57817563,9.855211154,0.818284375,36.83716719,3.122106405,27.78505948,40.77755797,68.56261745
"Ames17-Toc-03H","Ames17-EN-1060",3876754,3875569,"17SJMY:1060",759,"Yu796_NS","Ames 27196",2017,2,1060,16,20,3,5,"0","0","Yes","Ames17-GT-0813","G04","Ames17-03H_Ames17-EN-1060_Yu796_NS_94.lcd",0.83093714,18.07662317,17.32693583,3.665696606,75.75717321,10.38480458,36.23449614,89.8076744,126.0421705
"Ames17-Toc-07H","Ames17-EN-1101",3876794,3875608,"17SJMY:1101",677,"A632.75 A1 A2 C1 R1-r B1 Pl1","Ames 27451",2017,2,1101,17,20,3,6,"0","0","Yes","Ames17-GT-1061","C07","Ames17-CT-07H_Ames17-EN-1101_A632.75 A1 A2 C1 R1-r B1 Pl1_43.lcd",0.320406138,6.416570067,17.60564819,0.015436342,2.330638883,5.573099819,24.3426244,7.919175044,32.26179944
"Ames17-Toc-04H","Ames17-EN-1140",3876832,3875632,"17SJMY:1140",288,"NL001","PI 546485",2017,2,1140,18,20,3,6,"0","0","Yes","Ames17-GT-1392","F08","Ames17-CT-04H_NL001_Ames17-EN-1140_70.lcd",0.439827928,23.30790432,16.25867869,1.007290333,29.96543472,5.300914033,40.00641094,36.27363909,76.28005003
"Ames17-Toc-03H","Ames17-EN-1181",3876872,3876010,"17SJMY:1181",1097,"AD SA4","Ames 29004",2017,2,1181,19,20,3,6,"popcorn","0","Yes","Ames17-GT-1111","F03","Ames17-03H_Ames17-EN-1181_AD SA4_79.lcd",0.133796859,1.963887619,4.930766954,2.613439906,28.59478509,2.249130051,7.028451432,33.45735504,40.48580648
"Ames17-Toc-09H","Ames17-EN-0500",3876205,3875020,"17SJMY:0500",10,"W 3722","Ames 22054",2017,2,500,2,20,3,1,"sweet corn","0","Yes","Ames17-GT-1464","E04","Ames17-CT-09H_Ames17-EN-0500_W 3722_66.lcd",1.268266322,37.08683395,4.552612072,2.094829779,59.15093378,2.483740628,42.90771234,63.72950419,106.6372165
"Ames17-Toc-09H","Ames17-EN-0541",3876244,3875059,"17SJMY:0541",133,"C18","Ames 22017",2017,2,541,3,20,3,1,"sweet corn","0","Yes","Ames17-GT-0546","B07","Ames17-CT-09H_Ames17-EN-0541_C18_28.lcd",0.401579808,17.00017128,7.845816184,1.42337865,51.90298777,2.081601923,25.24756727,55.40796834,80.65553561
"Ames17_Toc-01H","Ames17-EN-0580",3876283,3875098,"17SJMY:0580",28,"Ma32","Ames 22036",2017,2,580,4,20,3,1,"sweet corn","0","Yes","Ames17-GT-1647","E10","Ames17-01H_Ames17-EN-0580_Ma32_73.lcd",1.497935246,47.2279732,5.901616833,2.355164988,75.11077353,11.63633402,54.62752528,89.10227254,143.7297978
"Ames17_Toc-01H","Ames17-EN-0621",3876324,3875139,"17SJMY:0621",239,"W117HT","Ames 8399",2017,2,621,5,20,3,2,"0","0","Yes","Ames17-GT-1631","E04","Ames17-01H_Ames17-EN-0621_W117HT_67.lcd",1.337467383,18.83455433,6.742163735,1.367055194,60.663143,7.947967704,26.91418544,69.9781659,96.89235134
"Ames17-Toc-08H","Ames17-EN-0660",3876362,3875177,"17SJMY:0660",200,"A654","PI 587141",2017,2,660,6,20,3,2,"0","0","Yes","Ames17-GT-0468","H06","Ames17-CT-08H_Ames17-EN-0660_A654_106.lcd",0.023824789,0.22466245,2.879650796,1.053036144,48.3197902,8.209471727,3.128138034,57.58229807,60.7104361
"Ames17-Toc-08H","Ames17-EN-0701",3876403,3875218,"17SJMY:0701",181,"W182B","NSL 30062",2017,2,701,7,20,3,2,"0","0","Yes","Ames17-GT-1289","B05","Ames17-CT-08H_Ames17-EN-0701_W182B_24.lcd",1.269037076,35.200265,3.365402931,2.134659538,45.49606305,1.715140155,39.83470501,49.34586275,89.18056775
"Ames17-Toc-18H","Ames17-EN-0740",3876442,3875257,"17SJMY:0740",312,"W 3647","Ames 22053",2017,2,740,8,20,3,3,"sweet corn","0","Yes","Ames17-GT-0497","G04","Ames17-CT-18H_Ames17-EN-0740_W 3647_94.lcd",0.154175729,9.805385605,8.212441634,1.871416878,78.54187344,10.22141502,18.17200297,90.63470535,108.8067083
"Ames17-Toc-07H","Ames17-EN-0781",3876482,3875297,"17SJMY:0781",224,"ND259","PI 550571",2017,2,781,9,20,3,3,"0","0","Yes","Ames17-GT-1258","C06","Ames17-CT-07H_Ames17-EN-0781_ND259_42.lcd",1.259004692,28.36663546,4.454759119,1.76439541,47.67086556,1.126022244,34.08039927,50.56128321,84.64168249
"Ames17-Toc-07H","Ames17-EN-0821",3876520,3875335,"17SJMY:0821",684,"AD SA20","Ames 29020",2017,2,821,10,21,3,3,"popcorn","0","Yes","Ames17-GT-1195","E04","Ames17-CT-07H_Ames17-EN-0821_AD SA20_67.lcd",0.306055738,8.466777475,7.150316283,3.533860883,32.99688108,2.41547625,15.9231495,38.94621822,54.86936771
"Ames17-Toc-13H","Ames17-EN-0860",3876558,3875373,"17SJMY:0860",311,"P51","Ames 22049",2017,2,860,11,21,3,4,"sweet corn","0","Yes","Ames17-GT-1787","G04","Ames17-CT-13H_Ames17-EN-0860_P51_94.lcd",0.23689874,12.90837779,3.477892084,5.234772118,109.2109441,1.878539412,16.62316861,116.3242556,132.9474242
"Ames17-Toc-17H","Ames17-EN-0901",3876598,3875413,"17SJMY:0901",1,"B73","14SJMY:Breed:0001",2017,2,901,12,21,3,4,"0","Check","Yes","Ames17-GT-0296","B03","Ames17-CT-17H_Ames17-EN-0901_B73_25.lcd",1.372123398,30.48720426,19.55286617,4.002619269,41.20518973,5.413888671,51.41219383,50.62169767,102.0338915
"Ames17-Toc-14H","Ames17-EN-0940",3876635,3875450,"17SJMY:0940",425,"A264","Ames 23409",2017,2,940,13,21,3,4,"0","0","Yes","Ames17-GT-0301","D01","Ames17-CT-14H_Ames17-EN-0940_A264_50.lcd",4.620654659,33.94726999,6.05113621,3.778115238,36.97908742,1.34882917,44.61906086,42.10603183,86.72509269
"Ames17-Toc-06H","Ames17-EN-0981",3876676,3875491,"17SJMY:0981",933,"PHW03","PI 601790",2017,2,981,14,21,3,5,"0","0","Yes","Ames17-GT-0974","F12","Ames17-CT-06H_PHW03_Ames17-EN-0981_88.lcd",0.840850437,21.87713849,12.61814652,0.765621563,41.1551147,16.62328462,35.33613545,58.54402089,93.88015633
"Ames17-Toc-06H","Ames17-EN-1020",3876715,3875530,"17SJMY:1020",483,"BR-17 INBR.FR.SUPERGOLD","PI 340851",2017,2,1020,15,21,3,5,"popcorn","0","Yes","Ames17-GT-0726","G12","Ames17-CT-05H_Ames17-EN-1020_BR-17 INBR.FR.SUPERGOLD_38.lcd",0.269065816,8.361366831,4.820744158,1.099989025,41.55819319,0.59728671,13.45117681,43.25546892,56.70664573
"Ames17-Toc-03H","Ames17-EN-1061",3876755,3875570,"17SJMY:1061",455,"AD SA17","Ames 29017",2017,2,1061,16,21,3,5,"popcorn","0","Yes","Ames17-GT-1092","C08","Ames17-03H_Ames17-EN-1061_AD SA17_44.lcd",0.340858595,11.46819298,3.639127118,5.377036088,51.13011597,4.149316264,15.44817869,60.65646832,76.10464701
"Ames17-Toc-07H","Ames17-EN-1100",3876793,3875873,"17SJMY:1100",1769,"NC286","Ames 28424",2017,2,1100,17,21,3,6,"0","0","Yes","Ames17-GT-0989","H10","Ames17-CT-07H_Ames17-EN-1100_NC286_113.lcd",0.24400319,10.24648062,6.443529971,1.537383851,39.26902165,9.251630509,16.93401378,50.05803601,66.99204979
"Ames17-Toc-04H","Ames17-EN-1141",3876833,3875888,"17SJMY:1141",1630,"PHN66","PI 548802",2017,2,1141,18,21,3,6,"0","0","Yes","Ames17-GT-0841","G10","Ames17-CT-04H_PHN66_Ames17-EN-1141_86.lcd",0.319540594,11.79150022,14.65122262,2.033524975,32.98588318,5.368019189,26.76226343,40.38742735,67.14969077
"Ames17-Toc-04H","Ames17-EN-1180",3876871,3876009,"17SJMY:1180",1506,"AD SA11","Ames 29011",2017,2,1180,19,21,3,6,"popcorn","0","Yes","Ames17-GT-1655","A01","Ames17-CT-04H_AD SA11_Ames17-EN-1180_10.lcd",0.145832742,7.592165117,3.747239054,3.248617826,38.13298591,1.108605698,11.48523691,42.49020943,53.97544635
"Ames17-Toc-09H","Ames17-EN-0501",3876206,3875021,"17SJMY:0501",12,"W 7151","Ames 22067",2017,2,501,2,21,3,1,"sweet corn","0","Yes","Ames17-GT-0854","G10","Ames17-CT-09H_Ames17-EN-0501_W 7151_99.lcd",0.325513191,9.300316543,9.906107196,4.849742388,91.50337126,15.49107024,19.53193693,111.8441839,131.3761208
"Ames17-Toc-09H","Ames17-EN-0540",3876243,3875058,"17SJMY:0540",136,"Me 244 Wb","Ames 22043",2017,2,540,3,21,3,1,"sweet corn","0","Yes","Ames17-GT-0462","H10","Ames17-CT-09H_Ames17-EN-0540_Me 244 Wb_112.lcd",0.646154662,18.31552745,10.17133534,3.768766067,84.15146756,18.29999123,29.13301746,106.2202249,135.3532423
"Ames17_Toc-01H","Ames17-EN-0581",3876284,3875099,"17SJMY:0581",31,"Me 123","Ames 22040",2017,2,581,4,21,3,1,"sweet corn","0","Yes","Ames17-GT-0957","G09","Ames17-01H_Ames17-EN-0581_Me 123_99.lcd",0.512245157,26.83049893,8.302778304,2.858136729,71.57553687,8.54346682,35.64552239,82.97714042,118.6226628
"Ames17_Toc-01H","Ames17-EN-0620",3876323,3875138,"17SJMY:0620",212,"C27","Ames 22019",2017,2,620,5,21,3,2,"sweet corn","0","Yes","Ames17-GT-1626","F03","Ames17-01H_Ames17-EN-0620_C27_79.lcd",0.287305078,4.570048424,5.682068257,2.914828235,77.3781883,5.469068791,10.53942176,85.76208532,96.30150708
"Ames17-Toc-08H","Ames17-EN-0661",3876363,3875178,"17SJMY:0661",1681,"ABPl 3","Ames 10287",2017,2,661,6,21,3,2,"0","0","Yes","Ames17-GT-0339","G11","Ames17-CT-08H_Ames17-EN-0661_ABPl 3_98.lcd",0.623800871,14.40478705,6.028941881,0.037907969,12.80676686,1.304035516,21.0575298,14.14871034,35.20624015
"Ames17-Toc-08H","Ames17-EN-0700",3876402,3875217,"17SJMY:0700",462,"W182E","NSL 30074",2017,2,700,7,21,3,2,"0","0","Yes","Ames17-GT-1452","G12","Ames17-CT-08H_Ames17-EN-0700_W182E_99.lcd",0.444836089,17.61791166,7.571276213,3.088293513,45.01553844,0.68803056,25.63402396,48.79186252,74.42588648
"Ames17-Toc-07H","Ames17-EN-0780",3876481,3875296,"17SJMY:0780",1,"B73","14SJMY:Breed:0001",2017,2,780,9,21,3,3,"0","Check","Yes","Ames17-GT-1730","H07","Ames17-CT-07H_Ames17-EN-0780_B73_110.lcd",1.669870667,38.20529837,18.10751712,4.647364821,45.86539609,4.377363767,57.98268615,54.89012467,112.8728108
"Ames17-Toc-07H","Ames17-EN-0822",3876521,3875336,"17SJMY:0822",179,"P39","NSL 8585",2017,2,822,10,22,3,3,"sweet corn","0","Yes","Ames17-GT-1451","G01","Ames17-CT-07H_Ames17-EN-0822_P39_91.lcd",1.15082751,44.77461765,6.782462604,3.218755655,103.6735175,7.308253669,52.70790777,114.2005268,166.9084346
"Ames17-Toc-16H","Ames17-EN-0902",3876599,3875414,"17SJMY:0902",202,"80-2","PI 369437",2017,2,902,12,22,3,4,"0","0","Yes","Ames17-GT-0520","H05","Ames17-CT-16H_Ames17-EN-0902_80-2_108.lcd",0.264905997,5.094362512,4.537865115,1.313745811,83.66601477,1.142401753,9.897133624,86.12216234,96.01929596
"Ames17-Toc-14H","Ames17-EN-0939",3876634,3875449,"17SJMY:0939",351,"A288","Ames 23414",2017,2,939,13,22,3,4,"0","0","Yes","Ames17-GT-0272","E12","Ames17-CT-14H_Ames17-EN-0939_A288_75.lcd",0.497725764,32.16745918,6.522276479,1.285300651,45.79650115,2.248889919,39.18746142,49.33069172,88.51815314
"Ames17-Toc-06H","Ames17-EN-0982",3876677,3875492,"17SJMY:0982",1271,"Oh605","PI 639111",2017,2,982,14,22,3,5,"0","0","Yes","Ames17-GT-0971","F02","Ames17-CT-06H_Oh605_Ames17-EN-0982_78.lcd",0.241158914,8.919935646,5.755942234,3.096655442,56.89628778,4.311163131,14.91703679,64.30410635,79.22114314
"Ames17-Toc-06H","Ames17-EN-1019",3876714,3875529,"17SJMY:1019",377,"STRAIN 451B-4-68(B)","PI 358529",2017,2,1019,15,22,3,5,"sweet corn","0","Yes","Ames17-GT-0568","C09","Ames17-CT-06H_STRAIN 451B-4-68(B)_Ames17-EN-1019_45.lcd",1.175589691,21.08739292,2.717506487,0.974367783,37.28833794,1.07454856,24.9804891,39.33725428,64.31774339
"Ames17-Toc-03H","Ames17-EN-1062",3876756,3875571,"17SJMY:1062",686,"AD 370","Ames 29030",2017,2,1062,16,22,3,5,"popcorn","0","Yes","Ames17-GT-1602","G03","Ames17-03H_Ames17-EN-1062_AD 370_93.lcd",0.184442356,9.754976325,2.983696206,0.819417906,33.75689964,0.472081617,12.92311489,35.04839916,47.97151405
"Ames17-Toc-07H","Ames17-EN-1099",3876792,3875607,"17SJMY:1099",1309,"Mo511W","Ames 28945",2017,2,1099,17,22,3,6,"0","0","Yes","Ames17-GT-0900","C11","Ames17-CT-07H_Ames17-EN-1099_Mo511W_47.lcd",0.512598892,21.4869191,10.39164522,1.23291038,48.08249797,6.443430178,32.39116321,55.75883853,88.15000174
"Ames17-Toc-04H","Ames17-EN-1142",3876834,3875889,"17SJMY:1142",725,"B76","PI 550483",2017,2,1142,18,22,3,6,"0","0","Yes","Ames17-GT-1593","B09","Ames17-CT-04H_B76_Ames17-EN-1142_17.lcd",2.186389627,18.87513352,6.060340863,0.397296183,15.2857057,18.34349061,27.121864,34.02649249,61.1483565
"Ames17-Toc-03H","Ames17-EN-1179",3876870,3875652,"17SJMY:1179",188,"ND480","NSL 32736",2017,2,1179,19,22,3,6,"0","0","Yes","Ames17-GT-1412","E05","Ames17-03H_Ames17-EN-1179_ND480_68.lcd",0.44632095,13.67303991,5.326925397,1.55266494,57.17201265,5.925408149,19.44628626,64.65008574,84.096372
