"Year","Tier","Range","Pass","Gen","Pedigree","Source"
2017,4,5,111,1715,"90176","PI 561604"
2017,3,11,68,1321,"A691N","PI 406128"
2017,4,5,127,981,"CI 41","Ames 26129"
2017,3,11,53,291,"A13-2 INBRED (POTCHEFSTROOM PEARL)","PI 221733"
2017,3,11,63,1508,"IA DS 43-W","PI 340875"
2017,4,4,126,1189,"R196","NSL 30901"
2017,3,12,55,1148,"N526","PI 594074"
2017,3,12,49,1010,"N502","PI 594051"
2017,3,11,49,1718,"AusTRCF 306324","NSL 438010"
2017,4,4,123,1712,"K155","NSL 22634"
2017,4,5,104,1212,"Pa879","PI 517973"
2017,3,11,70,1545,"Pa880","PI 517974"
2017,4,5,126,1047,"CI 31","Ames 26125"
2017,4,4,119,1,"B73","14SJMY:Breed:0001"
2017,4,4,117,1669,"Mo.G","Ames 27136"
2017,3,12,65,1,"B73","14SJMY:Breed:0001"
2017,3,12,58,1341,"N535","PI 594081"
2017,4,5,121,1687,"R12","Ames 21095"
2017,3,11,60,1,"B73","14SJMY:Breed:0001"
2017,3,12,50,1143,"N506","PI 594055"
2017,3,11,46,1611,"AusTRCF 306304","NSL 437990"
2017,4,5,123,1146,"CI31A","Ames 21512"
2017,3,11,64,880,"21-396-68(B)","PI 358535"
2017,3,12,45,930,"B100","PI 584529"
2017,3,11,48,1021,"AusTRCF 306310","NSL 437996"
2017,4,5,118,1392,"GE129","Ames 10256"
2017,3,12,57,940,"N532","PI 594078"
2017,3,11,55,1118,"CA-15-2 DENT STERILE","PI 340843"
2017,3,12,62,1121,"N545","PI 594091"
2017,3,11,62,1507,"R-RAH-2 IN.FR.TOM-THUMB","PI 340873"
2017,3,12,54,1117,"N523","PI 594071"
2017,4,5,117,1767,"TZAR101","PI 654048"
2017,3,11,67,1028,"A564N","PI 406122"
2017,4,4,122,1423,"Oh7B","NSL 22629"
2017,3,11,66,1319,"A266N","PI 406113"
2017,3,11,65,1543,"TUO 229","PI 391676"
2017,3,12,61,1150,"N543","PI 594089"
2017,3,12,60,1722,"N537","PI 594083"
2017,4,5,108,1741,"Mo15W","PI 558518"
2017,4,4,128,1602,"Mo311ae","NSL 67796"
2017,3,12,64,324,"N216","PI 596355"
2017,3,12,56,939,"N530","PI 594077"
2017,4,5,113,1723,"Mp710","PI 596627"
2017,4,4,121,1586,"Mo508W","Ames 28943"
2017,3,12,48,1370,"Hi25","PI 593007"
2017,3,11,58,1454,"RB-17 INBR.FR.SUPERGOLD","PI 340854"
2017,4,5,122,1366,"R35","Ames 21096"
2017,3,12,51,1144,"N509","PI 594058"
2017,4,5,119,1573,"SC235","Ames 10277"
2017,3,11,47,988,"AusTRCF 306306","NSL 437992"
2017,4,5,125,1780,"CI 11B","Ames 26118"
2017,3,12,63,911,"N209","PI 595366"
2017,4,5,97,1691,"A436-1 INBRED","PI 221775"
2017,3,12,53,505,"N520","PI 594069"
2017,3,11,51,1812,"INBRED 379","PI 186183"
2017,3,12,52,1230,"N517","PI 594066"
2017,3,11,45,1610,"AusTRCF 306303","NSL 437989"
2017,3,11,52,1721,"INBRED 305","PI 186226"
2017,4,5,101,1320,"A579N","PI 406123"
2017,4,5,110,1467,"Mo11","PI 558527"
2017,3,12,46,931,"H84","PI 587128"
2017,3,11,54,161,"A15-1 INBRED (POTCHEFSTROOM PEARL)","PI 221735"
2017,3,11,56,1347,"RB-15 DENT STERILE","PI 340846"
2017,3,11,50,993,"AusTRCF 306350","NSL 438036"
2017,3,11,61,1455,"RB-53 INBR.FR.YELPEARL","PI 340868"
2017,3,11,69,682,"Eng-li Chih","PI 427109"
2017,3,11,57,1119,"R-17 INBR.FR.SUPERGOLD","PI 340853"
2017,3,7,52,1092,"W570","PI 520771"
2017,3,8,74,961,"PHR62","PI 601786"
2017,3,8,52,1045,"N544","PI 594090"
2017,3,8,63,1023,"PB80","PI 601441"
2017,3,7,53,1094,"LH195","PI 537097"
2017,3,8,60,952,"PHG29","PI 601270"
2017,3,8,77,827,"SD40","PI 606768"
2017,3,8,49,813,"N533","PI 594079"
2017,3,8,66,1025,"PHT55","PI 601498"
2017,3,8,64,927,"PHK29","PI 601468"
2017,3,8,62,1265,"PHW17","PI 601362"
2017,3,8,47,811,"N518","PI 594067"
2017,3,7,57,1460,"LH194","PI 539923"
2017,3,15,66,1310,"CI 4A","Ames 28948"
2017,3,8,51,1043,"N538","PI 594084"
2017,3,8,69,1378,"PHT10","PI 601573"
2017,3,8,75,1163,"PHR63","PI 601787"
2017,3,15,71,1177,"AD Sg1501-2","Ames 29024"
2017,3,15,49,1296,"H96","Ames 26797"
2017,3,15,68,892,"AD 363-1","Ames 28992"
2017,3,15,82,661,"R177","NSL 30894"
2017,3,7,49,1652,"A641N","PI 406125"
2017,3,15,52,1781,"H124w","Ames 26806"
2017,3,16,51,669,"AusTRCF 305846","NSL 437920"
2017,3,15,50,1409,"H106w","Ames 26800"
2017,3,8,59,1641,"PHG39","PI 600981"
2017,3,15,83,1520,"90","NSL 30903"
2017,3,8,58,1264,"LP1 NR HT","PI 600729"
2017,3,7,48,1699,"A14NW","PI 406106"
2017,3,7,56,1125,"LH190","PI 539922"
2017,3,7,46,1509,"KUNG-70","PI 391662"
2017,3,8,48,812,"N525","PI 594073"
2017,3,15,80,1323,"R84","NSL 30877"
2017,3,15,61,856,"NC262B","Ames 28413"
2017,3,7,54,1515,"B94","PI 539872"
2017,3,8,55,1534,"Mp712","PI 596629"
2017,3,7,47,1510,"T IEH 84","PI 391663"
2017,3,15,70,1176,"AD Sg1501","Ames 29022"
2017,3,8,46,1640,"N515","PI 594064"
2017,3,15,47,1695,"H88","Ames 26795"
2017,3,15,60,1196,"CI 91B Goodman-Buckler","Ames 28365"
2017,3,8,78,1031,"B75","PI 608774"
2017,3,15,63,1062,"NC288","Ames 28425"
2017,3,7,51,1000,"NC254","PI 511310"
2017,3,15,65,1095,"Mo512AW","Ames 28946"
2017,3,15,57,1788,"NC312","Ames 27152"
2017,3,15,55,1162,"NC290A","Ames 27141"
2017,3,16,46,1634,"Mo313ae","NSL 67798"
2017,3,7,50,1091,"4581 INBRED","PI 415088"
2017,3,7,58,1126,"LH191","PI 539925"
2017,3,15,53,1267,"CML 220","Ames 27087"
2017,3,8,68,1236,"PHR32","PI 601571"
2017,3,8,79,1171,"Hi60","PI 641242"
2017,3,15,54,1057,"N6","Ames 27137"
2017,3,8,45,1115,"N512","PI 594061"
2017,3,7,45,1729,"IA DS 53","PI 340876"
2017,3,15,84,1077,"B14","NSL 65866"
2017,3,16,49,901,"SG 18","NSL 75979"
2017,3,8,53,1015,"N215","PI 595367"
2017,3,15,76,1069,"CI 82A","CIze 82"
2017,3,16,54,1226,"AusTRCF 306240","NSL 437935"
2017,3,8,54,1263,"OC19","PI 596506"
2017,3,15,78,1424,"J47","NSL 22984"
2017,3,8,71,1476,"WIL900","PI 601684"
2017,3,16,50,980,"A657","NSL 81598"
2017,3,15,45,1187,"H49","Ames 26787"
2017,3,8,65,1024,"740","PI 601489"
2017,3,16,45,1079,"Mo307ae","NSL 67792"
2017,3,15,74,1514,"CI 38B","CIze 38"
2017,3,15,59,1302,"Va85","Ames 27193"
2017,3,15,73,1481,"NC89","Ames 30864"
2017,3,8,50,845,"N534","PI 594080"
2017,3,16,52,1111,"AusTRCF 306236","NSL 437931"
2017,3,15,72,1315,"AD Sg1501-3","Ames 29025"
2017,3,8,73,1060,"PHK35","PI 601777"
2017,3,8,70,1379,"PHW52","PI 601575"
2017,3,15,51,1160,"H122w","Ames 26805"
2017,3,8,57,1124,"B109","PI 597927"
2017,3,16,53,1332,"AusTRCF 306238","NSL 437933"
2017,3,16,47,1299,"IA DS 61","NSL 75976"
2017,3,15,81,1324,"R134","NSL 30884"
2017,3,15,64,1307,"Mo501W","Ames 28940"
2017,3,15,58,1671,"NC316","Ames 27154"
2017,3,8,67,1058,"W8304","PI 601502"
2017,3,15,69,1283,"AD SA1","Ames 29001"
2017,3,15,62,1170,"NC278","Ames 28419"
2017,3,8,61,953,"PHR36","PI 601361"
2017,3,8,72,960,"PHJ70","PI 601775"
2017,3,7,55,1,"B73","14SJMY:Breed:0001"
2017,3,15,79,1318,"R220","NSL 29316"
2017,3,15,77,1627,"K11","NSL 22631"
2017,3,8,56,1018,"B108","PI 597926"
2017,3,15,46,1159,"H73","Ames 26794"
2017,3,15,75,1622,"CI45","CIze 45"
2017,3,16,48,1330,"IA DS 62","NSL 75977"
2017,3,15,56,1193,"NC308","Ames 27150"
2017,3,9,60,1293,"WXK44","Ames 26750"
2017,3,9,61,534,"WXOs420","Ames 26756"
2017,3,9,56,950,"CI 40H","Ames 26128"
2017,3,9,62,1465,"A632 sh2/sh2","Ames 26761"
2017,3,9,67,956,"H121","Ames 26804"
2017,3,9,52,769,"A628","Ames 23464"
2017,3,9,68,350,"CO256","Ames 27051"
2017,3,9,55,844,"MS221","Ames 24746"
2017,3,10,45,858,"NC284","Ames 28423"
2017,3,9,74,1087,"NC330","Ames 27161"
2017,3,9,83,1580,"NC280","Ames 28421"
2017,3,10,47,1276,"Mo39","Ames 28937"
2017,3,9,66,570,"H108","Ames 26801"
2017,3,9,77,1473,"Il779a","Ames 27447"
2017,3,8,80,1066,"58612 Inbred B73","PI 648426"
2017,3,9,63,1082,"Mo17 +/su","Ames 26764"
2017,3,9,50,1548,"N28","Ames 19321"
2017,3,10,46,1063,"NC290","Ames 28426"
2017,3,8,82,1068,"58614 B73 (Meth) Bc5S4","PI 648428"
2017,3,9,76,4,"SA24","Ames 27188"
2017,3,9,84,857,"NC282","Ames 28422"
2017,3,9,80,1167,"NC262A","Ames 28412"
2017,3,8,84,1738,"Yong 28 (br2)","Ames 2334"
2017,3,8,76,1384,"PHW43","PI 601792"
2017,3,9,70,1572,"NC306","Ames 27149"
2017,3,9,48,1041,"Va52","Ames 19014"
2017,3,9,51,1458,"H119","Ames 22752"
2017,3,9,82,1579,"NC278A","Ames 28420"
2017,3,9,71,1194,"NC310","Ames 27151"
2017,3,9,64,1590,"H29w","Ames 26781"
2017,3,9,45,101,"38-11R PARENT HB 19 INB","Ames 2523"
2017,3,9,78,1273,"Mo401","Ames 28360"
2017,3,9,59,1049,"WXHy","Ames 26746"
2017,3,9,81,1169,"NC276","Ames 28418"
2017,3,9,58,1048,"WXB6","Ames 26745"
2017,3,9,73,989,"NC328","Ames 27160"
2017,3,9,57,1262,"WX33-16","Ames 26742"
2017,3,8,81,1067,"58613 B73 (Meth) Bc5S4","PI 648427"
2017,3,9,79,761,"Mo402","Ames 28361"
2017,3,9,54,744,"MS78","Ames 24718"
2017,3,9,47,1576,"Va14A","Ames 14114"
2017,3,9,65,1,"B73","14SJMY:Breed:0001"
2017,3,9,53,1399,"IDS91","Ames 24577"
2017,3,9,75,1090,"NC372","Ames 27182"
2017,3,9,69,1410,"NC294","Ames 27143"
2017,3,9,72,1300,"NC326","Ames 27159"
2017,3,9,49,867,"B37 TRf","Ames 19283"
2017,3,9,46,1456,"89S4117","Ames 12818"
2017,4,7,105,1808,"SC 359","NSL 53095"
2017,4,8,107,1682,"AusTRCF 305821","NSL 437895"
2017,4,8,108,1225,"AusTRCF 305841","NSL 437915"
2017,4,7,91,1759,"T272","PI 633924"
2017,4,7,93,633,"Florida 32","PI 644100"
2017,4,7,110,1438,"AusTRCF 306242","NSL 437937"
2017,4,7,98,1697,"M37W","Ames 27133"
2017,4,8,95,1762,"NC350","Ames 27171"
2017,4,8,94,1760,"NC340","Ames 27166"
2017,4,8,102,1678,"CI 88A","CIze 88"
2017,4,7,120,1137,"B77","PI 608765"
2017,4,7,97,1464,"WXK64","Ames 26752"
2017,4,8,101,1806,"CI 64","CIze 64"
2017,4,7,118,704,"89291","PI 550909"
2017,4,7,107,1791,"AusTRCF 305816","NSL 437890"
2017,4,8,92,1754,"I137TN","Ames 27116"
2017,4,8,89,1663,"CI 70","Ames 26131"
2017,4,8,91,1696,"CML 103","Ames 27081"
2017,4,8,99,1478,"AD SA15","Ames 29015"
2017,4,7,95,1745,"Ab28A","Ames 18999"
2017,4,7,100,1274,"NC266B","Ames 28415"
2017,4,7,119,532,"BO46W","PI 591022"
2017,4,7,103,1776,"MR19 (Santo Domingo)","Ames 30533"
2017,4,7,114,1529,"AusTRCF 306356","NSL 438042"
2017,4,7,89,1673,"PHN47","PI 601569"
2017,4,7,116,1314,"E683-1-2-1(S5) INBRED","PI 221789"
2017,4,8,98,1801,"Mo33W","Ames 28933"
2017,4,7,104,1785,"SC 357","NSL 53094"
2017,4,8,109,987,"AusTRCF 306297","NSL 437983"
2017,4,7,112,1113,"AusTRCF 306285","NSL 437971"
2017,4,8,103,1626,"CI 317B","CIze 317"
2017,4,7,101,1504,"CI 43","Ames 28952"
2017,4,8,93,1755,"L578","Ames 27132"
2017,4,8,96,1794,"NC370","Ames 27181"
2017,4,7,106,1810,"SC 357","NSL 68252"
2017,4,7,108,1437,"AusTRCF 306068","NSL 437928"
2017,4,7,96,1747,"Tx29A","Ames 22759"
2017,4,7,99,1795,"T234","Ames 27190"
2017,4,7,102,1774,"GE 440","Ames 29451"
2017,4,7,109,1,"B73","14SJMY:Breed:0001"
2017,4,8,100,1621,"CI7","CIze 7"
2017,4,7,92,1675,"TZSTRI113","PI 639937"
2017,4,7,90,1477,"PHJ31","PI 601773"
2017,4,8,105,1713,"Mo303ae","NSL 67788"
2017,4,7,121,1541,"S330","Ames 2341"
2017,4,7,117,1207,"R-PAH-1 IN.FR.TOM-THUMB","PI 340869"
2017,4,8,106,1601,"Mo308ae","NSL 67793"
2017,4,7,94,1771,"SC102","Ames 10273"
2017,3,10,61,1070,"K150","NSL 22630"
2017,3,10,64,1183,"R2","NSL 30865"
2017,3,10,62,1211,"C102","NSL 22983"
2017,3,10,84,1412,"AusTRCF 306302","NSL 437988"
2017,3,10,49,1282,"AD 363-2","Ames 28993"
2017,3,11,81,197,"PHR30","PI 559946"
2017,3,11,76,1329,"B46","PI 550469"
2017,3,10,69,1005,"R181","NSL 30895"
2017,3,10,56,1415,"AD Sg1501-1","Ames 29023"
2017,3,10,66,1004,"R75","NSL 30874"
2017,3,11,80,587,"ICI 893","PI 559383"
2017,3,10,74,1603,"Mo312ae","NSL 67797"
2017,3,10,48,1505,"CI 92","Ames 28953"
2017,3,10,54,1284,"AD SA16","Ames 29016"
2017,3,10,63,658,"R216","NSL 29303"
2017,3,10,72,558,"ND408","NSL 32734"
2017,3,10,73,979,"I 205","NSL 65871"
2017,3,10,50,996,"AD 347 DS-2","Ames 28997"
2017,3,10,76,667,"A660","NSL 81600"
2017,3,10,80,1224,"AusTRCF 305840","NSL 437914"
2017,3,11,75,890,"Mo20W","PI 550442"
2017,3,10,51,997,"AD 448 DS","Ames 28998"
2017,3,10,78,494,"792","NSL 243016"
2017,3,10,67,1216,"R78","NSL 30876"
2017,3,10,59,1389,"CI 29B","CIze 29"
2017,3,10,58,1416,"AD Sg1501-6","Ames 29028"
2017,3,11,78,1110,"LH214","PI 555660"
2017,3,10,65,1103,"M14","NSL 30867"
2017,3,10,71,1326,"R907","NSL 30908"
2017,3,10,75,1432,"SG 30A","NSL 75980"
2017,3,10,70,1106,"R906","NSL 30907"
2017,3,11,72,689,"PHN34","PI 543843"
2017,3,10,79,1683,"AusTRCF 305839","NSL 437913"
2017,3,10,57,1480,"AD Sg1501-5","Ames 29027"
2017,3,11,82,1222,"Pa759","PI 560074"
2017,3,10,68,1105,"R168","NSL 30891"
2017,3,10,53,1204,"AD SA9","Ames 29009"
2017,3,10,77,1403,"INB 101LFY/LFY (A632 X M16 S5)","NSL 174429"
2017,3,11,83,1008,"H125","PI 583847"
2017,3,10,81,872,"AusTRCF 306235","NSL 437930"
2017,3,11,79,829,"Mo17","PI 558532"
2017,3,10,52,1096,"AD 440 DS-2","Ames 29000"
2017,3,11,77,1136,"LH215","PI 552815"
2017,3,11,74,287,"BCC03","PI 544065"
2017,3,10,60,1,"B73","14SJMY:Breed:0001"
2017,3,11,84,1470,"B99","PI 584528"
2017,3,11,73,1327,"PHW51","PI 543849"
2017,3,10,55,488,"AD SA19","Ames 29019"
2017,2,11,9,538,"PHG72","PI 601319"
2017,2,10,38,289,"PHJ89","PI 548798"
2017,2,11,6,93,"LH145","PI 600959"
2017,2,10,34,572,"NIU 11","PI 391670"
2017,2,11,31,333,"A625","Ames 23461"
2017,2,11,13,297,"LH61","PI 601416"
2017,2,10,32,370,"T8146 INBRED","PI 267168"
2017,2,10,35,380,"HUA 94 INBRED","PI 405707"
2017,2,10,39,386,"ND247","PI 550503"
2017,2,10,29,389,"SD15","NSL 34374"
2017,2,11,12,434,"LH146Ht","PI 601402"
2017,2,11,20,310,"P39M96","Ames 22048"
2017,2,11,29,326,"A375","Ames 23428"
2017,2,11,30,328,"A449","Ames 23436"
2017,2,11,21,311,"P51","Ames 22049"
2017,2,11,3,805,"A554","PI 587138"
2017,2,11,4,428,"A679","PI 587142"
2017,2,11,24,256,"W 6786","Ames 22066"
2017,2,11,26,451,"Pa405","Ames 22757"
2017,2,11,37,340,"Oh51A","Ames 23922"
2017,2,10,30,363,"B8","NSL 65864"
2017,2,10,31,162,"42","PI 233312"
2017,2,10,40,391,"N194","PI 550568"
2017,2,11,19,974,"Ia 5145","Ames 22031"
2017,2,10,37,1248,"PHW86","PI 543850"
2017,2,11,11,539,"794","PI 601377"
2017,2,11,27,319,"A203","Ames 23400"
2017,2,11,39,375,"MS142","Ames 24733"
2017,2,10,36,1426,"M6415","PI 506412"
2017,2,11,18,338,"EAST 028 WHITE COB","Ames 14211"
2017,2,11,25,554,"CH157","Ames 22441"
2017,2,11,15,329,"S8324","PI 601611"
2017,2,11,23,255,"W 5579","Ames 22058"
2017,2,11,36,339,"A667","Ames 23491"
2017,2,11,33,664,"A632HTN","Ames 23469"
2017,2,11,7,402,"207","PI 601005"
2017,2,11,38,164,"MS91","Ames 24723"
2017,2,11,40,440,"A619Ht2","Ames 25220"
2017,2,11,17,410,"L 135","PI 601727"
2017,2,11,34,771,"A635RpRp","Ames 23473"
2017,2,11,5,92,"991","PI 593460"
2017,2,11,32,365,"A631","Ames 23467"
2017,2,11,28,352,"A305","Ames 23417"
2017,2,11,35,1075,"A637","Ames 23475"
2017,2,10,33,680,"STRAIN T35-388-68(A)","PI 358539"
2017,2,11,14,514,"PHN11","PI 601497"
2017,2,11,16,1,"B73","14SJMY:Breed:0001"
2017,2,11,8,624,"PHG71","PI 601150"
2017,2,13,11,408,"PHT77","PI 601499"
2017,2,14,11,1,"B73","14SJMY:Breed:0001"
2017,2,13,3,622,"LH39","PI 600944"
2017,2,14,1,566,"B-22 INBR.FR.SUPERGOLD","PI 340857"
2017,2,13,23,325,"A374","Ames 23427"
2017,2,13,4,602,"LH82","PI 601170"
2017,2,13,25,670,"A681","Ames 23504"
2017,2,13,14,631,"PHP02","PI 601570"
2017,2,14,16,407,"PHK42","PI 601495"
2017,2,13,7,1052,"778","PI 601375"
2017,2,13,12,545,"78551S","PI 601562"
2017,2,14,12,614,"ICI 193","PI 559380"
2017,2,14,15,610,"IB02","PI 601457"
2017,2,13,17,337,"North 7","Ames 2328"
2017,2,13,2,400,"OC17","PI 596504"
2017,2,14,4,607,"SD46","PI 524970"
2017,2,14,3,574,"Chi-tan 120","PI 427111"
2017,2,14,5,1428,"LH205","PI 537099"
2017,2,13,18,207,"East 028","Ames 2330"
2017,2,14,7,582,"L 155","PI 550695"
2017,2,13,30,679,"AD 139 DS??","Ames 28976"
2017,2,13,9,540,"IBB15","PI 601458"
2017,2,13,21,425,"A264","Ames 23409"
2017,2,13,31,579,"AD 230 DS","Ames 28979"
2017,2,13,15,959,"1538","PI 601658"
2017,2,13,29,446,"AD 104 DS","Ames 28974"
2017,2,14,6,1249,"Lp215D","PI 547107"
2017,2,13,27,541,"CH732-12","Ames 27019"
2017,2,13,19,443,"Bei 10 = North 10","Ames 2332"
2017,2,14,10,1109,"LH209","PI 554612"
2017,2,13,24,1689,"A624","Ames 23460"
2017,2,13,33,653,"AD 187-2","Ames 28983"
2017,2,14,14,603,"Q381","PI 601190"
2017,2,13,6,1051,"764","PI 601374"
2017,2,14,17,613,"IBB14","PI 601565"
2017,2,14,9,526,"OC4","PI 553057"
2017,2,13,5,296,"4676A","PI 601300"
2017,2,14,2,814,"STRAIN 465A-421-68(B)","PI 358530"
2017,2,13,8,627,"LP5","PI 601378"
2017,2,13,13,630,"PHH93","PI 601567"
2017,2,13,20,220,"NJ 116 Wa","Ames 22045"
2017,2,13,1,902,"W117","PI 587153"
2017,2,13,32,447,"AD 157 DS","Ames 28981"
2017,2,14,13,1336,"H105W","PI 587127"
2017,2,13,16,335,"ND300","PI 607527"
2017,2,13,22,351,"A288","Ames 23414"
2017,2,13,10,436,"793","PI 601492"
2017,2,13,26,561,"MS79","Ames 24719"
2017,4,9,108,1585,"Mo31W","Ames 28931"
2017,4,8,117,1701,"Tzi 25","PI 506255"
2017,4,9,115,1677,"CI 86B","CIze 86"
2017,4,9,99,1471,"CML 154Q","Ames 27083"
2017,4,8,121,1142,"B104","PI 594047"
2017,4,9,106,21,"Hi27 Goodman-Buckler","Ames 28291"
2017,4,8,118,1631,"B56","PI 550471"
2017,4,9,103,1787,"NC300","Ames 27146"
2017,4,8,114,1690,"A21-4-1 INBRED (HICKORY KING)","PI 221739"
2017,4,9,111,1209,"CI90C Goodman-Buckler","Ames 31534"
2017,4,9,118,1784,"SC 212M","NSL 53086"
2017,4,9,114,1488,"CI 83A","CIze 83"
2017,4,9,112,1676,"CI 44","CIze 44"
2017,4,8,120,1665,"AR250","PI 561526"
2017,4,9,98,1500,"CML 108","Ames 27082"
2017,4,8,123,1567,"SX-6-7 (Tetraploid)","PI 601332"
2017,4,9,120,1191,"MP307","NSL 250299"
2017,4,8,122,1442,"CML 300","PI 595569"
2017,4,8,127,1740,"SC90","Ames 10272"
2017,4,9,97,1555,"CI 84B","Ames 26136"
2017,4,9,122,1684,"AusTRCF 306234","NSL 437929"
2017,4,9,117,1783,"Tx441","NSL 43597"
2017,4,9,109,1587,"CML 325","Ames 30855"
2017,4,9,110,1619,"CML 337","Ames 30857"
2017,4,8,126,1732,"TZSTRI114","PI 639938"
2017,4,9,128,1530,"AusTRCF 306357","NSL 438043"
2017,4,9,105,990,"NC334","Ames 27163"
2017,4,8,119,740,"88069","PI 550918"
2017,4,9,113,1098,"CI 81B","CIze 81"
2017,4,8,116,1700,"Tzi 24","PI 506254"
2017,4,9,104,1670,"NC304","Ames 27148"
2017,4,8,125,1731,"TZSTRI112","PI 639936"
2017,4,8,111,1719,"AusTRCF 306352","NSL 438038"
2017,4,9,119,1809,"SC 212M","NSL 68242"
2017,4,9,121,1637,"AusTRCF 305823","NSL 437897"
2017,4,9,101,1596,"CML 333","Ames 27101"
2017,4,8,124,1059,"6M502","PI 601561"
2017,4,9,107,1702,"Mo403","Ames 28362"
2017,4,9,124,873,"AusTRCF 306258","NSL 437947"
2017,4,9,102,1786,"NC296","Ames 27144"
2017,4,9,123,1305,"AusTRCF 306257","NSL 437946"
2017,4,9,116,1807,"CI 89B","CIze 89"
2017,4,8,128,1653,"NC220","Ames 12728"
2017,4,9,100,1564,"CML 323","Ames 27097"
2017,4,8,115,1814,"E697-1-1-1(S5) INBRED","PI 221794"
2017,4,9,95,1583,"Pa91HT2","Ames 25373"
2017,4,9,126,1793,"AusTRCF 306346","NSL 438032"
2017,4,9,96,1491,"CI 32","Ames 26126"
2017,3,16,73,1242,"Pa877","PI 517972"
2017,3,16,84,1135,"DE811","PI 550558"
2017,3,17,79,1174,"Va22B","Ames 19006"
2017,3,16,62,908,"NY 318 (Nevey Yaar)","PI 200187"
2017,3,17,84,1489,"CI 28","Ames 26121"
2017,3,16,56,1114,"AusTRCF 306336","NSL 438022"
2017,3,17,78,1575,"NC230","Ames 12731"
2017,3,16,69,914,"A57N","PI 406107"
2017,3,17,72,1166,"N527","PI 604606"
2017,3,16,80,1133,"B37","PI 550467"
2017,3,16,60,906,"INBRED 309","PI 186227"
2017,3,16,67,1120,"BR-28 INBR.FR.YEL.PEARL","PI 340861"
2017,3,17,66,1131,"PHV63","PI 601500"
2017,3,16,75,1,"B73","14SJMY:Breed:0001"
2017,3,16,64,47,"A16-3-2 INBRED (POTCHEFSTROOM PEARL)","PI 221736"
2017,3,16,63,1421,"A14 INBRED (POTCHEFSTROOM PEARL)","PI 221734"
2017,3,16,55,1413,"AusTRCF 306307","NSL 437993"
2017,3,17,80,1278,"Va30","Ames 19009"
2017,3,16,74,1322,"R226","PI 531510"
2017,3,16,81,921,"B54","PI 550470"
2017,3,16,72,1625,"T64S","PI 509046"
2017,3,16,57,1446,"INBRED 381","PI 186184"
2017,3,17,81,1746,"Va46","Ames 19013"
2017,3,16,83,1435,"T226","PI 550521"
2017,3,16,58,994,"INBRED 39-1084","PI 186221"
2017,3,17,82,875,"MS223","Ames 24748"
2017,3,17,74,936,"Mo49","PI 634207"
2017,3,17,69,1350,"WIL903","PI 601686"
2017,3,17,77,862,"52220","Ames 2336"
2017,3,17,76,1645,"TZEI 10","PI 641070"
2017,3,16,68,1799,"IA DS 38-W","PI 340874"
2017,3,17,65,1377,"PHV78","PI 601470"
2017,3,16,76,1354,"NP86","PI 542715"
2017,3,16,59,1418,"INBRED 41-1781","PI 186223"
2017,3,16,66,1086,"B-15 DENT STERILE","PI 340841"
2017,3,17,73,1451,"T270","PI 631444"
2017,3,17,68,853,"S8326","PI 601612"
2017,3,16,65,1503,"A302-1-2(S10) INBRED (SERVENTINA)","PI 221811"
2017,3,16,71,1624,"T62S","PI 509045"
2017,3,16,79,1434,"B68","PI 550465"
2017,3,16,61,467,"4F-240 BX 16","PI 198893"
2017,3,17,75,1139,"N551","PI 638549"
2017,3,17,70,1351,"W8555","PI 601729"
2017,3,17,71,1164,"PHT22","PI 601788"
2017,3,17,83,751,"MS224","Ames 24749"
2017,3,16,82,922,"B57","PI 550472"
2017,3,16,70,1800,"A98NW","PI 406108"
2017,3,16,78,1462,"B64","PI 550440"
2017,3,18,51,1188,"H55","Ames 26791"
2017,3,18,46,1261,"CI 82B","Ames 26135"
2017,3,18,61,1275,"Mo32W","Ames 28932"
2017,3,18,62,1382,"CI 42B","Ames 28951"
2017,3,17,55,1149,"N528","PI 594075"
2017,3,17,58,1231,"N541","PI 594087"
2017,3,17,64,1444,"HBA1","PI 601172"
2017,3,18,63,998,"AD SA5","Ames 29005"
2017,3,18,65,1383,"AD SA8","Ames 29008"
2017,3,18,72,1513,"CI 28A","CIze 28"
2017,3,17,49,929,"B97","PI 564682"
2017,3,18,70,1512,"CI 21E","CIze 21"
2017,3,18,60,1612,"Mo27W","Ames 28927"
2017,3,17,51,1368,"Pa91","PI 587147"
2017,3,18,52,1268,"F2834T","Ames 27112"
2017,3,17,60,944,"OC18","PI 596505"
2017,3,18,74,866,"Oh84","NSL 28968"
2017,3,18,54,884,"NC260","Ames 27140"
2017,3,18,48,137,"38-11","Ames 26604"
2017,3,18,59,1168,"NC266","Ames 28414"
2017,3,18,53,1056,"K148","Ames 27122"
2017,3,17,45,1107,"OC6","PI 553059"
2017,3,18,57,1577,"NC358","Ames 27175"
2017,3,18,69,1620,"CI28A Goodman-Buckler","Ames 31537"
2017,3,17,59,1122,"N217","PI 596356"
2017,3,18,64,893,"AD SA7","Ames 29007"
2017,3,17,62,1156,"MDF-13D","PI 600956"
2017,3,18,55,1088,"NC342","Ames 27167"
2017,3,18,45,1492,"CI 34","Ames 26127"
2017,3,18,47,982,"CI 187-2","Ames 26138"
2017,3,18,66,999,"AD SA10","Ames 29010"
2017,3,18,58,1195,"R4","Ames 27187"
2017,3,17,54,938,"N524","PI 594072"
2017,3,17,48,832,"NYLB31","PI 561695"
