ID	Tier	Range	Pass	Year	check	is.experimental	plate	d.T3	g.T3	a.T3	d.T	g.T	a.T	Total.Tocotrienols	Total.Tocopherols	Total.Tocochromanols
PI 550470	3	12	37	2015	99	1	4	0.83547877	23.38988751	6.06373754	5.218200756	91.83217005	0.521385423	30.28910382	97.57175623	128.819804
PI 601269	3	13	37	2015	99	1	4	0.14883847	4.8411393	5.630574735	0.464281786	12.31850266	3.893886512	10.6205525	16.67667096	28.34741344
Ames 26129	3	14	37	2015	99	1	8	1.497622199	28.63093771	2.600103017	1.466440769	54.52717686	0.734034276	36.23243866	56.72765191	93.74468785
NSL 437891	3	15	37	2015	99	1	9	0.098806403	2.124581086	4.124395728	0.059495726	4.833981036	2.049088839	6.347783217	6.942565601	13.96234725
PI 594057	3	16	37	2015	99	1	3	0.76026376	9.262930303	2.494745632	0.457113797	16.0383942	0.95751556	12.51793969	17.45302356	30.93439354
Ames 19293	3	17	37	2015	99	1	11	1.959349559	16.70692485	5.629253112	2.975220463	77.48175735	0.419441789	24.29552752	80.8764196	105.8812717
NSL 30867	3	18	37	2015	99	1	2	0.622674269	11.07256977	5.030256591	0.049192428	7.712983249	0.24222669	21.75575722	8.004402367	31.2922267
PI 550467	3	19	37	2015	99	1	13	0.460407749	7.339239713	5.629468534	0.781200652	35.36233989	14.06312872	13.429116	50.20666927	64.23883968
PI 601787	3	20	37	2015	99	1	3	0.641870564	18.76479422	4.184952961	0.868007257	42.18672633	3.693454697	23.59161775	46.74818828	71.26979604
Ames 27150	3	21	37	2015	99	1	4	0.428939888	40.43225878	8.056634935	1.142946076	52.65970355	10.82687298	48.91783361	64.6295226	114.5138458
NSL 437914	3	22	37	2015	99	1	11	1.191489921	26.51875627	7.23037581	6.672945324	54.16673649	3.198382125	34.940622	64.03806394	99.64505316
PI 561565	3	23	37	2015	99	1	13	1.252267959	14.97118544	3.500165867	1.508039226	48.76619309	0.319444549	19.72361927	50.59367687	70.96320935
Ames 22750	3	24	37	2015	99	1	3	0.83906813	8.120808306	7.976534528	4.126797645	76.5223591	8.323144013	16.93641096	88.97230076	106.7480957
Ames 29025	3	25	37	2015	99	1	5	1.358521391	10.74140282	2.365477836	1.911558539	45.83825371	0.710082641	14.46540205	48.45989489	63.85853685
PI 601403	3	27	37	2015	99	1	15	1.12824218	23.33513121	7.196495548	0.499709417	22.86074877	5.040096749	31.65986894	28.40055493	61.75075387
Ames 26782	3	28	37	2015	99	1	16	0.119184047	17.21536972	4.345010018	4.769482377	70.12076481	4.794346051	21.67956379	79.68459323	102.2597268
NSL 437928	3	29	37	2015	99	1	18	0.942418481	15.14925911	3.436333635	0.733688305	35.96054646	1.892793247	16.81018372	38.58702801	56.36152478
14SJMY:Breed:0001	3	3	37	2015	1	0	11	2.072497632	36.54526551	6.399607062	3.514791009	30.33954695	3.077812725	45.0173702	36.93215069	82.60808015
PI 558527	3	30	37	2015	99	1	15	0.989427375	15.4583147	10.63461705	2.761758379	91.34307881	1.110652931	27.08235912	95.21549012	123.8645413
Ames 26808	3	31	37	2015	99	1	4	0.61821539	6.454076828	12.16530595	3.259825561	57.18651664	12.47411655	19.23759817	72.92045875	93.19629097
NSL 437998	3	32	37	2015	99	1	12	1.940436484	7.656266853	6.001238466	3.118721205	40.11020833	5.457631495	15.5979418	48.68656103	65.12066025
PI 558522	3	33	37	2015	99	1	8	0.909683864	17.10659387	3.178219421	2.428115632	46.33102363	2.251438897	24.39892354	51.01057816	76.00272548
Ames 26777	3	34	37	2015	99	1	2	0.724925938	18.02883385	6.04235778	0.622042803	53.69959862	4.003380926	30.83847534	58.32502235	90.82362987
Ames 30857	3	35	37	2015	99	1	21	1.231862789	38.15524993	10.42786305	0.942218807	34.83948027	4.708905295	49.81497577	40.49060437	91.47715997
PI 303937	3	36	37	2015	99	1	16	1.320800531	37.16135015	20.84093111	0.38087995	27.98049952	12.96038752	59.32308178	41.32176699	101.4986297
Ames 10254	3	37	37	2015	99	1	15	0.898173187	17.70952719	15.83143909	0.438799227	11.26699454	7.023169197	34.43913947	18.72896297	54.87888089
NSL 8581	3	38	37	2015	99	1	13	4.994148753	49.11315325	6.304157222	4.480690635	70.18218891	3.369965287	60.41145922	78.03284483	139.0147684
PI 558518	3	39	37	2015	99	1	9	1.670442489	50.32887975	6.939443283	1.080035191	72.00802996	4.763096012	58.93876553	77.85116117	137.5332119
Ames 27451	3	4	37	2015	99	1	13	0.486609227	12.40973939	7.374646736	0.01726134	1.829836061	1.322933147	20.27099535	3.170030548	24.10210812
Ames 10273	3	40	37	2015	99	1	8	0.375203182	4.947709752	12.60029319	0.671056229	18.19206302	7.488352135	21.233962	26.35147138	48.30563706
14SJMY:Breed:0001	3	41	37	2015	1	0	13	2.65290215	46.18901837	7.245478307	2.935005345	24.85758102	2.663907831	56.08739883	30.45649419	87.20975087
PI 340860	3	5	37	2015	99	1	17	0.091948892	1.119253086	5.738089315	1.063762322	46.43324147	4.526646663	6.949291293	52.02365046	59.89105231
Ames 23464	3	7	37	2015	99	1	8	0.549999992	6.514194402	6.524148154	1.97826656	37.98375031	8.685963201	16.8591024	48.64798007	66.15505734
PI 558532	3	9	37	2015	99	1	6	0.724371158	13.48675147	8.836429757	1.055374102	36.10144235	9.333313705	23.04755238	46.49013016	70.98236739
Ames 2331	3	10	38	2015	99	1	19	0.146115398	4.662733337	5.028267325	1.593529745	53.99321522	4.005763188	9.83711606	59.59250815	70.53806796
Ames 28992	3	11	38	2015	99	1	17	0.227756354	7.097949262	5.14880851	3.14802426	63.16337678	7.54479239	12.47451413	73.85619343	87.3072644
PI 550472	3	12	38	2015	99	1	5	2.263574538	20.90084667	4.687589437	4.130275817	93.41875992	10.19065454	27.85201065	107.7396903	136.5373322
PI 601270	3	13	38	2015	99	1	1	0.585463314	16.95213512	7.567701763	1.878285305	49.87633565	1.306775161	25.1053002	53.06139611	79.01235851
Ames 26138	3	14	38	2015	99	1	8	0.425402366	14.97406401	6.373189478	2.640738274	75.32667416	0.459403932	25.07062184	78.42681637	104.1850592
NSL 437896	3	15	38	2015	99	1	6	1.849859917	30.01703297	6.766828122	1.401777411	37.59390088	5.25562313	38.63372101	44.25130142	83.8437798
PI 594084	3	16	38	2015	99	1	3	1.738383705	33.4339573	6.749968546	2.269315976	90.43124718	10.1283416	41.92230956	102.8289048	145.6360794
Ames 19326	3	17	38	2015	99	1	3	0.757001203	7.080065905	6.33713612	0.966750467	28.06215614	6.167985762	14.17420323	35.19689236	50.45801564
NSL 30873	3	18	38	2015	99	1	21	0.3550429	13.51199491	9.294300432	0.037503616	6.197274134	24.58886165	23.16133824	30.8236394	55.12232221
PI 550468	3	19	38	2015	99	1	2	0.348564485	13.18756895	11.14997048	1.049562594	35.26408397	8.859710156	35.83607439	45.17335672	82.56434081
PI 601788	3	20	38	2015	99	1	16	0.037048815	2.692223003	8.911487562	1.742716006	58.29655888	30.93304593	11.64075938	90.97232082	103.5511044
Ames 27151	3	21	38	2015	99	1	14	0.237578102	26.00017927	6.651122134	1.131190562	34.3916837	3.582300503	32.8888795	39.10517476	72.7053996
NSL 437915	3	22	38	2015	99	1	12	0.157767835	2.599264139	3.780169961	0.538542519	15.00388861	4.343890887	6.537201935	19.88632202	27.16879142
PI 568159	3	23	38	2015	99	1	15	0.445694685	11.47734753	9.846501716	3.433822064	63.13437331	13.78425406	21.76954393	80.35244943	103.8211523
Ames 22754	3	24	38	2015	99	1	18	0.509302398	16.27773976	7.2496779	1.642131754	61.63100492	4.098827129	18.3028839	67.3719638	86.58673474
CIze 27	3	25	38	2015	99	1	2	4.272543385	59.9526722	8.962989517	1.157049218	57.76373721	12.57305715	82.15119462	71.49384358	155.2209147
PI 267167	3	26	38	2015	99	1	15	0.31768057	10.25379402	4.839230684	0.916495276	64.96046119	1.186302866	15.41070527	67.06325933	84.01579611
PI 601470	3	27	38	2015	99	1	15	0.228117317	4.74205844	9.578161969	1.210722215	32.16000014	16.75825359	14.54833773	50.12897594	66.19104125
Ames 26796	3	28	38	2015	99	1	22	0.48506639	6.225592938	6.117362819	0.273643069	20.27724252	8.858035888	12.82802215	29.40892148	43.31914374
NSL 437937	3	29	38	2015	99	1	15	0.901347004	11.21798249	9.913856499	1.84883833	49.7894981	5.609745574	22.033186	57.24808201	80.87981669
PI 601583	3	3	38	2015	99	1	15	0.399443849	17.99403304	6.85204719	1.684964488	53.91405541	1.188614954	25.24552408	56.78763486	83.79545635
PI 559918	3	30	38	2015	99	1	16	0.205097758	19.83607015	12.89238681	0.646336247	36.21417791	8.173397842	32.93355472	45.03391199	78.82205413
NSL 438005	3	32	38	2015	99	1	18	0.569042452	3.536086649	5.681675615	0.221923364	9.880500435	5.24069738	5.293115821	15.34312118	21.64730334
PI 558524	3	33	38	2015	99	1	21	0.658565287	24.45470614	16.22978987	0.384095412	29.53858464	12.03019177	41.3430613	41.95287183	84.35557211
Ames 26781	3	34	38	2015	99	1	12	0.087044366	3.296620197	7.072732844	0.324837697	14.23098452	3.801203672	10.45639741	18.35702589	29.61588084
Ames 31537	3	35	38	2015	99	1	14	0.161694886	10.67403132	3.027639796	0.996624965	27.23533888	2.724918264	13.86336601	30.95688211	45.56790706
PI 340878	3	36	38	2015	99	1	16	0.586360504	9.152623112	6.341053518	5.59462235	75.1995348	5.347472862	16.08003713	86.14163001	103.2113843
Ames 10261	3	37	38	2015	99	1	4	0.412833223	18.13914356	9.769259952	0.249012669	17.98157622	13.27967595	28.32123673	31.51026483	60.87427032
NSL 22632	3	38	38	2015	99	1	5	1.094134164	5.756540345	8.660673244	0.79177496	43.19383926	6.191674319	15.51134775	50.17728854	66.60883312
PI 558526	3	39	38	2015	99	1	9	0.577495607	20.32359989	8.761758733	0.29296319	19.87519005	9.44715452	29.66285423	29.61530776	60.12453102
14SJMY:Breed:0001	3	40	38	2015	1	0	18	2.239775088	54.54201663	11.78825316	3.977041323	47.03577789	6.534227536	59.24660829	57.54704675	117.7787284
Ames 28933	3	41	38	2015	99	1	8	0.65631459	16.69076297	5.476174955	1.161650391	34.73623187	1.634156407	26.46496168	37.53203867	64.67045564
PI 340866	3	5	38	2015	99	1	19	0.112774459	6.252753275	5.058540131	1.079728229	27.41417222	1.342214351	11.42406787	29.8361148	42.33531972
PI 550918	3	6	38	2015	99	1	17	1.242906192	35.38686292	6.842271541	8.272508702	115.9067954	6.264525209	43.47204066	130.4438293	174.8603014
Ames 23471	3	7	38	2015	99	1	8	0.605997957	13.07276907	8.696168753	0.741566092	26.25098409	9.160307927	25.67057587	36.1528581	62.5295065
NSL 30883	3	8	38	2015	99	1	12	1.173484801	8.833030058	7.007316189	0.588680268	12.8209601	3.365765107	17.01383105	16.77540547	34.65323689
PI 559921	3	9	38	2015	99	1	2	1.576488698	22.78422878	8.003871067	0.818988203	21.24667182	4.223896438	40.36845962	26.28955646	68.1956716
Ames 2336	3	10	39	2015	99	1	3	1.533716871	21.89396234	10.01374977	1.780781791	18.15125554	7.187755269	33.44142898	27.1197926	61.55481186
Ames 29007	3	11	39	2015	99	1	13	0.14835976	4.834106107	2.896692795	2.54739019	39.63168161	0.658165863	7.879158663	42.83723766	51.3349489
PI 550491	3	12	39	2015	99	1	4	0.941133929	31.43571299	8.258691677	2.762856583	52.94119646	2.13762929	40.6355386	57.84168233	99.40173003
PI 601361	3	13	39	2015	99	1	10	3.425434245	18.0067116	4.124093001	2.028333589	29.15698037	4.53419102	25.55623885	35.71950498	61.93857752
Ames 26763	3	14	39	2015	99	1	15	0.344792882	3.551392246	6.685229598	5.341493094	96.78052673	9.592014824	10.58141473	111.7140347	123.942675
NSL 437905	3	15	39	2015	99	1	17	0.286423164	10.77291677	9.617793006	1.170026846	42.17526357	3.611222685	20.67713294	46.9565131	68.41940362
PI 594086	3	16	39	2015	99	1	8	1.273884955	23.68423434	3.777695314	1.26533626	43.02294336	3.370656507	32.10248785	47.65893612	80.4264736
Ames 23475	3	17	39	2015	99	1	12	0.515136575	17.89159225	2.299813223	2.065115916	26.04995576	0.441767973	20.70654204	28.55683964	50.03289679
NSL 30891	3	18	39	2015	99	1	1	0.502958537	11.60105157	9.479904314	1.033671337	26.07213661	10.43072736	21.58391443	37.53653531	60.00760656
PI 550558	3	19	39	2015	99	1	5	1.301032267	14.58609341	11.84453554	6.068979988	70.97829683	12.4696098	27.73166121	89.51688661	118.1915032
PI 604605	3	20	39	2015	99	1	11	0.739032782	8.753385488	5.838495194	1.183514058	33.65108763	12.29188392	15.33091346	47.12648561	63.1794869
Ames 27187	3	21	39	2015	99	1	13	2.180834035	10.49921094	2.414839027	0.588646921	14.24733204	0.173497617	15.09488401	15.00947657	30.65175948
NSL 437935	3	22	39	2015	99	1	15	0.564146724	23.21045644	8.647529165	0.350715731	29.73192454	10.6667992	32.42213233	40.74943947	74.67285492
PI 573098	3	23	39	2015	99	1	1	1.622495283	35.64772052	6.642704989	2.277213826	42.65623793	1.75498328	43.91292079	46.68843503	91.67542899
Ames 23468	3	24	39	2015	99	1	21	0.271075334	11.77482836	13.07267478	0.33355375	23.06196401	13.75219976	25.11857847	37.14771752	63.29510982
NSL 29285	3	25	39	2015	99	1	18	0.347072637	8.986462535	5.312056148	0.376974675	19.6401616	6.406299924	10.44423782	26.4234362	37.81258988
PI 340846	3	26	39	2015	99	1	1	0.112789217	12.58596882	3.657608759	3.653202511	48.29339453	4.729078691	16.35636679	56.67567573	73.84715685
PI 601573	3	27	39	2015	99	1	13	0.683004178	15.2748981	6.30067101	0.86042443	24.61711082	4.860281027	22.25857329	30.33781627	53.16487131
Ames 26800	3	28	39	2015	99	1	1	0.404443154	16.22231346	6.718091975	0.439737368	15.04102125	6.655342354	23.34484859	22.13610098	46.27512698
NSL 437959	3	29	39	2015	99	1	8	0.83451243	9.163397847	3.230021917	1.495197662	44.51374533	5.287006148	16.81717988	51.29594914	68.85250791
PI 601584	3	3	39	2015	99	1	12	0.054543252	4.794903447	5.074649408	0.782194185	29.49374382	4.714174977	9.924096107	34.99011298	45.67871882
PI 561529	3	30	39	2015	99	1	19	4.900490729	53.35975861	8.505644532	0.682450577	43.46416797	0.820694739	66.76589387	44.96731329	112.7487951
Ames 27066	3	31	39	2015	99	1	19	0.321821074	17.29543577	2.605757064	1.733015123	66.93157388	2.88719891	20.2230139	71.55178791	92.80499976
NSL 438042	3	32	39	2015	99	1	6	0.612045913	5.540278902	5.70341904	1.296330533	29.82654306	7.887343511	11.85574385	39.0102171	51.96492104
PI 560082	3	33	39	2015	99	1	5	0.566858783	4.814296988	5.882180479	2.579089804	65.38088525	7.674560645	11.26333625	75.6345357	88.00406148
Ames 26788	3	34	39	2015	99	1	16	2.066975728	42.86477904	4.203312829	15.70910532	135.6665278	5.214907757	49.13506759	156.5905409	206.6053641
CIze 7	3	35	39	2015	99	1	10	1.267440231	23.35643509	4.937152305	0.813470512	38.49854983	1.207955036	29.56102763	40.51997538	70.72694203
Ames 10287	3	37	39	2015	99	1	16	0.521088388	16.32059795	5.891213141	0.147227985	12.67390657	1.590694259	22.73289948	14.41182881	38.06328793
NSL 22634	3	38	39	2015	99	1	4	1.112908074	41.01478303	3.843486176	0.781488488	16.6200804	1.813905969	45.97117728	19.21547486	66.12507348
14SJMY:Breed:0001	3	39	39	2015	1	0	8	1.631489373	34.69991308	6.453366685	3.639174523	29.0858536	2.246410899	46.02867684	34.97143902	81.69764585
Ames 28975	3	4	39	2015	99	1	6	0.439837603	4.926534968	3.807364243	2.07059282	44.39814339	0.841302468	9.173736815	47.31003868	57.62763744
Ames 10274	3	40	39	2015	99	1	16	2.679246533	17.89247366	12.64662574	4.070604157	67.67837587	20.04001141	33.21834593	91.78899144	125.886887
Ames 28936	3	41	39	2015	99	1	15	0.615696221	8.905852634	14.61469253	0.037307581	3.149861567	9.72061655	24.13624139	12.9077857	38.76139199
PI 358525	3	5	39	2015	99	1	1	0.710709443	22.74293508	5.514611481	0.791824167	33.17729325	1.645977203	28.968256	35.61509462	65.43853526
14SJMY:Breed:0001	3	6	39	2015	1	0	10	1.973209055	39.45194683	7.46222787	3.651394475	26.40178992	2.133391866	48.88738375	32.18657626	81.75450154
Ames 23473	3	7	39	2015	99	1	19	1.216752718	15.10552215	10.57105881	0.064797905	5.473094696	10.44805793	26.89333368	15.98595053	43.95986885
NSL 30896	3	8	39	2015	99	1	18	0.215707303	11.90145484	2.569628907	4.261162106	92.94580239	1.044438784	12.65444819	98.25140328	111.9095894
PI 559949	3	9	39	2015	99	1	4	0.404209237	18.95116024	4.662151066	0.286177973	23.04279654	10.26935737	24.01752054	33.59833188	58.78081334
Ames 27188	2	20	4	2015	99	1	2	0.063918758	6.618366166	2.516906547	2.412900285	35.84550423	1.936644459	11.71609802	40.19504897	53.55852219
Ames 23509	2	21	4	2015	99	1	2	0.381101632	17.05056248	4.434457598	0.742890807	35.67894791	4.455425738	26.30057931	40.87726446	68.70198281
PI 233314	2	22	4	2015	99	1	21	1.278435054	32.40771003	9.93569527	4.404401903	66.78147418	4.45524943	43.62184036	75.64112552	120.3100455
PI 535925	2	23	4	2015	99	1	6	3.252491788	38.20615337	8.119245441	2.71834041	70.04867743	7.596084672	49.5778906	80.36310251	130.9378381
Ames 23392	2	24	4	2015	99	1	9	0.532487426	8.075017313	5.14323933	3.23407063	60.36206737	6.582365349	13.75074407	70.17850335	84.71629172
Ames 27036	2	25	4	2015	99	1	8	0.908714136	22.744615	4.047479137	1.008083071	37.91207458	1.411058497	31.29029705	40.33121614	72.34407304
PI 343953	2	26	4	2015	99	1	11	0.31333777	10.09139534	2.180139974	1.01811983	38.59489239	1.767043837	12.58487308	41.38005605	54.73946005
PI 587141	2	27	4	2015	99	1	12	0.036959381	0.248649392	1.577919722	0.856736484	37.98623021	5.449467634	1.863528495	44.29243433	46.89781864
Ames 23422	2	28	4	2015	99	1	6	12.88824108	46.20465501	6.688607714	2.974346397	49.46809221	3.490090771	65.7815038	55.93252938	122.7461403
NSL 42872	2	29	4	2015	99	1	3	0.819717984	4.555256257	6.118468877	0.791896384	25.96846791	5.7356693	11.49344312	32.4960336	44.96081162
PI 548799	2	30	4	2015	99	1	13	0.372979743	8.734036893	5.723346962	2.98996409	61.23766851	0.674201667	14.8303636	64.90183427	80.39939242
Ames 23405	2	31	4	2015	99	1	22	0.736721062	15.7238781	5.520651071	4.010639282	75.88845072	2.786667891	21.98125024	82.68575789	105.6545385
Ames 27051	2	32	4	2015	99	1	10	0.136335096	4.027352807	7.218609622	0.109207629	9.974971211	12.62677538	11.38229753	22.71095422	34.78506337
PI 405707	2	33	4	2015	99	1	5	1.260255539	13.86110707	3.526629569	2.248643538	57.8189249	1.080996976	18.64799217	61.14856542	80.79120565
PI 601727	2	34	4	2015	99	1	3	0.665261385	10.91514832	4.333122043	2.323766485	71.93204754	0.957421306	15.91353175	75.21323533	91.89624582
Ames 25220	2	35	4	2015	99	1	11	1.578510387	31.54281333	4.313998464	1.943949233	52.69193078	2.803559259	37.43532218	57.43943927	95.59771568
PI 198896	2	36	4	2015	99	1	21	0.292721613	16.98834633	7.08773209	0.444114349	37.36797487	6.626490691	24.36880003	44.43857991	69.82108236
PI 587143	2	37	4	2015	99	1	9	0.450443399	8.486767031	4.768111992	2.217380952	39.65640999	7.253163539	13.70532242	49.12695448	63.64401682
14SJMY:Breed:0001	2	38	4	2015	1	0	18	1.969435791	40.94556062	9.001340649	3.846601598	44.14136657	6.359011798	44.79709491	54.34697997	99.9518131
NSL 42804	2	39	4	2015	99	1	8	0.288134105	4.264128437	5.381946816	0.847923996	41.10491675	6.430969949	13.62384462	48.38381069	62.73071181
PI 561694	2	40	4	2015	99	1	11	0.339209236	12.94313685	5.651367407	2.088027043	71.54155971	8.681523579	18.93371349	82.31111034	101.9963125
Ames 12727	3	10	40	2015	99	1	19	0.814525763	12.45269803	6.270088705	0.060498898	8.009388324	4.693721095	19.53731249	12.76360832	33.24619321
Ames 29014	3	11	40	2015	99	1	10	0.054595577	2.655348548	3.678631468	2.234522633	30.16710594	2.405208143	6.388575593	34.80683672	41.91781558
PI 601440	3	13	40	2015	99	1	18	1.020826511	18.11582679	14.81833311	2.42838558	49.74909835	8.379519825	22.23503204	60.55700376	83.69768266
Ames 26785	3	14	40	2015	99	1	16	0.61876677	24.99957094	8.198193851	1.910042483	69.64427594	0.878323755	33.81653157	72.43264218	107.1237175
NSL 437908	3	15	40	2015	99	1	8	0.497435761	8.203266164	3.392280065	0.819241642	25.92579023	0.683614094	15.47719625	27.42864597	43.50820335
PI 594090	3	16	40	2015	99	1	18	0.600003534	17.1397133	5.797461299	2.944512845	56.26680443	7.390593234	18.95191329	66.60191051	86.52834679
Ames 24740	3	17	40	2015	99	1	19	0.275402917	19.07284283	11.81510106	3.356112781	85.09429706	2.511400263	31.16334681	90.9618101	122.9908184
NSL 30907	3	18	40	2015	99	1	14	3.027002777	34.99683022	4.667066258	1.971273505	36.23643379	0.280209491	42.69089926	38.48791679	81.8313842
PI 552815	3	19	40	2015	99	1	4	0.853636888	15.34093549	7.438160295	2.354972052	45.51130419	7.561780455	23.63273267	55.4280567	80.08517159
PI 604606	3	20	40	2015	99	1	8	0.698790293	13.58632799	10.55671696	2.007410518	41.82423611	12.84546852	28.15156439	56.67711515	85.47219414
Ames 28365	3	21	40	2015	99	1	5	0.904326545	9.229145497	6.746615217	2.038680029	84.68182171	0.481881445	16.88008726	87.20238318	105.1353075
NSL 437939	3	22	40	2015	99	1	17	1.52675289	36.75609635	10.5546844	5.06900223	51.94832524	7.486466706	48.83753364	64.50379418	114.2308121
PI 587130	3	23	40	2015	99	1	15	0.257906871	5.123336852	6.751945376	3.100244183	38.22631136	4.071322208	12.1331891	45.39787775	59.12165446
Ames 24575	3	24	40	2015	99	1	8	0.147979009	6.947476314	5.73729833	3.376788935	73.39151375	2.2149833	16.50580083	78.98328599	96.13017138
NSL 29316	3	25	40	2015	99	1	2	0.10741123	4.174186077	9.879010743	0.631870738	31.45540884	9.710868952	24.03961879	41.79814853	66.98739081
PI 340850	3	26	40	2015	99	1	6	0.519204669	6.578010608	3.792060706	0.573150948	20.48142366	0.357643894	10.88927598	21.4122185	33.31785267
PI 601575	3	27	40	2015	99	1	8	0.682497704	25.80019403	6.098015404	1.176107239	24.85081422	3.512309681	35.81113798	29.53923114	66.06710215
Ames 27143	3	28	40	2015	99	1	2	0.439315072	22.98610861	8.799988313	1.488875762	69.99909271	8.559525711	41.02540031	80.04749418	122.5190289
NSL 437982	3	29	40	2015	99	1	15	0.36884995	2.47612919	4.42081288	2.007369126	51.11315083	0.707638799	7.265792019	53.82815876	62.67372849
PI 601610	3	3	40	2015	99	1	11	0.524332949	19.49604153	5.425204999	1.741615946	41.29682555	5.712303754	25.44557948	48.75074525	75.06063729
PI 584528	3	30	40	2015	99	1	19	2.54082124	34.26826067	5.859213769	2.191758771	32.52919351	6.523692351	42.66829568	41.24464464	84.99229618
Ames 27082	3	31	40	2015	99	1	18	0.288801257	11.77176129	6.56057254	0.176879916	13.48856105	8.368334006	13.43231863	22.03377498	36.44526086
NSL 438043	3	32	40	2015	99	1	22	0.279574446	6.457919598	3.675239817	1.435889826	28.24656707	7.033972521	10.41273386	36.71642942	48.05427364
PI 561516	3	33	40	2015	99	1	19	1.753600726	34.51441477	17.00511684	3.770035332	57.0945424	9.65376012	53.27313233	70.51833785	124.8178372
Ames 26789	3	34	40	2015	99	1	4	1.263760866	42.15760134	2.892609701	2.390971332	34.30759501	3.643892102	46.3139719	40.34245844	87.66268915
CIze 45	3	35	40	2015	99	1	12	1.927885827	19.82196054	12.06108407	0.149006085	15.25572301	4.545203609	33.81093044	19.9499327	54.62072059
14SJMY:Breed:0001	3	37	40	2015	1	0	16	1.995192835	43.21107573	12.9218358	3.752789126	44.02402414	10.49048968	58.12810436	58.26730295	117.3902993
NSL 67788	3	38	40	2015	99	1	11	1.872739062	10.52041839	12.53036798	1.062000023	29.9962207	10.55727972	24.92352543	41.61550045	67.38110815
PI 558530	3	39	40	2015	99	1	17	2.626928295	40.79598549	10.62958789	4.369204995	118.0931692	0.672848486	54.05250168	123.1352227	177.912888
Ames 28976	3	4	40	2015	99	1	9	2.27662716	38.90701266	6.676087069	5.317504428	35.35573324	2.5757748	47.85972689	43.24901247	91.73976843
Ames 12730	3	40	40	2015	99	1	17	0.885302946	15.10418139	9.030803289	4.004431052	61.30562342	1.630190127	25.02028762	66.9402446	92.97751924
PI 358533	3	5	40	2015	99	1	11	0.198344823	5.129139195	2.898972067	0.507121706	11.25883416	0.593562555	8.226456085	12.35951842	21.39967471
14SJMY:Breed:0001	3	7	40	2015	1	0	9	2.322864143	39.61234942	7.028911075	5.426469486	38.37901416	3.573181388	48.96412464	47.37866503	97.095894
NSL 42806	3	8	40	2015	99	1	8	21.37818197	93.70252626	11.94274055	16.30013084	82.17379285	7.802056878	130.140188	106.2759806	236.8744253
PI 561695	3	9	40	2015	99	1	3	0.93916949	25.29985041	15.51014388	4.906690006	65.154162	11.10387226	41.74916378	81.16472427	123.7690681
NSL 15405	3	10	41	2015	99	1	15	0.925347379	19.96171641	6.48324698	1.697875721	42.08247498	6.666988054	27.37031076	50.44733875	79.2688318
PI 555650	3	11	41	2015	99	1	3	0.595811581	2.906558469	4.175001682	0.156705021	7.162956818	7.168087797	7.677371732	14.48774964	23.0538366
PI 601442	3	12	41	2015	99	1	13	1.61467731	35.39104058	8.197314478	2.495359579	47.19305929	4.746504425	45.20303237	54.43492329	100.302573
Ames 26793	3	13	41	2015	99	1	6	0.77973999	9.115035701	8.609893811	0.501576445	19.21377807	5.543795641	18.5046695	25.25915016	45.02515278
NSL 437909	3	14	41	2015	99	1	2	0.412771894	18.72020908	4.212069547	2.037062729	53.28110977	1.367312477	27.55712007	56.68548498	85.37933919
PI 595367	3	15	41	2015	99	1	3	0.98179681	14.17603148	5.546423405	0.158572593	11.07531009	0.449730857	20.70425169	11.68361353	33.5068094
Ames 25372	3	16	41	2015	99	1	4	0.398542693	17.61336763	9.49240318	2.246347585	41.8321774	4.150095187	27.5043135	48.22862017	76.68458403
NSL 65866	3	17	41	2015	99	1	13	0.53562406	13.63925133	7.767451895	0.318455263	13.89654174	6.148766261	21.94232729	20.36376326	42.96430553
PI 608765	3	19	41	2015	99	1	4	0.283239495	12.51920619	5.910363872	2.053773445	54.02471102	5.15283659	18.71280955	61.23132106	80.9940438
PI 601728	3	2	41	2015	99	1	19	0.084292057	6.496677779	6.657100552	0.900990997	39.89767443	10.35873081	13.23807039	51.15739623	65.37507288
Ames 28412	3	20	41	2015	99	1	9	2.26070842	38.03466237	4.926213541	0.688110332	31.45328701	0.784705081	45.22158433	32.92610243	78.91674119
NSL 437968	3	21	41	2015	99	1	10	0.199659182	9.502761748	3.175919573	0.595495658	19.87428868	4.183175706	12.8783405	24.65296004	38.30049056
Ames 24590	3	23	41	2015	99	1	14	1.220422917	37.84694519	5.35276152	8.959837035	88.23714147	3.130432114	44.42012962	100.3274106	145.3645203
NSL 30064	3	24	41	2015	99	1	3	0.776567963	14.83678191	3.154575052	2.275382673	55.33906358	0.626155705	18.76792492	58.24060196	77.89930996
PI 406113	3	25	41	2015	99	1	11	0.197242175	4.7400931	5.976003302	0.166240413	14.43299686	8.004063404	10.91333858	22.60330067	34.17814434
PI 601685	3	26	41	2015	99	1	3	0.955882871	13.85846863	6.414015113	0.522603319	19.33845652	7.985640413	21.22836662	27.84670025	50.10465367
Ames 28934	3	27	41	2015	99	1	17	0.32300378	17.4999663	6.724101685	3.053458406	71.50706094	3.194465964	24.54707177	77.75498531	103.1939152
NSL 437987	3	28	41	2015	99	1	12	0.305934643	4.852323124	4.818229931	2.87027679	37.70506703	6.382136571	9.976487698	46.95748039	57.70025976
