ID	Tier	Range	Pass	Year	check	is.experimental	plate	d.T3	g.T3	a.T3	d.T	g.T	a.T	Total.Tocotrienols	Total.Tocopherols	Total.Tocochromanols
Ames 24717	3	5	67	2017	99	1	2	0.597293174	7.270161751	9.704942447	1.774141052	22.37242583	11.99779297	17.57239737	36.14435985	53.71675722
NSL 52605	3	6	67	2017	99	1	5	0.657458458	23.55887691	4.85823041	1.028776901	23.82032217	4.918074045	29.07456578	29.76717311	58.84173889
PI 550461	3	7	67	2017	99	1	5	0.868700375	11.90065624	9.598022265	0.534874203	18.79723246	5.933042091	22.36737888	25.26514875	47.63252763
PI 601502	3	8	67	2017	99	1	11	0.590499913	26.55271516	12.18786032	1.534394898	27.31799444	4.676722235	39.3310754	33.52911158	72.86018698
Ames 26804	3	9	67	2017	99	1	12	3.661171188	12.32750645	4.272388693	1.136834525	26.66526506	3.875338406	20.26106633	31.67743799	51.93850432
NSL 30891	3	10	68	2017	99	1	13	0.335784381	7.530624088	8.286150105	1.023222628	30.4920746	9.467170269	16.15255857	40.9824675	57.13502607
PI 406128	3	11	68	2017	99	1	10	0.321346484	8.76252806	5.456029969	0.539274925	24.11826346	6.499036666	14.53990451	31.15657505	45.69647956
PI 596503	3	12	68	2017	99	1	4	0.171850152	11.01825916	5.660732871	0.820270445	25.33068232	7.066695792	16.85084218	33.21764855	50.06849073
PI 340872	3	13	68	2017	99	1	4	0.144259121	17.49274279	4.248201391	0.829738187	30.54768509	1.080031771	21.8852033	32.45745505	54.34265835
Ames 24730	3	14	68	2017	99	1	16	0.568000872	27.59156231	7.255238354	1.363547967	49.65796727	1.695046888	35.41480153	52.71656212	88.13136366
Ames 28992	3	15	68	2017	99	1	11	0.179176637	5.14086662	4.870204779	2.167860278	51.11264859	7.435312417	10.19024804	60.71582129	70.90606932
PI 340874	3	16	68	2017	99	1	15	0.610488217	6.878842884	6.000912947	4.246409821	41.50314005	6.59084866	13.49024405	52.34039853	65.83064258
PI 601612	3	17	68	2017	99	1	15	1.179651463	21.66022113	8.227063907	1.505711562	33.90203876	8.65935626	31.06693649	44.06710658	75.13404307
Ames 30862	3	18	68	2017	99	1	16	0.773746501	36.43052499	10.21898196	1.699094567	76.72423058	5.321744724	47.42325345	83.74506987	131.1683233
Ames 22051	3	2	68	2017	99	1	3	0.594810978	32.22964055	9.234089508	2.361716938	51.3191225	10.8185063	42.05854103	64.49934574	106.5578868
NSL 81596	3	3	68	2017	99	1	2	0.47432708	9.186579916	10.20871734	1.272052106	49.54530294	3.780985624	19.86962433	54.59834067	74.46796501
PI 594065	3	4	68	2017	99	1	1	1.711857564	47.8334234	7.163459836	1.929480385	59.63138181	6.309284677	56.7087408	67.87014687	124.5788877
Ames 24989	3	5	68	2017	99	1	2	0.495272273	19.07951712	7.147945539	2.540776772	35.16002127	4.546505235	26.72273493	42.24730327	68.97003821
NSL 65874	3	6	68	2017	99	1	5	0.300352186	9.107588293	5.94354369	1.398793314	53.54870476	3.636692377	15.35148417	58.58419045	73.93567462
PI 550462	3	7	68	2017	99	1	5	0.678821655	19.0119036	12.71100346	0.570221927	30.89865227	8.444678361	32.40172872	39.91355256	72.31528128
PI 601571	3	8	68	2017	99	1	11	0.104303624	4.852430117	4.941439006	0.515809188	23.21922661	1.877780149	9.898172747	25.61281595	35.51098869
Ames 27051	3	9	68	2017	99	1	12	0.182491649	3.042459304	8.801423947	0.085301163	13.10330568	26.02019073	12.0263749	39.20879757	51.23517247
NSL 30895	3	10	69	2017	99	1	13	0.416916343	15.84038087	3.752617719	3.392013908	78.70444864	1.117706644	20.00991493	83.21416919	103.2240841
PI 427109	3	11	69	2017	99	1	11	0.848534584	12.66969325	8.882818855	1.694249017	38.75524468	11.6626984	22.40104669	52.1121921	74.51323879
PI 597578	3	12	69	2017	99	1	4	1.52456701	29.1887019	7.825012895	0.207090485	7.334120386	4.284687499	38.5382818	11.82589837	50.36418017
PI 358522	3	13	69	2017	99	1	4	0.094135453	3.69011854	8.101681518	2.038748678	32.23755039	9.508480802	11.88593551	43.78477987	55.67071538
Ames 24740	3	14	69	2017	99	1	16	0.256028914	20.53675658	8.296030843	2.316807594	62.80444919	2.933735094	29.08881633	68.05499188	97.14380821
Ames 29001	3	15	69	2017	99	1	11	0.167801236	4.724388278	3.487657533	2.173465075	33.85990927	3.63025738	8.379847047	39.66363173	48.04347877
PI 406107	3	16	69	2017	99	1	15	3.343244744	41.5784556	5.334566041	1.615382637	31.43160515	0.64963404	50.25626638	33.69662182	83.95288821
PI 601686	3	17	69	2017	99	1	15	1.728533455	21.47478991	11.87793828	1.088413007	51.92550059	11.0661356	35.08126165	64.0800492	99.16131084
Ames 31537	3	18	69	2017	99	1	15	0.25671507	10.40437542	5.366404345	1.934919663	31.56088632	5.174030539	16.02749483	38.66983652	54.69733135
PI 340837	3	19	69	2017	99	1	17	0.120905019	4.878476629	7.264835095	1.22702989	33.2235395	4.532400364	12.26421674	38.98296975	51.2471865
Ames 22751	3	2	69	2017	99	1	3	0.584025021	21.54282195	8.649412648	1.959672658	54.40492676	0.642226862	30.77625961	57.00682628	87.78308589
NSL 117226	3	3	69	2017	99	1	2	1.975675107	24.27624457	7.950028157	1.705920349	83.84288192	11.83479697	34.20194783	97.38359924	131.5855471
PI 594070	3	4	69	2017	99	1	1	0.707458426	11.09124892	11.35380253	2.240336347	36.04218792	5.507020147	23.15250988	43.78954442	66.94205429
Ames 26747	3	5	69	2017	99	1	2	0.326397687	10.25116909	7.249544485	3.671887984	46.07996998	2.932095438	17.82711126	52.6839534	70.51106466
NSL 68211	3	6	69	2017	99	1	5	0.256855732	4.591670211	7.375882742	1.971742393	67.18150391	1.380173767	12.22440869	70.53342007	82.75782876
PI 550463	3	7	69	2017	99	1	5	1.211701391	15.36524348	8.345305741	1.234302288	52.54945808	0.707618528	24.92225061	54.4913789	79.41362951
PI 601573	3	8	69	2017	99	1	11	0.658384903	15.7956462	13.21550083	0.779963074	24.82665379	8.066169812	29.66953194	33.67278668	63.34231862
Ames 27143	3	9	69	2017	99	1	12	0.365525233	20.01095229	11.26785773	0.522436837	36.34623193	5.391073666	31.64433525	42.25974243	73.90407768
Ames 23496	2	10	7	2017	99	1	7	0.269779013	5.630340766	20.37812445	1.434861331	65.99281513	13.52060964	26.27824423	80.9482861	107.2265303
PI 601005	2	11	7	2017	99	1	14	0.139377611	6.949796292	5.935344054	1.86645016	44.20680396	0.697184513	13.02451796	46.77043863	59.79495659
Ames 28988	2	12	7	2017	99	1	17	0.135203954	3.681133681	4.579222314	1.871930446	37.6138556	0.58691429	8.395559949	40.07270034	48.46826029
PI 601375	2	13	7	2017	99	1	14	1.81849113	23.70153954	7.078711431	2.692460445	51.20672961	6.454869065	32.5987421	60.35405912	92.95280122
PI 550695	2	14	7	2017	99	1	14	0.166106576	4.335911875	3.813655366	0.985530694	36.91447113	0.956037407	8.315673817	38.85603924	47.17171305
CIze 40	2	15	7	2017	99	1	3	0.581911792	13.43944342	8.096962387	1.44717136	63.86257621	6.211254357	22.1183176	71.52100193	93.63931952
PI 601780	2	16	7	2017	99	1	3	0.24549585	15.7080187	8.477061812	3.755717083	47.55773459	1.632788581	24.43057636	52.94624025	77.37681662
Ames 23503	2	17	7	2017	99	1	7	1.55978904	36.83896355	17.35555093	1.817294084	33.38210777	6.404578574	55.75430352	41.60398042	97.35828395
PI 391414	2	18	7	2017	99	1	5	0.458486767	20.59718874	2.753920679	1.521164299	50.85106792	10.84890427	23.80959619	63.22113649	87.03073268
PI 601559	2	19	7	2017	99	1	3	2.034704478	41.62349564	21.47677251	3.284891763	35.08018141	7.660530878	65.13497263	46.02560405	111.1605767
PI 535926	2	2	7	2017	99	1	9	0.528913835	10.92343592	8.825747241	4.540914164	50.57129192	2.013973375	20.278097	57.12617946	77.40427646
Ames 30523	2	3	7	2017	99	1	9	2.045115687	13.97601296	12.56607392	0.916467268	23.39641569	2.132324443	28.58720257	26.4452074	55.03240996
PI 550531	2	4	7	2017	99	1	9	1.398704216	25.95364901	8.391069693	3.174887682	77.44688673	2.622983336	35.74342292	83.24475775	118.9881807
PI 415084	2	5	7	2017	99	1	8	3.311752873	16.51348967	6.269402683	2.984580788	57.20115733	4.2246354	26.09464523	64.41037352	90.50501875
PI 535914	2	6	7	2017	99	1	8	0.522272145	15.2770826	6.468898467	0.808042422	46.65899685	3.835518927	22.26825321	51.3025582	73.57081142
Ames 24725	2	7	7	2017	99	1	8	1.471446535	14.68330218	6.760831612	4.138202978	24.40994429	6.314138344	22.91558032	34.86228562	57.77786594
PI 550573	2	8	7	2017	99	1	18	0.818696483	12.5064245	5.002044383	2.293685475	56.92749304	2.431825791	18.32716537	61.65300431	79.98016968
NSL 32731	2	9	7	2017	99	1	7	6.088037552	32.27557276	4.583369636	1.896607741	24.00384035	0.669903395	42.94697994	26.57035148	69.51733143
NSL 30907	3	10	70	2017	99	1	13	1.847862857	25.77692146	5.502106582	2.015155337	42.15518125	0.458079756	33.1268909	44.62841635	77.75530724
PI 517974	3	11	70	2017	99	1	10	0.533199383	11.01547529	7.755078971	1.43912141	49.89766162	0.964691283	19.30375365	52.30147432	71.60522796
PI 600751	3	12	70	2017	99	1	4	0.369287567	9.520707279	7.734839114	1.19557555	33.84371601	12.022066	17.62483396	47.06135756	64.68619152
PI 406110	3	13	70	2017	99	1	4	0.222893757	2.860755014	6.33039327	1.037643026	19.10850222	7.446362886	9.414042041	27.59250813	37.00655017
14SJMY:Breed:0001	3	14	70	2017	1	0	16	1.442999622	35.36378849	12.66471496	2.532598247	29.85268428	4.932060289	49.47150306	37.31734282	86.78884588
Ames 29022	3	15	70	2017	99	1	11	0.610328149	10.46348394	5.747128504	1.630359876	40.05411683	1.424764176	16.8209406	43.10924088	59.93018148
PI 406108	3	16	70	2017	99	1	15	3.242786308	62.95741107	6.736879147	2.982526693	116.7838698	1.173581195	72.93707652	120.9399777	193.8770542
PI 601729	3	17	70	2017	99	1	15	0.655704155	19.98989962	15.27325915	1.201764901	41.35895063	6.959301983	35.91886292	49.52001751	85.43888044
CIze 21	3	18	70	2017	99	1	15	0.232436668	5.580711328	12.47408457	1.993031738	47.98261505	12.1856286	18.28723257	62.16127539	80.44850796
PI 340844	3	19	70	2017	99	1	17	2.494300974	27.23431321	4.799145374	3.621025884	43.3520024	4.343040565	34.52775955	51.31606885	85.8438284
Ames 23407	3	2	70	2017	99	1	3	0.896272394	10.85787885	4.771745467	3.250364669	108.5552604	7.718739727	16.52589671	119.5243647	136.0502615
NSL 437923	3	3	70	2017	99	1	2	0.413206536	12.36382825	7.631148907	2.354596753	64.23766254	12.01672673	20.40818369	78.60898602	99.01716971
PI 594088	3	4	70	2017	99	1	1	0.500796281	10.8888963	4.1120682	1.432472993	27.49562211	4.939968127	15.50176079	33.86806323	49.36982402
Ames 26748	3	5	70	2017	99	1	2	0.284641899	10.36394797	7.539294789	0.864305195	31.11473992	0.33799917	18.18788466	32.31704429	50.50492895
NSL 437903	3	6	70	2017	99	1	6	0.223757065	9.670533814	5.14617863	0.695573943	32.29718855	1.546380445	15.04046951	34.53914293	49.57961244
14SJMY:Breed:0001	3	7	70	2017	1	0	5	1.835571017	35.29647679	11.59086759	3.150104472	40.31731934	7.148754352	48.7229154	50.61617817	99.33909356
PI 601575	3	8	70	2017	99	1	11	0.430391096	18.03214318	10.26839263	0.893889067	26.6412762	9.732824778	28.73092691	37.26799004	65.99891695
Ames 27149	3	9	70	2017	99	1	12	0.805125457	55.8551143	8.538633632	1.582036152	80.13323806	11.12457378	65.19887339	92.83984799	158.0387214
NSL 30908	3	10	71	2017	99	1	13	0.652495895	11.37283329	4.465977088	0.783331752	29.01961686	0.733203017	16.49130627	30.53615163	47.0274579
PI 531509	3	11	71	2017	99	1	10	0.776064693	8.578336679	9.769209492	1.023821175	21.69376896	16.5044896	19.12361086	39.22207974	58.3456906
PI 601171	3	12	71	2017	99	1	4	0.845440998	20.20451696	10.91374701	0.403102387	14.53293029	6.335467945	31.96370497	21.27150062	53.2352056
Ames 25372	3	14	71	2017	99	1	16	0.378988385	12.63881914	9.047120127	1.351458568	37.68382868	4.580393618	22.06492765	43.61568087	65.68060852
Ames 29024	3	15	71	2017	99	1	11	0.630753064	12.01537131	4.980732	1.560062663	39.57776413	0.957441478	17.62685638	42.09526827	59.72212464
PI 509045	3	16	71	2017	99	1	15	0.239730776	19.15327874	6.438524599	1.020534319	69.12847193	1.176442195	25.83153411	71.32544844	97.15698256
PI 601788	3	17	71	2017	99	1	15	0.099443282	1.628574597	10.38080736	1.159508002	42.01129776	24.0805176	12.10882524	67.25132336	79.3601486
CIze 27	3	18	71	2017	99	1	16	5.647822316	59.15873573	14.13599461	1.42709725	72.63741421	16.14099488	78.94255266	90.20550634	169.148059
Ames 23410	3	2	71	2017	99	1	3	0.291782124	7.011259075	8.198380401	2.837213153	77.07589452	10.66233982	15.5014216	90.57544749	106.0768691
NSL 438033	3	3	71	2017	99	1	2	0.769661643	15.87411935	13.31719167	2.521200554	33.89511878	3.517535449	29.96097266	39.93385479	69.89482745
PI 596499	3	4	71	2017	99	1	1	0.779387253	8.033062321	11.16214172	9.26330154	88.16578578	4.249225386	19.97459129	101.6783127	121.652904
NSL 437925	3	6	71	2017	99	1	5	0.610344158	7.669609987	6.726400496	1.276556242	41.41059399	9.698683303	15.00635464	52.38583354	67.39218818
PI 550527	3	7	71	2017	99	1	5	0.648168023	11.73990213	12.75060228	1.058850807	47.19979218	22.46336202	25.13867243	70.72200501	95.86067744
PI 601684	3	8	71	2017	99	1	11	1.100285451	26.88040453	5.581709666	0.47871932	6.08079588	4.648223201	33.56239965	11.2077384	44.77013805
Ames 27151	3	9	71	2017	99	1	12	0.24463141	23.1607341	11.59821021	1.007980491	42.36721253	6.273738664	35.00357572	49.64893168	84.6525074
NSL 32734	3	10	72	2017	99	1	13	0.292466046	9.636988538	7.487139011	1.626794221	55.87627464	13.3149144	17.4165936	70.81798326	88.23457686
PI 543843	3	11	72	2017	99	1	13	0.655812413	5.184918554	9.877795261	0.911470392	41.28074745	8.363965737	15.71852623	50.55618358	66.27470981
PI 601210	3	12	72	2017	99	1	4	0.865438274	27.59322108	9.46562583	0.578220932	18.10579096	6.829638402	37.92428518	25.51365029	63.43793547
PI 531511	3	13	72	2017	99	1	4	0.78251259	20.88088983	4.831007909	1.508097481	31.02061637	2.972958663	26.49441033	35.50167251	61.99608284
Ames 25374	3	14	72	2017	99	1	16	2.224721706	9.813277504	7.884297719	1.570602519	36.04727531	5.010145155	19.92229693	42.62802298	62.55031991
Ames 29025	3	15	72	2017	99	1	11	0.510358403	10.76645178	4.185174257	1.443940139	38.48027457	1.197330873	15.46198444	41.12154558	56.58353002
PI 509046	3	16	72	2017	99	1	15	0.260305731	20.14836307	5.836799425	0.89449471	57.32566587	0.924580054	26.24546823	59.14474064	85.39020886
PI 604606	3	17	72	2017	99	1	15	0.410175848	10.0526217	8.998337822	1.304167864	40.76770217	22.54096995	19.46113537	64.61283998	84.07397535
CIze 28	3	18	72	2017	99	1	15	0.214413061	7.706433956	6.367507907	1.546117539	37.24361263	7.045263549	14.28835492	45.83499372	60.12334864
PI 391680	3	19	72	2017	99	1	17	0.503312562	10.16058129	8.821624551	0.627084182	24.29520281	6.77423089	19.4855184	31.69651788	51.18203628
Ames 23413	3	2	72	2017	99	1	2	1.253497336	21.36329121	7.752745457	4.608330255	71.84643394	1.374172131	30.369534	77.82893632	108.1984703
PI 198894	3	3	72	2017	99	1	2	3.815582323	40.31195347	6.003150929	1.478322372	39.78369718	0.737213111	50.13068672	41.99923267	92.12991938
PI 601004	3	4	72	2017	99	1	1	2.126846745	15.77728278	7.341807055	4.889386825	39.59943666	4.577845361	25.24593658	49.06666884	74.31260543
Ames 26763	3	5	72	2017	99	1	2	0.403160877	3.843274465	7.126849856	4.762227445	78.0438214	7.487311479	11.3732852	90.29336032	101.6666455
NSL 437994	3	6	72	2017	99	1	5	1.722208319	40.06551731	15.5390343	4.118428647	47.39199139	7.875718712	57.32675993	59.38613875	116.7128987
PI 553058	3	7	72	2017	99	1	5	0.247255499	5.781690621	3.181197527	0.859935553	29.10102564	4.692493719	9.210143648	34.65345492	43.86359856
PI 601775	3	8	72	2017	99	1	12	0.661685498	13.85582269	10.98077492	2.129847356	49.63576806	9.594960478	25.49828311	61.36057589	86.858859
Ames 27159	3	9	72	2017	99	1	12	0.964017559	36.21202843	14.39896817	2.353005409	46.18182979	5.126421519	51.57501416	53.66125672	105.2362709
NSL 65871	3	10	73	2017	99	1	13	0.633270246	11.30192562	6.263097984	0.496439936	30.46130977	0.671430193	18.19829385	31.6291799	49.82747374
PI 543849	3	11	73	2017	99	1	13	0.195954252	16.5322449	8.447595473	0.34607291	21.51318814	11.86924727	25.17579462	33.72850832	58.90430295
PI 601269	3	12	73	2017	99	1	4	0.131261164	3.772932509	6.464826198	0.608414414	14.69158342	3.497697062	10.36901987	18.7976949	29.16671477
PI 550496	3	13	73	2017	99	1	4	0.074032466	1.983455197	6.698548239	2.056257294	24.98796765	7.507341068	8.756035902	34.55156601	43.30760191
Ames 26021	3	14	73	2017	99	1	16	0.261071139	16.64539469	6.772976108	0.033531762	4.284277529	4.303482881	23.67944194	8.621292172	32.30073411
Ames 30864	3	15	73	2017	99	1	11	6.889720198	40.1911188	16.09493355	1.996095823	42.59760464	29.19691883	63.17577255	73.7906193	136.9663918
PI 517972	3	16	73	2017	99	1	15	0.514179234	17.57095664	1.90182939	3.104784642	66.87856946	1.931593311	19.98696526	71.91494741	91.90191267
PI 631444	3	17	73	2017	99	1	15	0.870249728	19.36787716	24.11502177	2.606144373	60.15579093	13.55546355	44.35314866	76.31739886	120.6705475
CIze 49	3	18	73	2017	99	1	16	1.052065801	27.7546796	5.020960978	1.096467761	20.66467956	1.223076877	33.82770638	22.9842242	56.81193058
PI 527699	3	19	73	2017	99	1	17	0.476158246	8.243755151	12.09580289	1.486916227	26.23939069	10.87980914	20.81571628	38.60611605	59.42183233
Ames 23430	3	2	73	2017	99	1	2	1.774418242	18.69798394	9.842315066	2.370249991	42.9926563	9.227634455	30.31471725	54.59054074	84.905258
PI 200182	3	3	73	2017	99	1	2	0.826032853	21.29715342	2.805527749	3.911078684	65.12697172	9.826375986	24.92871402	78.86442639	103.7931404
PI 601159	3	4	73	2017	99	1	1	0.33881331	5.63152872	9.604744059	1.161791813	48.70242781	10.0227166	15.57508609	59.88693622	75.46202231
Ames 26775	3	5	73	2017	99	1	2	0.398579587	11.23857885	8.508582121	0.069037711	6.204713725	0.404622214	20.14574056	6.67837365	26.82411421
NSL 437995	3	6	73	2017	99	1	6	1.965716721	32.9473077	14.58215053	5.229016271	35.72026193	4.833805785	49.49517495	45.78308399	95.27825893
PI 553063	3	7	73	2017	99	1	5	0.680240605	25.68155752	18.15435886	0.028845233	6.358925459	4.915159686	44.51615699	11.30293038	55.81908737
PI 601777	3	8	73	2017	99	1	11	0.191447908	11.45586552	11.74475619	0.682148428	37.24434401	12.37644231	23.39206961	50.30293475	73.69500436
Ames 27160	3	9	73	2017	99	1	12	0.867764315	24.50021648	9.222272124	3.339548258	44.71350719	5.536746141	34.59025292	53.58980159	88.18005451
NSL 67797	3	10	74	2017	99	1	13	4.132804629	59.37148064	7.865872968	0.438255591	27.90183111	4.3633405	71.37015824	32.7034272	104.0735854
PI 544065	3	11	74	2017	99	1	13	0.310898582	14.19726338	6.455194326	2.239881336	46.22245567	1.531180122	20.96335629	49.99351713	70.95687342
PI 601329	3	12	74	2017	99	1	4	0.365052857	7.629776569	5.271363633	2.552098197	35.63601108	0.732700533	13.26619306	38.92080981	52.18700287
PI 550555	3	13	74	2017	99	1	4	1.141011318	19.09017056	7.48869115	1.386429354	33.7274127	7.41822521	27.71987302	42.53206726	70.25194028
Ames 26115	3	14	74	2017	99	1	16	1.483212063	30.37273626	9.315897505	1.847352609	42.81472301	4.36179213	41.17184583	49.02386775	90.19571358
CIze 38	3	15	74	2017	99	1	11	4.306876345	31.13694884	5.926280184	2.209056641	66.65567334	4.353050639	41.37010536	73.21778062	114.587886
PI 531510	3	16	74	2017	99	1	15	0.359819941	17.76731255	6.911964971	0.682684865	19.78852563	3.259046106	25.03909746	23.7302566	48.76935406
PI 634207	3	17	74	2017	99	1	15	0.379511441	9.594669448	11.67502212	1.891646278	40.91999582	11.20249371	21.64920301	54.01413581	75.66333882
NSL 28968	3	18	74	2017	99	1	15	1.646435338	23.04272318	9.212207988	0.674195621	18.3601313	1.516244609	33.9013665	20.55057153	54.45193803
Ames 23471	3	2	74	2017	99	1	2	0.297824871	8.988514489	17.74589754	0.898155742	35.71793593	14.61778526	27.0322369	51.23387693	78.26611384
PI 221750	3	3	74	2017	99	1	2	0.500137187	8.063222129	3.444966392	5.780264983	57.62721563	2.741932504	12.00832571	66.14941312	78.15773883
PI 601229	3	4	74	2017	99	1	1	0.205627332	3.871181893	5.425291885	0.130730465	15.08773629	9.524675636	9.50210111	24.74314239	34.2452435
14SJMY:Breed:0001	3	5	74	2017	1	0	2	0.159721573	3.452613104	9.653348224	0.30092401	21.67335604	14.03591709	13.2656829	36.01019714	49.27588004
NSL 438021	3	6	74	2017	99	1	5	0.222687768	2.872071717	7.290511338	0.945730823	50.06031509	7.678356642	10.38527082	58.68440255	69.06967338
PI 554615	3	7	74	2017	99	1	5	2.550653782	46.282969	7.103809628	3.087839317	62.03869427	5.696449513	55.93743241	70.8229831	126.7604155
PI 601786	3	8	74	2017	99	1	11	0.615731202	7.438576221	9.488073827	3.584134965	69.27712865	0.844187627	17.54238125	73.70545124	91.24783249
Ames 27161	3	9	74	2017	99	1	12	1.454984676	32.76623954	14.43229238	3.495416701	51.49542046	7.029817389	48.65351659	62.02065455	110.6741711
NSL 75980	3	10	75	2017	99	1	13	0.377738236	7.171198614	6.144320113	2.407195196	36.61397821	4.183153838	13.69325696	43.20432725	56.89758421
PI 550442	3	11	75	2017	99	1	13	2.289252255	61.20367439	9.553587537	0.418180626	15.3332985	0.446182523	73.04651418	16.19766165	89.24417583
PI 601417	3	12	75	2017	99	1	4	0.581194804	18.68072609	11.89908421	2.24826655	44.27061446	6.628941937	31.16100511	53.14782295	84.30882806
PI 561533	3	13	75	2017	99	1	4	2.289972467	25.01301352	1.3024356	3.125478533	57.84896565	1.298516025	28.60542159	62.27296021	90.8783818
Ames 26120	3	14	75	2017	99	1	16	0.307963375	1.074127676	0.560725679	0.954826013	43.09517865	4.957520406	1.94281673	49.00752507	50.9503418
CIze 45	3	15	75	2017	99	1	12	1.849880279	17.9301239	17.93881051	0.127162738	15.92944705	5.837697728	37.71881469	21.89430751	59.61312221
14SJMY:Breed:0001	3	16	75	2017	1	0	15	1.716955891	36.30140001	8.788817985	3.731360594	33.47334437	1.563503384	46.80717389	38.76820835	85.57538224
PI 638549	3	17	75	2017	99	1	15	0.706321918	18.18821216	21.47531599	2.223266691	52.72980979	10.83457274	40.36985007	65.78764922	106.1574993
NSL 29282	3	18	75	2017	99	1	17	1.456056841	16.98802597	8.225404017	0.737460522	56.1681218	0.607280798	26.66948682	57.51286312	84.18234995
PI 531083	3	19	75	2017	99	1	17	0.575040953	18.47146508	9.027003894	1.104329852	48.3580663	13.31751618	28.07350993	62.77991233	90.85342226
Ames 23478	3	2	75	2017	99	1	2	0.48205015	21.16952893	6.447659247	0.214556936	13.52128121	2.041821627	28.09923833	15.77765977	43.8768981
PI 601322	3	4	75	2017	99	1	1	1.073669255	19.74472715	8.683100776	0.191819872	28.20296914	9.555142058	29.50149718	37.94993107	67.45142825
Ames 26776	3	5	75	2017	99	1	2	1.294519348	42.50165269	11.91739118	2.662395819	33.55882263	6.142358228	55.71356321	42.36357668	98.07713989
NSL 438034	3	6	75	2017	99	1	5	0.746271855	23.16262762	13.90136209	1.542676254	38.78029191	7.29781533	37.81026156	47.62078349	85.43104505
PI 559918	3	7	75	2017	99	1	5	0.345089054	11.7530815	10.65216921	0.715557019	41.71302567	12.42297141	22.75033977	54.85155409	77.60189386
PI 601787	3	8	75	2017	99	1	11	0.717273747	18.71249239	7.287722699	0.574835102	35.04633144	3.552241359	26.71748884	39.1734079	65.89089674
Ames 27182	3	9	75	2017	99	1	12	1.753755434	37.57253281	11.74633434	5.831646525	59.48743359	5.502102987	51.07262258	70.8211831	121.8938057
NSL 81600	3	10	76	2017	99	1	13	0.440947753	21.39966556	6.168071517	3.376856334	48.62140822	1.950775928	28.00868483	53.94904048	81.95772531
PI 550469	3	11	76	2017	99	1	13	0.30087083	9.518266243	6.810466832	0.175494409	11.48400071	6.054932172	16.6296039	17.71442729	34.3440312
PI 601564	3	12	76	2017	99	1	4	1.002034553	3.91554858	6.618983108	0.635846345	26.29161032	7.045750596	11.53656624	33.97320726	45.5097735
PI 561565	3	13	76	2017	99	1	4	0.913165425	14.43962847	4.427391279	1.037010174	45.04820662	0.380947288	19.78018518	46.46616408	66.24634926
Ames 26124	3	14	76	2017	99	1	16	7.233227252	50.53514981	10.02278814	2.020735496	67.24435998	7.280428401	67.7911652	76.54552388	144.3366891
CIze 82	3	15	76	2017	99	1	11	0.684598079	17.11856688	7.868365382	0.381103852	37.02768038	7.450890618	25.67153034	44.85967485	70.53120519
PI 542715	3	16	76	2017	99	1	15	0.176082482	9.72470766	5.041839865	3.134410211	48.31271273	3.134651006	14.94263001	54.58177395	69.52440395
PI 641070	3	17	76	2017	99	1	15	0.903475963	15.86011168	6.420496551	0.988938098	20.6959749	5.44250254	23.1840842	27.12741554	50.31149973
PI 542716	3	19	76	2017	99	1	17	0.130646965	5.420051732	6.001903236	2.411496048	58.3210622	2.557324992	11.55260193	63.28988324	74.84248517
Ames 24705	3	2	76	2017	99	1	2	0.492530287	8.596245288	10.71577383	2.099559286	38.40309029	4.741644784	19.80454941	45.24429436	65.04884377
PI 340827	3	3	76	2017	99	1	2	0.130884683	1.18386147	5.069422536	3.209624721	44.7199844	2.564444919	6.384168689	50.49405404	56.87822273
PI 601438	3	4	76	2017	99	1	1	0.824085911	18.28074827	6.56491301	1.457973249	84.65641087	8.046733342	25.66974719	94.16111746	119.8308647
Ames 26783	3	5	76	2017	99	1	2	0.454631551	5.700364418	5.823365735	0.618499067	23.33486151	3.103873849	11.9783617	27.05723442	39.03559613
PI 186193	3	6	76	2017	99	1	5	1.132735854	25.85150384	7.064905725	1.702483793	38.23887601	2.227481317	34.04914542	42.16884112	76.21798654
PI 559944	3	7	76	2017	99	1	5	0.647570805	20.21775302	9.238124172	1.500272926	48.87745995	8.915031835	30.10344799	59.29276471	89.39621271
PI 601792	3	8	76	2017	99	1	12	0.166333376	3.249503189	10.14050139	1.018978343	56.94593299	7.256167011	13.55633795	65.22107835	78.7774163
Ames 27188	3	9	76	2017	99	1	12	0.172370175	7.817593273	4.789194593	3.053585531	43.52889857	2.544154568	12.77915804	49.12663867	61.90579671
NSL 174429	3	10	77	2017	99	1	13	0.117821777	4.445540939	9.301046908	0.675692064	31.33180139	16.00332732	13.86440962	48.01082077	61.8752304
PI 552815	3	11	77	2017	99	1	13	1.172307229	15.77398567	11.49025422	1.932614063	36.51538058	8.924566133	28.43654713	47.37256078	75.8091079
PI 572413	3	13	77	2017	99	1	4	0.857403977	7.717927729	6.760619003	0.071659155	9.592947716	0.298498512	15.33595071	9.963105383	25.29905609
Ames 26134	3	14	77	2017	99	1	16	0.28188091	7.41412512	2.888439772	0.991718018	33.69016528	3.75458332	10.5844458	38.43646662	49.02091242
NSL 22631	3	15	77	2017	99	1	12	0.091289663	0.675505332	4.583283377	0.784052132	38.18032691	15.04011253	5.350078372	54.00449157	59.35456994
Ames 2336	3	17	77	2017	99	1	15	1.304199393	20.52429968	13.68843189	2.319021433	20.65915	8.570709247	35.51693097	31.54888068	67.06581165
